"id","title","abstract","checked_by","kes_check","hji_check","curation_sum","number_of_checks","curation_score","kes_notes","hji_notes"
"33459772","SubtypeDrug: a software package for prioritization of candidate cancer subtype-specific drugs.","<h4>Summary</h4>Cancer can be classified into various subtypes by its molecular, histological, or clinical characteristics. Discovering cancer-subtype-specific drugs is a crucial step in personalized medicine. SubtypeDrug is a system biology R-based software package that enables the prioritization of subtype-specific drugs based on cancer expression data from samples of many subtypes. This provides a novel approach to identify the subtype-specific drug by considering biological functions regulated by drugs at the subpathway level. The operation modes include extraction of subpathways from biological pathways, identification of dysregulated subpathways induced by each drug, inference of sample-specific subpathway activity profiles, evaluation of drug-disease reverse association at the subpathways level, identification of cancer-subtype-specific drugs through subtype sample set enrichment analysis, and visualization of the results. Its capabilities enable SubtypeDrug to find subtype-specific drugs, which will fill the gaps in the recent tools which only identify the drugs for a particular cancer type. SubtypeDrug may help to facilitate the development of tailored treatment for patients with cancer.<h4>Availability and implementation</h4>The package is implemented in R and available under GPL-2 license from the CRAN website (https://CRAN.R-project.org/package=SubtypeDrug).<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.","hji,kes","0","0","0","2","0.0","software",NA
"33471079","Bios2cor: an R package integrating dynamic and evolutionary correlations to identify functionally important residues in proteins.","<h4>Summary</h4>Both dynamic correlations in protein sidechain motions during molecular dynamics (MD) simulations and evolutionary correlations in multiple sequence alignments (MSA) of homologous proteins may reveal functionally important residues. We developed the R package Bios2cor that provides a unique framework to investigate and, possibly, integrate both analyses. Bios2cor starts with an MSA or a MD trajectory and computes correlation/covariation scores between positions in the MSA or between sidechain dihedral angles or rotamers in the MD trajectory. In addition, Bios2cor provides a variety of tools for the analysis, the visualization and the interpretation of the data.<h4>Availability</h4>The R package Bios2cor is available from the Comprehensive R Archive Network, at http://cran.r-project.org/ web/packages/Bios2cor/index.html.","hji,kes","0","0","0","2","0.0","software",NA
"33477091","Chronic wounds multimodal image database.","A multimodal wound image database was created to allow fast development of computer-aided approaches for wound healing monitoring. The developed system with parallel camera optical axes enables multimodal images: photo, thermal, stereo, and depth map of the wound area to be acquired. As a result of using this system a multimodal database of chronic wound images is introduced. It contains 188 image sets of photographs, thermal images, and 3D meshes of the surfaces of chronic wounds acquired during 79 patient visits. Manual wound outlines delineated by an expert are also included in the dataset. All images of each case are additionally coregistered, and both numerical registration parameters and the transformed images are covered in the database. The presented database is publicly available for the research community at https://chronicwounddatabase.eu. That is the first publicly available database for evaluation and comparison of new image-based algorithms in the wound healing monitoring process with coregistered photographs, thermal maps, and 3D models of the wound area. Easily available database of coregistered multimodal data with the raw data set allows faster development of algorithms devoted to wound healing analysis and monitoring.","hji,kes","1","0","1","2","0.5",NA,"medical - out of scope; reassessed and still no - clincial data"
"33486066","Making science computable: Developing code systems for statistics, study design, and risk of bias.","The COVID-19 crisis led a group of scientific and informatics experts to accelerate development of an infrastructure for electronic data exchange for the identification, processing, and reporting of scientific findings. The Fast Healthcare Interoperability Resources (FHIR®) standard which is overcoming the interoperability problems in health information exchange was extended to evidence-based medicine (EBM) knowledge with the EBMonFHIR project. A 13-step Code System Development Protocol was created in September 2020 to support global development of terminologies for exchange of scientific evidence. For Step 1, we assembled expert working groups with 55 people from 26 countries by October 2020. For Step 2, we identified 23 commonly used tools and systems for which the first version of code systems will be developed. For Step 3, a total of 368 non-redundant concepts were drafted to become display terms for four code systems (Statistic Type, Statistic Model, Study Design, Risk of Bias). Steps 4 through 13 will guide ongoing development and maintenance of these terminologies for scientific exchange. When completed, the code systems will facilitate identifying, processing, and reporting research results and the reliability of those results. More efficient and detailed scientific communication will reduce cost and burden and improve health outcomes, quality of life, and patient, caregiver, and healthcare professional satisfaction. We hope the achievements reached thus far will outlive COVID-19 and provide an infrastructure to make science computable for future generations. Anyone may join the effort at https://www.gps.health/covid19_knowledge_accelerator.html.","hji,kes","0","0","0","2","0.0",NA,"Chuck Check - no"
"33532481","Newly developed multiple-breath washout reference equations from the CHILD Cohort Study: implications of poorly fitting equations.","<b>Using inappropriate reference equations would provide incorrect estimate of z-scores, which would cause misdiagnosis. Appropriate representative normative reference data must be available to correctly interpret individual lung function results.</b> https://bit.ly/3dcNZ5p.","hji,kes","0","0","0","2","0.0",NA,NA
"33539179","Prenatal Exposure to Nitrate from Drinking Water and Markers of Fetal Growth Restriction: A Population-Based Study of Nearly One Million Danish-Born Children.","<h4>Background</h4>High levels of nitrate (NO3-) in drinking water cause methemoglobinemia in infants; however, few studies have examined the potential effects of low-level exposure on fetal growth, and the results have been inconsistent.<h4>Objectives</h4>We sought to assess the association between maternal exposure to nitrate in drinking water during pregnancy and offspring size at birth in a nationwide study of full-term (≥37 wk gestation) live-born singletons.<h4>Methods</h4>We estimated maternal nitrate exposure for 898,206 births in Denmark during 1991-2011 by linkage of individual home address(es) with nitrate data from the national monitoring database. Maternal address during pregnancy, infant size at birth [i.e., birth weight, low birth weight (LBW), body length, and birth head circumference] and covariates were compiled from the Danish Civil Registration System, the Danish Medical Birth Register, and The Integrated Database for Longitudinal Labor Market Research. Linear and logistic models with generalized estimating equations were used to account for multiple births to an individual. Nitrate exposure was modeled using five categories and as a log-transformed continuous variable.<h4>Results</h4>There was evidence of a decreasing trend in models for term birth weight using categorical or continuous measures of exposure. Modeling exposure continuously, a difference of -9.71 g (95% confidence interval: -14.60, -4.81) was predicted at 25 mg/L (half the value of the European Union drinking water standard) compared with 0 mg/L NO3-. Body length also decreased as nitrate concentrations increased in categorical and continuous models. There was little evidence of an association between NO3- and head circumference or LBW.<h4>Discussion</h4>Although the estimated effects were small, our findings for live singleton births to Danish-born parents suggest that maternal intake of nitrate from drinking water may reduce term birth weight and length, which are markers of intrauterine growth. However, there was little evidence for an association between nitrate and head circumference or LBW. Future studies in other populations and with data on dietary sources of nitrate are encouraged to confirm or refute these findings. https://doi.org/10.1289/EHP7331.","hji,kes","0","0","0","2","0.0",NA,NA
"33593821","Therapeutic Targeting of DGKA-Mediated Macropinocytosis Leads to Phospholipid Reprogramming in Tuberous Sclerosis Complex.","Lymphangioleiomyomatosis is a rare destructive lung disease affecting primarily women and is the primary lung manifestation of tuberous sclerosis complex (TSC). In lymphangioleiomyomatosis, biallelic loss of TSC1/2 leads to hyperactivation of mTORC1 and inhibition of autophagy. To determine how the metabolic vulnerabilities of TSC2-deficient cells can be targeted, we performed a high-throughput screen utilizing the ""Repurposing"" library at the Broad Institute of MIT and Harvard (Cambridge, MA), with or without the autophagy inhibitor chloroquine. Ritanserin, an inhibitor of diacylglycerol kinase alpha (DGKA), was identified as a selective inhibitor of proliferation of Tsc2<sup>-/-</sup> mouse embryonic fibroblasts (MEF), with no impact on Tsc2<sup>+/+</sup> MEFs. DGKA is a lipid kinase that metabolizes diacylglycerol to phosphatidic acid, a key component of plasma membranes. Phosphatidic acid levels were increased 5-fold in Tsc2<sup>-/-</sup> MEFs compared with Tsc2<sup>+/+</sup> MEFs, and treatment of Tsc2<sup>-/-</sup> MEFs with ritanserin led to depletion of phosphatidic acid as well as rewiring of phospholipid metabolism. Macropinocytosis is known to be upregulated in TSC2-deficient cells. Ritanserin decreased macropinocytic uptake of albumin, limited the number of lysosomes, and reduced lysosomal activity in Tsc2<sup>-/-</sup> MEFs. In a mouse model of TSC, ritanserin treatment decreased cyst frequency and volume, and in a mouse model of lymphangioleiomyomatosis, genetic downregulation of DGKA prevented alveolar destruction and airspace enlargement. Collectively, these data indicate that DGKA supports macropinocytosis in TSC2-deficient cells to maintain phospholipid homeostasis and promote proliferation. Targeting macropinocytosis with ritanserin may represent a novel therapeutic approach for the treatment of TSC and lymphangioleiomyomatosis. SIGNIFICANCE: This study identifies macropinocytosis and phospholipid metabolism as novel mechanisms of metabolic homeostasis in mTORC1-hyperactive cells and suggest ritanserin as a novel therapeutic strategy for use in mTORC1-hyperactive tumors, including pancreatic cancer. GRAPHICAL ABSTRACT: http://cancerres.aacrjournals.org/content/canres/81/8/2086/F1.large.jpg.","hji,kes","0","0","0","2","0.0",NA,NA
"33634706","Autonomic Alterations After Pulmonary Vein Isolation in the CIRCA-DOSE (Cryoballoon vs Irrigated Radiofrequency Catheter Ablation) Study.","Background The natural history of autonomic alterations following catheter ablation of drug-refractory paroxysmal atrial fibrillation is poorly defined, largely because of the historical reliance on non-invasive intermittent rhythm monitoring for outcome ascertainment. Methods and Results The study included 346 patients with drug-refractory paroxysmal atrial fibrillation undergoing pulmonary vein isolation using contemporary advanced-generation ablation technologies. All patients underwent insertion of a Reveal LINQ (Medtronic) implantable cardiac monitor before ablation. The implantable cardiac monitor continuously recorded physical activity, heart rate variability (measured as the SD of the average normal-to-normal), daytime heart rate, and nighttime heart rate. Longitudinal autonomic data in the 2-month period leading up to the date of ablation were compared with the period from 91 to 365 days following ablation. Following ablation there was a significant decrease in SD of the average normal-to-normal (mean difference versus baseline of 19.3 ms; range, 12.9-25.7; <i>P</i><0.0001), and significant increases in daytime and nighttime heart rates (mean difference versus baseline of 9.6 bpm; range, 7.4-11.8; <i>P</i><0.0001, and 7.4 bpm; range, 5.4-9.3; <i>P</i><0.0001, respectively). Patients free of arrhythmia recurrence had significantly faster daytime (11±11 versus 8±12 bpm, <i>P</i>=0.001) and nighttime heart rates (8±9 versus 6±8 bpm, <i>P</i>=0.049), but no difference in SD of the average normal-to-normal (<i>P</i>=0.09) compared with those with atrial fibrillation recurrence. Ablation technology and cryoablation duration did not influence these autonomic nervous system effects. Conclusions Pulmonary vein isolation results in significant sustained changes in the heart rate parameters related to autonomic function. These changes are correlated with procedural outcome and are independent of the ablation technology used. Registration URL: https://www.clinicaltrials.gov; Unique identifier: NCT01913522.","hji,kes","0","0","0","2","0.0",NA,NA
"33638346","HeteroGGM: an R package for Gaussian graphical model-based heterogeneity analysis.","<h4>Summary</h4>Heterogeneity is a hallmark of many complex human diseases, and unsupervised heterogeneity analysis has been extensively conducted using high-throughput molecular measurements and histopathological imaging features. ""Classic"" heterogeneity analysis has been based on simple statistics such as mean, variance, and correlation. Network-based analysis takes interconnections as well as individual variable properties into consideration and can be more informative. Several Gaussian graphical model (GGM)-based heterogeneity analysis techniques have been developed, but friendly and portable software is still lacking. To facilitate more extensive usage, we develop the R package HeteroGGM, which conducts GGM-based heterogeneity analysis using the advanced penaliztaion techniques, can provide informative summary and graphical presentation, and is efficient and friendly.<h4>Availability</h4>The package is available at https://CRAN.R-project.org/package=HeteroGGM.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.","hji,kes","0","0","0","2","0.0","software",NA
"33652081","An international core outcome set for evaluating interventions to improve informed consent to clinical trials: The ELICIT Study.","<h4>Objective</h4>To develop a core outcome set for the evaluation of interventions that aim to improve how people make decisions about whether to participate in randomized controlled trials (of healthcare interventions), the ELICIT Study.<h4>Study design</h4>International mixed-method study involving a systematic review of existing outcomes, semi-structured interviews, an online Delphi survey, and a face-to-face consensus meeting.<h4>Results</h4>The literature review and stakeholder interviews (n = 25) initially identified 1045 reported outcomes that were grouped into 40 individually distinct outcomes. These 40 outcomes were scored for importance in two rounds of an online Delphi survey (n = 79), with 18 people attending the consensus meeting. Consensus was reached on 12 core outcomes: therapeutic misconception; comfort with decision; authenticity of decision; communication about the trial; empowerment; sense of altruism; equipoise; knowledge; salience of questions; understanding, how helpful the process was for decision making; and trial attrition.<h4>Conclusion</h4>The ELICIT core outcome set is the first internationally agreed minimum set of outcomes deemed essential to be measured in all future studies evaluating interventions to improve decisions about participating in an randomized controlled trial. Use of the ELICIT core set will ensure that results from these trials are comparable and relevant to all stakeholders.<h4>Registration</h4>COMET database - http://www.comet-initiative.org/Studies/Details/595.","hji,kes","0","0","0","2","0.0",NA,"out of scope"
"33728932","Metabolic Dyslipidemia and Cardiovascular Outcomes in Type 2 Diabetes Mellitus: Findings From the Look AHEAD Study.","Background Metabolic dyslipidemia (high triglyceride) and low high-density lipoprotein cholesterol (HDL-C) is highly prevalent in type 2 diabetes mellitus (T2DM). The extent to which diabetes mellitus-related abnormalities in the triglyceride-HDL-C profile associates with cardiovascular disease (CVD) risk is incompletely understood. We evaluated the associations of triglyceride and HDL-C status with CVD outcomes in individuals with T2DM. Methods and Results We analyzed data from 4199 overweight/obese adults with T2DM free of CVD with available data on triglyceride and HDL-C at baseline (2001-2004) in the Look AHEAD (Action for Health in Diabetes) study. We used Cox proportional models to estimate hazard ratios (HRs) and 95% CIs of: (1) composite CVD outcome (myocardial infarction, stroke, hospitalization for angina, and/or death from cardiovascular causes); (2) coronary artery disease events; and (3) cerebrovascular accidents (stroke). Of the 4199 participants, 62% (n=2600) were women, with a mean age of 58 years (SD, 7), and 40% (n=1659) had metabolic dyslipidemia at baseline. Over a median follow-up of 9.5 years (interquartile range, 8.7-10.3), 500 participants experienced the composite CVD outcome, 396 experienced coronary artery disease events, and 100 experienced stroke. Low HDL-C was associated with higher hazards of the composite CVD outcome (HR, 1.36; 95% CI, 1.12-1.64 [<i>P</i>=0.002]) and coronary artery disease events (HR, 1.46; 95% CI, 1.18-1.81 [<i>P</i>=0.001]) but not stroke (HR, 1.38; 95% CI, 0.90-2.11 [<i>P</i>=0.140]). Compared with patients with normal triglyceride and normal HDL, participants with metabolic dyslipidemia had higher risks of the composite CVD outcome (HR, 1.30; 95% CI, 1.03-1.63 [<i>P</i>=0.025]) and coronary artery disease events (HR, 1.48; 95% CI, 1.14-1.93 [<i>P</i>=0.003]) but not stroke (HR, 1.23; 95% CI, 0.74-2.05 [<i>P</i>=0.420]). Conclusions In a large sample of overweight/obese individuals with T2DM, metabolic dyslipidemia was associated with higher risks of CVD outcomes. Our findings highlight the necessity to account for metabolic dyslipidemia in CVD risk stratification among patients with T2DM. Registration URL: https://www.lookaheadtrial.org; Unique identifier: NCT00017953.","hji,kes","0","0","0","2","0.0",NA,NA
"33763309","pmparser and PMDB: resources for large-scale, open studies of the biomedical literature.","PubMed is an invaluable resource for the biomedical community. Although PubMed is freely available, the existing API is not designed for large-scale analyses and the XML structure of the underlying data is inconvenient for complex queries. We developed an R package called pmparser to convert the data in PubMed to a relational database. Our implementation of the database, called PMDB, currently contains data on over 31 million PubMed Identifiers (PMIDs) and is updated regularly. Together, pmparser and PMDB can enable large-scale, reproducible, and transparent analyses of the biomedical literature. pmparser is licensed under GPL-2 and available at https://pmparser.hugheylab.org. PMDB is available in both PostgreSQL (DOI 10.5281/zenodo.4008109) and Google BigQuery (https://console.cloud.google.com/bigquery?project=pmdb-bq&d=pmdb).","hji,kes","0","0","0","2","0.0","remix of other data resource; reassessed, and still no. There is value add by making the data parsable, but is not a resource itself","database itself is downloadable via zenodo or Google BigQuery - not a distinct resource; reassessed and still no - not a distinct data resource"
"33768085","Open, High-Resolution EI+ Spectral Library of Anthropogenic Compounds.","To address the lack of high-resolution electron ionisation mass spectral libraries (HR-[EI+]-MS) for environmental chemicals, a retention-indexed HR-[EI+]-MS library has been constructed following analysis of authentic compounds via GC-Orbitrap MS. The library is freely provided alongside a compound database of predicted physicochemical properties. Currently, the library contains over 350 compounds from 56 compound classes and includes a range of legacy and emerging contaminants. The RECETOX Exposome HR-[EI+]-MS library expands the number of freely available resources for use in full-scan chemical exposure studies and is available at: https://doi.org/10.5281/zenodo.4471217.","hji,kes","1","0","1","2","0.5",NA,"no notes; reassessed and still no - not a distinct resource (Zenodo)"
"33770801","Progression of Postural Asymmetry in Young Adults With Cerebral Palsy Who Are Not Walking: An Exploratory Study.","<h4>Purpose</h4>Young adults with cerebral palsy (CP) who are not walking are at risk of developing or increasing musculoskeletal asymmetries affecting the rib cage, spine, pelvis, and hips. This longitudinal study aimed to explore postural change using the Goldsmith Indices of Body Symmetry (GIofBS) over an 18-month period in adults with CP who are not walking.<h4>Methods</h4>Demographic and medical data were accessed from participant's history. Posture was recorded using the GIofBS to collect data during an 18-month period following skeletal maturity.<h4>Results</h4>All participants had postural asymmetry at study onset with evidence of minimal change in some GIofBS outcome measures and fluctuations in other outcomes over 18 months.<h4>Conclusions</h4>Physical therapists may use the GIofBS across the lifespan to screen for deterioration in musculoskeletal status or in assessing longer-term outcomes of interventions impacting posture in this complex population.<h4>Video abstract</h4>For more insights from the authors, see Supplemental Digital Content 1, available at: http://links.lww.com/PPT/A314.","hji,kes","0","0","0","2","0.0",NA,NA
"33772584","Bioconductor toolchain for reproducible bioinformatics pipelines using Rcwl and RcwlPipelines.","<h4>Summary</h4>The Common Workflow Language (CWL) is used to provide portable and reproducible data analysis workflows across different tools and computing environments. We have developed Rcwl, an R interface to CWL, to provide easier development, use, and maintenance of CWL pipelines from within R. We have also collected more than 100 pre-built tools and pipelines in RcwlPipelines, ready to be queried and used by researchers in their own analysis. A single-cell RNA sequencing preprocessing pipeline demonstrates use of the software.<h4>Availability</h4>Project website: https://rcwl.org (Rcwl: https://bioconductor.org/packages/Rcwl; RcwlPipelines: https://bioconductor.org/packages/RcwlPipelines).<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.","hji,kes","0","0","0","2","0.0","software",NA
"33772596","FUNGI: Fusion Gene Integration Toolset.","<h4>Motivation</h4>Fusion genes are both useful cancer biomarkers and important drug targets. Finding relevant fusion genes is challenging due to genomic instability resulting in a high number of passenger events. To reveal and prioritize relevant gene fusion events we have developed FUNGI (FUsionN Gene Identification toolset) that uses an ensemble of fusion detection algorithms with prioritization and visualization modules.<h4>Results</h4>We applied FUNGI to an ovarian cancer dataset of 107 tumor samples from 36 patients. Ten out of 11 detected and prioritized fusion genes were validated. Many of detected fusion genes affect the PI3K-AKT pathway with potential role in treatment resistance.<h4>Availability</h4>FUNGI and its documentation are available at https://bitbucket.org/alejandra_cervera/fungi as standalone or from Anduril at https://www.anduril.org.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.","hji,kes","0","0","0","2","0.0","software",NA
"33823122","Long-Term Outcomes in Intensive Care Unit Patients with Delirium: A Population-Based Cohort Study.","<h4>Rationale</h4>Delirium is common in the intensive care unit (ICU) and portends worse ICU and hospital outcomes. The effect of delirium in the ICU on post-hospital discharge mortality and health resource utilization is less well known.<h4>Objectives</h4>To estimate mortality and health resource utilization 2.5-years post-hospital discharge in critically ill patients admitted to ICU.<h4>Methods</h4>Population-based, propensity-score matched, retrospective cohort study of adult patients admitted to one of fourteen medical-surgical ICUs from January 1, 2014 to June 30, 2016. Delirium was measured by the 8-point Intensive Care Delirium Screening Checklist (ICDSC). The primary outcome was mortality. The secondary outcome was a composite measure of subsequent emergency department visits, hospital readmission, or mortality.<h4>Measurements and main results</h4>There were 5,936 propensity score matched patients with and without incident delirium who survived to hospital discharge. Delirium was associated with increased mortality 0 to 30-days post-hospital discharge [Hazard Ratio (HR): 1.44 (95%CI: 1.08-1.92)]. There was no significant difference in mortality more than 30 days post-hospital discharge (delirium: 3.9%, no delirium: 2.6%). There was a persistent increased risk of emergency department visits, hospital readmissions, or mortality post-hospital discharge [HR: 1.12 (95%CI: 1.07-1.17)] throughout the study period.<h4>Conclusions</h4>ICU delirium is associated with increased mortality 0 to 30 days post-hospital discharge. This article is open access and distributed under the terms of the Creative Commons Attribution Non-Commercial No Derivatives License 4.0 (http://creativecommons.org/licenses/by-nc-nd/4.0/).","hji,kes","0","0","0","2","0.0",NA,NA
"33858322","ChIP-BIT2: a software tool to detect weak binding events using a Bayesian integration approach.","<h4>Background</h4>ChIP-seq combines chromatin immunoprecipitation assays with sequencing and identifies genome-wide binding sites for DNA binding proteins. While many binding sites have strong ChIP-seq 'peak' observations and are well captured, there are still regions bound by proteins weakly, with a relatively low ChIP-seq signal enrichment. These weak binding sites, especially those at promoters and enhancers, are functionally important because they also regulate nearby gene expression. Yet, it remains a challenge to accurately identify weak binding sites in ChIP-seq data due to the ambiguity in differentiating these weak binding sites from the amplified background DNAs.<h4>Results</h4>ChIP-BIT2 ( http://sourceforge.net/projects/chipbitc/ ) is a software package for ChIP-seq peak detection. ChIP-BIT2 employs a mixture model integrating protein and control ChIP-seq data and predicts strong or weak protein binding sites at promoters, enhancers, or other genomic locations. For binding sites at gene promoters, ChIP-BIT2 simultaneously predicts their target genes. ChIP-BIT2 has been validated on benchmark regions and tested using large-scale ENCODE ChIP-seq data, demonstrating its high accuracy and wide applicability.<h4>Conclusion</h4>ChIP-BIT2 is an efficient ChIP-seq peak caller. It provides a better lens to examine weak binding sites and can refine or extend the existing binding site collection, providing additional regulatory regions for decoding the mechanism of gene expression regulation.","hji,kes","0","0","0","2","0.0","software",NA
"33882829","Gene-set distance analysis (GSDA): a powerful tool for gene-set association analysis.","<h4>Background</h4>Identifying sets of related genes (gene sets) that are empirically associated with a treatment or phenotype often yields valuable biological insights. Several methods effectively identify gene sets in which individual genes have simple monotonic relationships with categorical, quantitative, or censored event-time variables. Some distance-based methods, such as distance correlations, may detect complex non-monotone associations of a gene-set with a quantitative variable that elude other methods. However, the distance correlations have yet to be generalized to associate gene-sets with categorical and censored event-time endpoints. Also, there is a need to determine which genes empirically drive the significance of an association of a gene set with an endpoint.<h4>Results</h4>We develop gene-set distance analysis (GSDA) by generalizing distance correlations to evaluate the association of a gene set with categorical and censored event-time variables. We also develop a backward elimination procedure to identify a subset of genes that empirically drive significant associations. In simulation studies, GSDA more effectively identified complex non-monotone gene-set associations than did six other published methods. In the analysis of a pediatric acute myeloid leukemia (AML) data set, GSDA was the only method to discover that event-free survival (EFS) was associated with the 56-gene AML pathway gene-set, narrow that result down to 5 genes, and confirm the association of those 5 genes with EFS in a separate validation cohort. These results indicate that GSDA effectively identifies and characterizes complex non-monotonic gene-set associations that are missed by other methods.<h4>Conclusion</h4>GSDA is a powerful and flexible method to detect gene-set association with categorical, quantitative, or censored event-time variables, especially to detect complex non-monotonic gene-set associations. Available at https://CRAN.R-project.org/package=GSDA .","hji,kes","0","0","0","2","0.0","software",NA
"33903179","Effectiveness of intravenous r-tPA versus UK for acute ischaemic stroke: a nationwide prospective Chinese registry study.","<h4>Background</h4>Intravenous recombinant tissue plasminogen activator (r-tPA) and urokinase (UK) are both recommended for the treatment of acute ischaemic stroke (AIS) in China, but with few comparative outcome data being available. We aimed to compare the outcomes of these two thrombolytic agents for the treatment of patients within 4.5 hours of onset of AIS in routine clinical practice in China.<h4>Methods</h4>A pre-planned, prospective, nationwide, multicentre, real-world registry of consecutive patients with AIS (age ≥18 years) who received r-tPA or UK within 4.5 hours of symptom onset according to local decision-making and guideline recommendations during 2017-2019. The primary effectiveness outcome was the proportion of patients with an excellent functional outcome (defined by modified Rankin scale scores 0 to 1) at 90 days. The key safety endpoint was symptomatic intracranial haemorrhage according to standard definitions. Multivariable logistic regression was used for comparative analysis, with adjustment according to propensity scores to ensure balance in baseline characteristics.<h4>Results</h4>Overall, 4130 patients with AIS were registered but 320 had incomplete or missing data, leaving 3810 with available data for analysis of whom 2666 received r-tPA (median dose 0.88 (IQR 0.78-0.90) mg/kg) and 1144 received UK (1.71 (1.43-2.00)×10<sup>4</sup> international unit per kilogram). There were several significant intergroup differences in patient characteristics: r-tPA patients were more educated, had less history of stroke, lower systolic blood pressure, greater neurological impairment and shorter treatment times from symptom onset than UK patients. However, in adjusted analysis, the frequency of excellent outcome (OR 1.18, 95% CI 1.00 to 1.40, p=0.052) and symptomatic intracranial haemorrhage (OR 0.70, 95% CI 0.33 to 1.47, p=0.344) were similar between groups.<h4>Conclusions</h4>UK may be as effective and carry a similar safety profile as r-tPA in treating mild to moderate AIS within guidelines in China. REGISTRATION: http://www.clinicaltrials.gov. unique identifier: NCT02854592.","hji,kes","0","0","0","2","0.0",NA,NA
"33906374","Genetic Causes of Cardiomyopathy in Children: First Results From the Pediatric Cardiomyopathy Genes Study.","Background Pediatric cardiomyopathy is a genetically heterogeneous disease with substantial morbidity and mortality. Current guidelines recommend genetic testing in children with hypertrophic, dilated, or restrictive cardiomyopathy, but practice variations exist. Robust data on clinical testing practices and diagnostic yield in children are lacking. This study aimed to identify the genetic causes of cardiomyopathy in children and to investigate clinical genetic testing practices. Methods and Results Children with familial or idiopathic cardiomyopathy were enrolled from 14 institutions in North America. Probands underwent exome sequencing. Rare sequence variants in 37 known cardiomyopathy genes were assessed for pathogenicity using consensus clinical interpretation guidelines. Of the 152 enrolled probands, 41% had a family history of cardiomyopathy. Of 81 (53%) who had undergone clinical genetic testing for cardiomyopathy before enrollment, 39 (48%) had a positive result. Genetic testing rates varied from 0% to 97% between sites. A positive family history and hypertrophic cardiomyopathy subtype were associated with increased likelihood of genetic testing (<i>P</i>=0.005 and <i>P</i>=0.03, respectively). A molecular cause was identified in an additional 21% of the 63 children who did not undergo clinical testing, with positive results identified in both familial and idiopathic cases and across all phenotypic subtypes. Conclusions A definitive molecular genetic diagnosis can be made in a substantial proportion of children for whom the cause and heritable nature of their cardiomyopathy was previously unknown. Practice variations in genetic testing are great and should be reduced. Improvements can be made in comprehensive cardiac screening and predictive genetic testing in first-degree relatives. Overall, our results support use of routine genetic testing in cases of both familial and idiopathic cardiomyopathy. Registration URL: https://www.clinicaltrials.gov; Unique identifier: NCT01873963.","hji,kes","0","0","0","2","0.0",NA,NA
"33961050","GEInter: an R package for robust gene-environment interaction analysis.","<h4>Summary</h4>For understanding complex diseases, gene-environment (G-E) interactions have important implications beyond main G and E effects. Most of the existing analysis approaches and software packages cannot accommodate data contamination/long-tailed distribution. We develop GEInter, a comprehensive R package tailored to robust G-E interaction analysis. For both marginal and joint analysis, for data without and with missingness, for continuous and censored survival responses, it comprehensively conducts identification, estimation, visualization, and prediction. It can fill an important gap in the existing literature and enjoy broad applicability.<h4>Availability and implementation</h4>https://cran.r-project.org/web/packages/GEInter/.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.","hji,kes","0","0","0","2","0.0","software",NA
"33961960","Do not attempt cardiopulmonary resuscitation (DNACPR) decisions in people admitted with suspected COVID-19: Secondary analysis of the PRIEST observational cohort study.","<h4>Aims</h4>We aimed to describe the characteristics and outcomes of adults admitted to hospital with suspected COVID-19 according to their DNACPR decisions, and identify factors associated with DNACPR decisions.<h4>Methods</h4>We undertook a secondary analysis of 13,977 adults admitted to hospital with suspected COVID-19 and included in the Pandemic Respiratory Infection Emergency System Triage (PRIEST) study. We recorded presenting characteristics and outcomes (death or organ support) up to 30 days. We categorised patients as early DNACPR (before or on the day of admission) or late/no DNACPR (no DNACPR or occurring after the day of admission). We undertook descriptive analysis comparing these groups and multivariable analysis to identify independent predictors of early DNACPR.<h4>Results</h4>We excluded 1249 with missing DNACPR data, and identified 3929/12748 (31%) with an early DNACPR decision. They had higher mortality (40.7% v 13.1%) and lower use of any organ support (11.6% v 15.7%), but received a range of organ support interventions, with some being used at rates comparable to those with late or no DNACPR (e.g. non-invasive ventilation 4.4% v 3.5%). On multivariable analysis, older age (p < 0.001), active malignancy (p < 0.001), chronic lung disease (p < 0.001), limited performance status (p < 0.001), and abnormal physiological variables were associated with increased recording of early DNACPR. Asian ethnicity was associated with reduced recording of early DNACPR (p = 0.001).<h4>Conclusions</h4>Early DNACPR decisions were associated with recognised predictors of adverse outcome, and were inversely associated with Asian ethnicity. Most people with an early DNACPR decision survived to 30 days and many received potentially life-saving interventions.<h4>Registration</h4>ISRCTN registry, ISRCTN28342533, http://www.isrctn.com/ISRCTN28342533.","hji,kes","0","0","0","2","0.0",NA,NA
