"doi","name","url","subjects","match"
"10.25504/FAIRsharing.ptp5tb","GBIF Benin IPT - GBIF France","http://ipt-benin.gbif.fr/","c(""Biodiversity"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.hwx5xr","GBIF Guinea IPT - GBIF France","http://ipt-guinee.gbif.fr/","c(""Biodiversity"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.gdj215","Madagascar Biodiversity Information Facility IPT - GBIF France","http://ipt.madbif.mg/","c(""Biodiversity"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.9ntzb2","GBIF Togo IPT - GBIF France","http://ipt-togo.gbif.fr/","c(""Biodiversity"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.1gx1wq","Norway IPT - GBIF Norway","https://data.gbif.no/ipt/","c(""Biodiversity"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.gncawv","Portugal IPT - GBIF Portugal","http://ipt.gbif.pt/ipt/","c(""Biodiversity"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.ph9sby","South African National Biodiversity Institute IPT - GBIF South Africa","http://197.189.235.147:8080/iptsanbi/","c(""Biodiversity"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.7tx9zj","Sweden IPT - GBIF Sweden","http://www.gbif.se/ipt","c(""Biodiversity"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.y2vm4r","Taiwan Biodiversity Information Facility IPT - GBIF Taiwan","http://ipt.taibif.tw/","c(""Biodiversity"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.hvecpt","Ocean Biodiversity Information System USA IPT - USGS","https://www1.usgs.gov/obis-usa/ipt","c(""Biodiversity"", ""Life Science"", ""Oceanography"")","Life Science"
"10.25504/FAIRsharing.7tz5g8","Nonindigenous Aquatic Species NAS IPT - USGS","https://nas.er.usgs.gov/ipt/","c(""Biodiversity"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.w2vev5","Biodiversity Information Serving Our Nation IPT - USGS","https://bison.usgs.gov/ipt/","c(""Biodiversity"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.x4zrrg","VertNet IPT","http://ipt.vertnet.org:8080/ipt/","c(""Biodiversity"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.tfj7gt","EPA Comptox Chemicals Dashboard","https://comptox.epa.gov/dashboard","c(""Environmental Science"", ""Toxicology"", ""Chemistry"")",NA
"10.25504/FAIRsharing.fwg0qf","BenchSci","https://www.benchsci.com/","c(""Immunology"", ""Biomedical Science"")",NA
"10.25504/FAIRsharing.bkxpmp","Xenobiotics Metabolism Database","http://www.xmetdb.org/","c(""Biochemistry"", ""Life Science"", ""Biomedical Science"")","Life Science"
"10.25504/FAIRsharing.ewh295","iDigBio IPT","http://ipt.idigbio.org","c(""Biodiversity"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.3pt56w","Human Protein-Protein Interaction rEference","http://cbdm.uni-mainz.de/hippie/","Life Science","Life Science"
"10.25504/FAIRsharing.szj2xw","Health and Medical Care Archive","https://www.icpsr.umich.edu/web/pages/HMCA/index.html","c(""Public Health"", ""Health Science"", ""Primary Health Care"", ""Community Care"")",NA
"10.25504/FAIRsharing.k297hk","Ocean Biodiversity Information System IPT","http://ipt.vliz.be/","c(""Biodiversity"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.6bvac4","China Data Center","http://chinadatacenter.org/","Social Science",NA
"10.25504/FAIRsharing.5nnxqn","eyeGENE: The National Ophthalmic Genotyping and Phenotyping Network","https://eyegene.nih.gov","c(""Medicine"", ""Ophthalmology"", ""Human Genetics"", ""Biomedical Science"", ""Preclinical Studies"")",NA
"10.25504/FAIRsharing.ym3jjm","GWIPS-viz","http://gwips.ucc.ie/","Transcriptomics",NA
"10.25504/FAIRsharing.anxqkv","e-ReColNat","https://explore.recolnat.org","c(""Botany"", ""Paleontology"", ""Biodiversity"", ""Life Science"", ""Natural History"")","Life Science"
"10.25504/FAIRsharing.58bd67","Finnish Biodiversity Information Facility Digitarium IPT - GBIF Finland","https://ipt.laji.fi/ipt/","c(""Bioinformatics"", ""Taxonomy"", ""Biodiversity"")",NA
"10.25504/FAIRsharing.pq1njd","GBIF France IPT - GBIF France","http://ipt.gbif.fr/","c(""Biodiversity"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.ekdqe5","iReceptor Public Archive","http://ireceptor.irmacs.sfu.ca/","c(""Immunogenetics"", ""Immunology"", ""Virology"", ""Life Science"", ""Epidemiology"")","Life Science"
"10.25504/FAIRsharing.v2sjcy","Canadensys IPT - GBIF Canadensys Repository","https://data.canadensys.net/ipt/","c(""Biodiversity"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.cbfbbb","GeneNet Engine","http://gene-networks.org/","c(""Genomics"", ""Genetics"", ""Life Science"", ""Systems Biology"")","Life Science"
NA,"Genome Database for Vaccinium","https://www.vaccinium.org/","c(""Genomics"", ""Genetics"", ""Agriculture"", ""Life Science"", ""Biology"", ""Plant Genetics"")","Life Science"
"10.25504/FAIRsharing.23b5c8","KnowPulse","http://knowpulse2.usask.ca/portal/","c(""Genomics"", ""Genetics"", ""Agriculture"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.BZKHEH","Legume Information System","https://legumeinfo.org/","c(""Genomics"", ""Genetics"", ""Agriculture"", ""Life Science"")","Life Science"
NA,"Planosphere","https://planosphere.stowers.org/","c(""Anatomy"", ""Developmental Biology"", ""Embryology"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.Ff6HHc","VTechData","https://data.lib.vt.edu","Subject Agnostic",NA
"10.25504/FAIRsharing.HO0DyR","Animal Quantitative Trait Loci (QTL) Database","https://www.animalgenome.org/cgi-bin/QTLdb/index","c(""Animal Genetics"", ""Genomics"", ""Genetics"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.d5BjMU","MusaBase","https://musabase.org/","c(""Plant Breeding"", ""Genomics"", ""Agriculture"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.OdYDTJ","SweetPotatoBase","https://sweetpotatobase.org/","c(""Botany"", ""Plant Breeding"", ""Genomics"", ""Agriculture"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.KoQXUl","YamBase","https://yambase.org/","c(""Plant Breeding"", ""Genomics"", ""Agriculture"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.ejofJI","Cassavabase","https://cassavabase.org","c(""Plant Breeding"", ""Genomics"", ""Agriculture"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.IziuCK","Animal Trait Correlation Database","https://www.animalgenome.org/cgi-bin/CorrDB/index","c(""Animal Genetics"", ""Genetics"", ""Life Science"", ""Systems Biology"")","Life Science"
"10.25504/FAIRsharing.qqFfXF","BioInformatics Platform for Agroecosystem Arthropods","https://bipaa.genouest.org","c(""Genomics"", ""Life Science"", ""Biology"")","Life Science"
NA,"Arabidopsis Information Portal","https://www.araport.org/","c(""Botany"", ""Genomics"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.lCVfCv","TreeGenes","https://treegenesdb.org/","c(""Botany"", ""Genomics"", ""Life Science"", ""Data Visualization"")","Life Science"
"10.25504/FAIRsharing.yuJ8gl","Global Information System of the International Treaty on Plant Genetic Resources for Food and Agriculture","https://ssl.fao.org/glis","c(""Botany"", ""Agriculture"", ""Life Science"", ""Plant Genetics"")","Life Science"
"10.25504/FAIRsharing.mKDii0","Norwegian Centre for Research Data","https://nsd.no/en/","c(""Humanities"", ""Social Science"", ""Medicine"", ""Health Science"", ""Natural Science"", ""Earth Science"", ""Life Science"", ""Social and Behavioural Science"", ""Subject Agnostic"")","Life Science"
"10.25504/FAIRsharing.97kZl6","SalmoBase","http://salmobase.org","c(""Fisheries Science"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.750063","SHOGoiN","http://stemcellinformatics.org/","c(""Life Science"", ""Transcriptomics"")","Life Science"
"10.25504/FAIRsharing.847069","OBO Foundry","http://www.obofoundry.org/","Ontology and Terminology",NA
"10.25504/FAIRsharing.NzKTvN","Forest Service Research Data Archive","https://www.fs.usda.gov/rds/archive/","c(""Forest Management"", ""Ecology"", ""Social and Behavioural Science"", ""Hydrology"")",NA
"10.25504/FAIRsharing.ZTrlTh","National Institute of Polar Research Repository","https://nipr.repo.nii.ac.jp/","c(""Geophysics"", ""Earth Science"", ""Atmospheric Science"", ""Physics"", ""Oceanography"", ""Biology"")",NA
NA,"Open Toxicogenomics Project-Genomics Assisted Toxicity Evaluation system","http://toxico.nibiohn.go.jp/english/","c(""Toxicogenomics"", ""Biomedical Science"", ""Pathology"")",NA
"10.25504/FAIRsharing.6L6MjA","cBioPortal for Cancer Genomics","http://www.cbioportal.org","c(""Genomics"", ""Proteomics"", ""Biomedical Science"", ""Preclinical Studies"")",NA
"10.25504/FAIRsharing.tlbUpj","Materials Cloud","https://archive.materialscloud.org/","c(""Materials Informatics"", ""Materials Science"", ""Physics"")",NA
"10.25504/FAIRsharing.i1F3Hb","Small angle scattering biological data bank","https://www.sasbdb.org/","c(""Molecular biology"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.178BmT","Portail Data INRAE","https://data.inrae.fr/","c(""Soil Science"", ""Botany"", ""Economics"", ""Forest Management"", ""Animal Genetics"", ""Genomics"", ""Animal Physiology"", ""Horticulture"", ""Animal Husbandry"", ""Food Security"", ""Aquaculture"", ""Agriculture"", ""Life Science"", ""Nutritional Science"", ""Veterinary Medicine"", ""Biomedical Science"", ""Biology"", ""Plant Genetics"")","Life Science"
"10.25504/FAIRsharing.cHo2bh","Citrusgreening.org","https://citrusgreening.org","c(""Botany"", ""Agriculture"", ""Life Science"")","Life Science"
NA,"Common Evidence Model","https://github.com/OHDSI/CommonEvidenceModel","Biomedical Science",NA
"10.25504/FAIRsharing.QXSgvF","MirGeneDB.org","http://mirgenedb.org","c(""Evolutionary Biology"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.654822","PGDBj Ortholog Database","http://pgdbj.jp/pages/index.html?dir=&page=od&ln=en","c(""Botany"", ""Life Science"", ""Plant Genetics"")","Life Science"
NA,"Brassica Information Portal","https://bip.earlham.ac.uk/","c(""Botany"", ""Plant Breeding"", ""Life Science"", ""Population Genetics"")","Life Science"
NA,"IUPAC Periodic Table of the Elements","https://iupac.org/what-we-do/periodic-table-of-elements","c(""Chemistry"", ""Natural Science"", ""Physics"")",NA
"10.25504/FAIRsharing.5ry74y","BridgeDb","https://bridgedb.github.io","c(""Chemistry"", ""Metabolomics"", ""Biology"", ""Systems Biology"")",NA
NA,"European Union Observatory for Nanomaterials","https://euon.echa.europa.eu/","c(""Nanotechnology"", ""Chemistry"", ""Physics"")",NA
NA,"NASA Ames PAH IR Spectroscopic Database","http://www.astrochemistry.org/pahdb/","c(""Nanotechnology"", ""Chemistry"", ""Astrophysics and Astronomy"", ""Pharmacology"")",NA
"10.25504/FAIRsharing.pP4ALT","data.world","https://data.world","Subject Agnostic",NA
"10.25504/FAIRsharing.401958","NIST Atomic Spectra Database","https://www.nist.gov/pml/atomic-spectra-database","Chemistry",NA
NA,"Kinetic Database for Astrochemistry","http://kida.obs.u-bordeaux1.fr/","c(""Chemistry"", ""Astrophysics and Astronomy"", ""Atmospheric Science"")",NA
NA,"Longhorn Array Database","http://darwin.biochem.okstate.edu/lad/ilat/","Life Science","Life Science"
NA,"BarleyBase","http://barleybase.org","Life Science","Life Science"
"10.25504/FAIRsharing.6e817a","Metabolomic Repository Bordeaux","http://services.cbib.u-bordeaux.fr/MERYB/home/home.php?popup=0","c(""Life Science"", ""Metabolomics"", ""Data Visualization"")","Life Science"
"10.25504/FAIRsharing.2GMztk","ORTHOlogous MAmmalian Markers","http://www.orthomam.univ-montp2.fr/orthomam/html/","c(""Phylogenetics"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.da5cb8","Selectome","https://selectome.unil.ch/","Life Science","Life Science"
"10.25504/FAIRsharing.91f87d","HypoxiaDB","http://www.hypoxiadb.com/","c(""Life Science"", ""Biomedical Science"")","Life Science"
"10.25504/FAIRsharing.9f337f","Bovine Genome Database","http://bovinegenome.org/","c(""Data Mining"", ""Life Science"")","Life Science"
NA,"Pancreatic Expression database","http://www.pancreasexpression.org/","c(""Genomics"", ""Proteomics"", ""Life Science"", ""Transcriptomics"", ""Biomedical Science"")","Life Science"
"10.25504/FAIRsharing.946cef","Selective Targets database","http://www.seltarbase.org/","c(""Life Science"", ""Biomedical Science"")","Life Science"
"10.25504/FAIRsharing.l8Sf5x","DatabasE of genomiC varIation and Phenotype in Humans using Ensembl Resources","https://decipher.sanger.ac.uk/","c(""Life Science"", ""Biomedical Science"")","Life Science"
NA,"MUGEN mouse database","http://bioit.fleming.gr/mugen/mde.jsp","c(""Immunology"", ""Life Science"", ""Biomedical Science"")","Life Science"
"10.25504/FAIRsharing.VW2yBw","Genome3D","http://genome3d.eu","Genetics",NA
"10.25504/FAIRsharing.fa9ccb","Satellog","http://satellog.bcgsc.ca/","c(""Life Science"", ""Biomedical Science"")","Life Science"
NA,"Structure Function Linkage Database Archive","http://sfld.rbvi.ucsf.edu/","c(""Biochemistry"", ""Enzymology"")",NA
"10.25504/FAIRsharing.8f0be4","MitoProteome","http://www.mitoproteome.org/","Life Science","Life Science"
NA,"Alternaria Genomes Database","http://alternaria.vbi.vt.edu/index.html","Life Science","Life Science"
NA,"Ashbya Genome Database","http://agd.unibas.ch/index.html","c(""Life Science"", ""Transcriptomics"")","Life Science"
"10.25504/FAIRsharing.84c1a7","LNCipedia","https://lncipedia.org/","Life Science","Life Science"
"10.25504/FAIRsharing.mr293q","The Vertebrate Genome Annotation Database","https://vega.archive.ensembl.org/index.html","Life Science","Life Science"
"10.25504/FAIRsharing.jptb1m","3D interacting domains","http://3did.irbbarcelona.org/","Life Science","Life Science"
"10.25504/FAIRsharing.z1czxj","PeroxiBase","http://peroxibase.toulouse.inra.fr/","Life Science","Life Science"
"10.25504/FAIRsharing.mn5m1p","Pseudomonas Genome DB","http://www.pseudomonas.com/","Life Science","Life Science"
"10.25504/FAIRsharing.65dmtr","EcoCyc E. coli Database","https://ecocyc.org/","Biology",NA
"10.25504/FAIRsharing.ty3dqs","Protein ANalysis THrough Evolutionary Relationships: Classification of Genes and Proteins","http://www.pantherdb.org","Life Science","Life Science"
"10.25504/FAIRsharing.x93ckv","Stanford Microarray Database","http://smd.princeton.edu/","Life Science","Life Science"
"10.25504/FAIRsharing.t7yckc","Pharmacogenomics Knowledge Base","https://www.pharmgkb.org/","c(""Life Science"", ""Biomedical Science"")","Life Science"
"10.25504/FAIRsharing.63m4ss","HAMAP database of microbial protein families","https://hamap.expasy.org/","Life Science","Life Science"
"10.25504/FAIRsharing.ntv8pe","Chemical Effects in Biological Systems","https://cebs.niehs.nih.gov/cebs/","c(""Genetics"", ""Proteomics"", ""Biomedical Science"", ""Preclinical Studies"")",NA
"10.25504/FAIRsharing.pdx9yt","Aspergillus Genomes","http://www.aspergillus-genomes.org.uk/","Life Science","Life Science"
"10.25504/FAIRsharing.t31wcb","Interaction Reference Index Web Interface","http://wodaklab.org/iRefWeb/","Life Science","Life Science"
"10.25504/FAIRsharing.zcn4w4","TreeBase","https://www.treebase.org","c(""Phylogenetics"", ""Phylogenomics"")",NA
"10.25504/FAIRsharing.da6cny","ExplorEnz","http://www.enzyme-database.org","Life Science","Life Science"
"10.25504/FAIRsharing.9s300d","Type 1 Diabetes Database","http://t1dbase.org/","c(""Genetics"", ""Biomedical Science"")",NA
"10.25504/FAIRsharing.hcr23j","Biospecimens/Biorepositories: Rare Disease Hub","http://biospecimens.ordr.info.nih.gov/default.aspx","Life Science","Life Science"
"10.25504/FAIRsharing.6bd5k6","Orphanet","http://www.orpha.net/consor/cgi-bin/index.php?lng=EN","c(""Life Science"", ""Ontology and Terminology"")","Life Science"
"10.25504/FAIRsharing.33yggg","PAZAR","http://www.pazar.info/","Life Science","Life Science"
"10.25504/FAIRsharing.qe8tz8","HOGENOM","http://hogenom.univ-lyon1.fr/","c(""Phylogeny"", ""Phylogenetics"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.dg1f0e","Homologous Vertebrate Genes Database","http://pbil.univ-lyon1.fr/databases/hovergen.html","Life Science","Life Science"
"10.25504/FAIRsharing.bdv7z3","PRofils pour l'Identification Automatique du Metabolisme","http://priam.prabi.fr/","Life Science","Life Science"
"10.25504/FAIRsharing.c54ywe","ArachnoServer: Spider toxin database","http://www.arachnoserver.org","Life Science","Life Science"
"10.25504/FAIRsharing.h2wrt2","Japan Collection of Microorganisms","http://www.jcm.riken.go.jp/","Life Science","Life Science"
"10.25504/FAIRsharing.52qw6p","Description of Plant Viruses","http://www.dpvweb.net","Life Science","Life Science"
"10.25504/FAIRsharing.f63h4k","NARCIS","http://www.narcis.nl/?Language=en","Subject Agnostic",NA
"10.25504/FAIRsharing.96f3gm","ChemSpider","http://www.chemspider.com/","c(""Chemistry"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.2ma4gq","Ligand Expo","http://ligand-depot.rutgers.edu/","Life Science","Life Science"
"10.25504/FAIRsharing.2p1gn5","TargetTrack","http://sbkb.org/tt/","Life Science","Life Science"
"10.25504/FAIRsharing.zf8s5t","The Signaling Gateway","http://www.signaling-gateway.org","Cell Biology",NA
"10.25504/FAIRsharing.kz6vpp","Domain mapping of disease mutations","http://bioinf.umbc.edu/dmdm/","Life Science","Life Science"
"10.25504/FAIRsharing.vxz9pn","SWISS-MODEL Repository of 3D protein structure models","https://swissmodel.expasy.org/repository/","c(""Proteomics"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.1m6pt7","UniPathway","http://www.grenoble.prabi.fr/obiwarehouse/unipathway","c(""Life Science"", ""Ontology and Terminology"")","Life Science"
"10.25504/FAIRsharing.we178a","World-2DPAGE Repository","https://world-2dpage.expasy.org/repository/","c(""Proteomics"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.scsnja","Signaling Pathway Integrated Knowledge Engine","http://www.cs.tau.ac.il/~spike/","c(""Functional Genomics"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.jrfd8y","The Cancer Imaging Archive","http://cancerimagingarchive.net/","c(""Oncology"", ""Artificial Intelligence"", ""Radiology"", ""Biomedical Science"", ""Digital Image Processing"")",NA
"10.25504/FAIRsharing.zmhqcq","European Mouse Mutant Cell Repository","https://www.eummcr.org/","c(""Biomedical Science"", ""Biology"")",NA
"10.25504/FAIRsharing.5701h1","JAX Mice Database","http://jaxmice.jax.org/","Life Science","Life Science"
"10.25504/FAIRsharing.bh0k78","Nucleic Acid Database","http://ndbserver.rutgers.edu/","c(""Genomics"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.fmc0g0","CSIRO Data Access Portal","https://data.csiro.au/collections","c(""Humanities"", ""Social Science"", ""Medicine"", ""Chemistry"", ""Astrophysics and Astronomy"", ""Natural Science"", ""Life Science"", ""Social and Behavioural Science"", ""Biomedical Science"", ""Physics"")","Life Science"
"10.25504/FAIRsharing.pn7yxf","Swedish National Data Service","https://snd.gu.se/en","c(""Humanities"", ""Social Science"", ""Health Science"", ""Life Science"", ""Social and Behavioural Science"", ""Biomedical Science"")","Life Science"
"10.25504/FAIRsharing.hfm1sk","National Archive of Data on Arts and Culture","http://www.icpsr.umich.edu/NADAC/","c(""Economics"", ""Culture"", ""Humanities"", ""Social Science"", ""Art History"", ""Art"", ""Fine Arts"")",NA
"10.25504/FAIRsharing.1sfhp3","Donders Repository","http://data.donders.ru.nl","c(""Neurophysiology"", ""Computational Neuroscience"", ""Life Science"", ""Social and Behavioural Science"")","Life Science"
"10.25504/FAIRsharing.pjj4gd","Biological and Chemical Oceanography Data Management Office","https://www.bco-dmo.org/","c(""Geography"", ""Limnology"", ""Biochemistry"", ""Genomics"", ""Proteomics"", ""Ecology"", ""Biodiversity"", ""Atmospheric Science"", ""Life Science"", ""Microbiology"", ""Oceanography"", ""Biology"")","Life Science"
"10.25504/FAIRsharing.jnzrt","Project Tycho: Data for Health","http://www.tycho.pitt.edu","c(""Medicine"", ""Health Science"", ""Global Health"", ""Biomedical Science"", ""Epidemiology"")",NA
"10.25504/FAIRsharing.nwz68","VDJdb: a curated database of T-cell receptors with known antigen specificity","https://vdjdb.cdr3.net","c(""Medicine"", ""Bioinformatics"", ""Immunogenetics"", ""Health Science"", ""Biomedical Science"")",NA
"10.25504/FAIRsharing.sym4ne","The Encyclopedia of Proteome Dynamics","https://peptracker.com/epd","c(""Proteomics"", ""Life Science"", ""Data Visualization"")","Life Science"
"10.25504/FAIRsharing.7zfq1a","FlavorDB","http://cosylab.iiitd.edu.in/flavordb","c(""Cheminformatics"", ""Biochemistry"", ""Bioinformatics"", ""Computational Biology"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.6y9h91","ProteomicsDB","https://www.proteomicsdb.org/","c(""Proteomics"", ""Life Science"", ""Transcriptomics"")","Life Science"
"10.25504/FAIRsharing.re1278","Omics Discovery Index","http://www.omicsdi.org/home","c(""Data Integration"", ""Genomics"", ""Proteomics"", ""Life Science"", ""Metabolomics"", ""Transcriptomics"")","Life Science"
"10.25504/FAIRsharing.bwswdf","Mutual Folding Induced by Binding Database","http://mfib.enzim.ttk.mta.hu","Life Science","Life Science"
"10.25504/FAIRsharing.dh32pc","Target Pathogen","http://target.sbg.qb.fcen.uba.ar/patho/","c(""Drug Discovery"", ""Life Science"")","Life Science"
"10.25504/FAIRsharing.9997ek","The MGA Data Repository","https://ccg.epfl.ch/mga/","character(0)",NA
"10.25504/FAIRsharing.rt4gyp","Disordered Binding Sites Database","http://dibs.enzim.ttk.mta.hu","Life Science","Life Science"
"10.25504/FAIRsharing.d3bm3v","Database of fuzzy protein complexes","http://protdyn-database.org/","Life Science","Life Science"
"10.25504/FAIRsharing.k0kcjw","Planteome","http://www.planteome.org","c(""Botany"", ""Life Science"", ""Plant Anatomy"", ""Ontology and Terminology"")","Life Science"
"10.25504/FAIRsharing.6ba5fw","Alliance of Genome Resources","https://www.alliancegenome.org","Genomics",NA
"10.25504/FAIRsharing.agwgmc","CloudFlame","https://cloudflame.kaust.edu.sa","Chemistry",NA
"10.25504/FAIRsharing.nzdq0f","VDJServer","https://vdjserver.org","Immunogenetics",NA
"10.25504/FAIRsharing.8nq9t6","The Network Data Exchange","https://www.ndexbio.org","c(""Life Science"", ""Microbiology"", ""Epidemiology"")","Life Science"
"10.25504/FAIRsharing.d33rx4","ChannelsDB","https://ncbr.muni.cz/ChannelsDB/","Life Science","Life Science"
"10.25504/FAIRsharing.y9x8wk","Natural Product-Drug Interaction Research Data Repository","https://repo.napdi.org/","c(""Pharmacology"", ""Biomedical Science"")",NA
"10.25504/FAIRsharing.r3fzzc","Woods Hole Open Access Server","https://darchive.mblwhoilibrary.org/","c(""Hydrogeology"", ""Geology"", ""Life Science"", ""Oceanography"")","Life Science"
"10.25504/FAIRsharing.b952rv","NASA/IPAC Extragalactic Database","https://ned.ipac.caltech.edu/","Astrophysics and Astronomy",NA
"10.25504/FAIRsharing.z4xpxx","AgroPortal","http://agroportal.lirmm.fr","c(""Farming Systems Research"", ""Botany"", ""Fisheries Science"", ""Plant Breeding"", ""Agricultural Law"", ""Health Science"", ""Animal Husbandry"", ""Food Security"", ""Entomology"", ""Agricultural Engineering"", ""Rural and Agricultural Sociology"", ""Ecology"", ""Aquaculture"", ""Biodiversity"", ""Agriculture"", ""Nutritional Science"", ""Plant Anatomy"", ""Plant Cell Biology"", ""Physics"", ""Pathology"")",NA
"10.25504/FAIRsharing.f7p410","RunMyCode","http://www.runmycode.org/","Subject Agnostic",NA
"10.25504/FAIRsharing.kwzydf","Scholars Portal Dataverse","https://dataverse.scholarsportal.info/","c(""Data Management"", ""Subject Agnostic"")",NA
"10.25504/FAIRsharing.hren8w","American Society of Testing and Materials - Standards Repository","https://www.astm.org/Standard/standards-and-publications.html","c(""Engineering Science"", ""Data Governance"", ""Materials Science"")",NA
"10.25504/FAIRsharing.j3y6a0","Patient-Derived tumor Xenograft Finder","http://www.pdxfinder.org","c(""Genetics"", ""Translational Medicine"", ""Preclinical Studies"")",NA
"10.25504/FAIRsharing.khqejc","ThermoML Archive","https://www.nist.gov/mml/acmd/trc/thermoml/thermoml-archive","c(""Thermodynamics"", ""Chemistry"", ""Chemical Engineering"")",NA
"10.25504/FAIRsharing.wb0txg","Astrophysics Source Code Library","http://ascl.net/","Astrophysics and Astronomy",NA
"10.25504/FAIRsharing.2dam97","Institut Laue-Langevin Data Portal","https://www.ill.eu/users/user-guide/after-your-experiment/data-management#c8867","c(""Materials Science"", ""Physics"")",NA
"10.25504/FAIRsharing.thskvr","Code Ocean","https://codeocean.com","character(0)",NA
"10.25504/FAIRsharing.qtm44s","UK Data Archive","http://www.data-archive.ac.uk","c(""Economics"", ""Humanities"", ""Social Science"")",NA
"10.25504/FAIRsharing.brrt0b","Datasets2Tools","http://amp.pharm.mssm.edu/datasets2tools/","Bioinformatics",NA
"10.25504/FAIRsharing.8gzcwa","UniCarb-DB","http://www.unicarb-db.org","c(""Health Science"", ""Glycomics"", ""Biomedical Science"")",NA
"10.25504/FAIRsharing.4vsxkr","Climate Data Guide","https://climatedataguide.ucar.edu","c(""Earth Science"", ""Atmospheric Science"")",NA
"10.25504/FAIRsharing.kqbg3s","Integrated Resource for Reproducibility in Macromolecular Crystallography","https://proteindiffraction.org","Life Science","Life Science"
"10.25504/FAIRsharing.v1knrj","Dash","https://dash.ucop.edu","Subject Agnostic",NA
"10.25504/FAIRsharing.x68mjp","Publications at Bielefeld University","https://pub.uni-bielefeld.de/","c(""Data Management"", ""Subject Agnostic"")",NA
"10.25504/FAIRsharing.wqsxtg","Texas Data Repository","https://dataverse.tdl.org","c(""Data Management"", ""Subject Agnostic"")",NA
"10.25504/FAIRsharing.58wjha","da|ra","https://www.da-ra.de/en/home/","c(""Economics"", ""Social Science"")",NA
"10.25504/FAIRsharing.denvnv","DataverseNL","https://dataverse.nl/","c(""Environmental Science"", ""Data Management"", ""Humanities and Social Science"", ""Earth Science"", ""Life Science"", ""Subject Agnostic"")","Life Science"
"10.25504/FAIRsharing.at6rsf","Image Attribution Framework Development Repository","http://iaf.virtualbrain.org/","Life Science","Life Science"
"10.25504/FAIRsharing.4e2z82","JRC Data Catalogue","http://data.jrc.ec.europa.eu/","c(""Economics"", ""Engineering Science"", ""Social Science"", ""Natural Science"", ""Life Science"", ""Social and Behavioural Science"")","Life Science"
"10.25504/FAIRsharing.pn372d","FlyGlycoDB","http://fly.glycoinfo.org/","c(""Life Science"", ""Glycomics"")","Life Science"
"10.25504/FAIRsharing.vrs7vz","Turkish Journal of Veterinary Research","http://dergipark.gov.tr/tjvr","character(0)",NA
"10.25504/FAIRsharing.3wwc0m","Neotoma Paleoecology Database","https://www.neotomadb.org/","c(""Paleontology"", ""Geography"", ""Ecology"", ""Natural Science"", ""Earth Science"", ""Life Science"", ""Natural History"")","Life Science"
"10.25504/FAIRsharing.1v9vsL","i5k Workspace@NAL","https://i5k.nal.usda.gov/","c(""Genomics"", ""Life Science"", ""Biology"")","Life Science"
"10.25504/FAIRsharing.9btkvp","Online Resource for Community Annotation of Eukaryotes","http://bioinformatics.psb.ugent.be/orcae/","c(""Genomics"", ""Life Science"")","Life Science"
NA,"UCAR Digital Asset Services Hub","https://data.ucar.edu/","c(""Environmental Science"", ""Earth Science"", ""Atmospheric Science"")",NA
NA,"PDZscape","http://www.actrec.gov.in:8080/pdzscape/","Life Science","Life Science"
"10.25504/FAIRsharing.exc0vp","iDog","https://ngdc.cncb.ac.cn/idog/","c(""Genomics"", ""Comparative Genomics"")",NA
"10.25504/FAIRsharing.1v4zw7","OmicsDB","https://github.com/KeironO/omicsdb","Life Science","Life Science"
