"re3data_ID","type","certificate","repositoryURL","repositoryName","subject","providerType","dataLicenseName","databaseAccessType","dataAccessType","policyName","description"
"r3d100010243","disciplinary","","https://genome.ucsc.edu/","UCSC Genome Browser","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20105 General Genetics_AND_203 Zoology_AND_20306 Animal Genetics, Cell and Developmental Biology_AND_204 Microbiology, Virology and Immunology_AND_20401 Metabolism, Biochemistry and Genetics of Microorganisms_AND_205 Medicine_AND_20503 Human Genetics_AND_21 Biology_AND_22 Medicine","dataProvider","Copyrights_AND_other","open","open_AND_restricted","Browser Genome Release Agreement","It is an interactive website offering access to genome sequence data from a variety of vertebrate and invertebrate species and major model organisms, integrated with a large collection of aligned annotations. The Browser is a graphical viewer optimized to support fast interactive performance and is an open-source, web-based tool suite built on top of a MySQL database for rapid visualization, examination, and querying of the data at many levels."
"r3d100010245","disciplinary","","https://www.geonames.org/","GeoNames","3 Natural Sciences_AND_317 Geography_AND_34 Geosciences (including Geography)","dataProvider","CC","open","open_AND_restricted","Terms and Conditions","The GeoNames geographical database covers all countries and contains over eight million placenames that are available for download free of charge."
"r3d100010246","disciplinary","","","GEON","3 Natural Sciences_AND_34 Geosciences (including Geography)_AND_4 Engineering Sciences_AND_409 Computer Science_AND_40904 Artificial Intelligence, Image and Language Processing_AND_44 Computer Science, Electrical and System Engineering","dataProvider_AND_serviceProvider","Copyrights","open","open_AND_restricted","","-----<<<<<   The repository is no longer available. This record is out-dated.     >>>>>-----    GEON is an open collaborative project that is developing cyberinfrastructure for integration of 3 and 4 dimensional earth science data. GEON will develop services for data integration and model integration, and associated model execution and visualization. Mid-Atlantic test bed will focus on tectonothermal, paleogeographic, and biotic history from the late-Proterozoicto mid-Paleozoic. Rockies test bed will focus on integration of data with dynamic models, to better understand deformation history. GEON will develop the most comprehensive regional datasets in test bed areas."
"r3d100010247","institutional_AND_other","","https://gsapubs.figshare.com/","GSA Data Repository","3 Natural Sciences_AND_34 Geosciences (including Geography)","dataProvider_AND_serviceProvider","CC_AND_Copyrights","open","open","Bylaws_AND_GSA's Policies on Open Access_AND_Position Statements_AND_Science Policy","The GSA Data Repository is an open file in which authors of articles in our journals can place information that supplements and expands on their article. These supplements will not appear in print but may be obtained from GSA."
"r3d100010248","disciplinary","","http://www.germonline.org/index.html","GermOnline","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20105 General Genetics_AND_203 Zoology_AND_20306 Animal Genetics, Cell and Developmental Biology_AND_205 Medicine_AND_20503 Human Genetics_AND_21 Biology_AND_22 Medicine","dataProvider_AND_serviceProvider","CC","open","open","","GermOnline 4.0 is a cross-species database gateway focusing on high-throughput expression data relevant for germline development, the meiotic cell cycle and mitosis in healthy versus malignant cells. The portal provides access to the Saccharomyces Genomics Viewer (SGV) which facilitates online interpretation of complex data from experiments with high-density oligonucleotide tiling microarrays that cover the entire yeast genome."
"r3d100010252","disciplinary_AND_institutional","","http://ghdx.healthdata.org/","Global Health Data Exchange","1 Humanities and Social Sciences_AND_111 Social Sciences_AND_12 Social and Behavioural Sciences_AND_2 Life Sciences_AND_205 Medicine_AND_20501 Epidemiology, Medical Biometry, Medical Informatics_AND_20502 Public Health, Health Services Research, Social Medicine_AND_22 Medicine","dataProvider_AND_serviceProvider","ODC","open","embargoed_AND_open_AND_restricted","Privacy Policy_AND_Terms and conditions","The GHDx is our user-friendly and searchable data catalog for global health, demographic, and other health-related datasets. It provides detailed information about datasets ranging from censuses and surveys to health records and vital statistics, globally. It also serves as a platform for data owners to share their data with the public. The GDB Compare visualization, which allows the user to see rate of change in disease incidence, globally or by country, by age or across all ages, is especially powerful as a tool.  Be sure to try adding a bottom chart, like the map, to augment the treemap that loads by default in the top chart."
"r3d100010254","disciplinary","","https://www.ihfc-iugg.org/products/global-heat-flow-database","The Global Heat Flow Database of the International Heat Flow Commission","3 Natural Sciences_AND_314 Geology and Palaeontology_AND_315 Geophysics and Geodesy_AND_34 Geosciences (including Geography)","dataProvider","Copyrights","open","open","IHFC Statutes","The global data compilation consisting of ca. 60,000 data points may be downloaded in csv/xml format. This compilation does not contain the descriptive codes relating to metadata that were included in the previous compilations. Users are advised to consult the references and make their own interpretations as to the quality of the data."
"r3d100010255","disciplinary_AND_other","other","https://www.icpsr.umich.edu/web/pages/index.html","Inter-university Consortium for Political and Social Research","1 Humanities and Social Sciences_AND_109 Education Sciences_AND_110 Psychology_AND_111 Social Sciences_AND_11102 Empirical Social Research_AND_11104 Political Science_AND_112 Economics_AND_113 Jurisprudence_AND_11305 Criminology_AND_12 Social and Behavioural Sciences_AND_2 Life Sciences","dataProvider_AND_serviceProvider","other","open","closed_AND_open_AND_restricted","CoreTrustSealAssessment_AND_ICPSR Collection Development Policy_AND_Terms of use","ICPSR maintains a data archive of more than 250,000 files of research in the social and behavioral sciences. It hosts 21 specialized collections of data in education, aging, criminal justice, substance abuse, terrorism, and other fields.
ICPSR advances and expands social and behavioral research, acting as a global leader in data stewardship and providing rich data resources and responsive educational opportunities for present and future generations."
"r3d100010256","disciplinary","","http://www.icpsr.umich.edu/icpsrweb/content/DSDR/index.html","Data Sharing for Demographic Research","1 Humanities and Social Sciences_AND_111 Social Sciences_AND_11102 Empirical Social Research_AND_112 Economics_AND_11202 Economic and Social Policy_AND_12 Social and Behavioural Sciences_AND_2 Life Sciences_AND_205 Medicine_AND_20501 Epidemiology, Medical Biometry, Medical Informatics_AND_20502 Public Health, Health Services Research, Social Medicine_AND_22 Medicine","dataProvider","Copyrights_AND_other","open","restricted","Guide to social science data preparation and archiving_AND_Terms of Use_AND_digital preservation policies and planning at ICPRS","Data Sharing for Demographic Research (DSDR) aims to serve the demographic community by archiving, preserving, and and disseminating data relevant for population studies"
"r3d100010257","disciplinary_AND_other","","http://www.icpsr.umich.edu/icpsrweb/content/HMCA/index.html","Health and Medical Care Archive","1 Humanities and Social Sciences_AND_111 Social Sciences_AND_12 Social and Behavioural Sciences_AND_2 Life Sciences_AND_205 Medicine_AND_20501 Epidemiology, Medical Biometry, Medical Informatics_AND_20502 Public Health, Health Services Research, Social Medicine_AND_22 Medicine","dataProvider","other","open","open_AND_restricted","Guide to social science data preparation and archiving_AND_digital preservation policies and planning at ICPRS","The Health and Medical Care Archive (HMCA) is the data archive of the Robert Wood Johnson Foundation (RWJF), the largest philanthropy devoted exclusively to health and health care in the United States. Operated by the Inter-university Consortium for Political and Social Research (ICPSR) at the University of Michigan, HMCA preserves and disseminates data collected by selected research projects funded by the Foundation and facilitates secondary analyses of the data. Our goal is to increase understanding of health and health care in the United States through secondary analysis of RWJF-supported data collections"
"r3d100010259","disciplinary","","http://www.icpsr.umich.edu/icpsrweb/NACDA/","National Archive of Computerized Data on Aging","1 Humanities and Social Sciences_AND_111 Social Sciences_AND_11102 Empirical Social Research_AND_112 Economics_AND_11202 Economic and Social Policy_AND_12 Social and Behavioural Sciences_AND_2 Life Sciences_AND_205 Medicine_AND_20502 Public Health, Health Services Research, Social Medicine_AND_22 Medicine","dataProvider","Copyrights_AND_other","open","closed_AND_open_AND_restricted","Terms of Use","NACDA acquires and preserves data relevant to gerontological research, processing as needed to promote effective research use, disseminates them to researchers, and facilitates their use. By preserving and making available the largest library of electronic data on aging in the United States, NACDA offers opportunities for secondary analysis on major issues of scientific and policy relevance"
"r3d100010261","disciplinary","","http://www.icpsr.umich.edu/icpsrweb/NAHDAP/","National Addiction & HIV Data Archive Program","1 Humanities and Social Sciences_AND_111 Social Sciences_AND_11102 Empirical Social Research_AND_112 Economics_AND_11202 Economic and Social Policy_AND_12 Social and Behavioural Sciences_AND_2 Life Sciences_AND_205 Medicine_AND_20501 Epidemiology, Medical Biometry, Medical Informatics_AND_20502 Public Health, Health Services Research, Social Medicine_AND_22 Medicine","dataProvider","Copyrights_AND_other","open","closed_AND_open_AND_restricted","Terms of Use","NAHDAP acquires, preserves and disseminates data relevant to drug addiction and HIV research. By preserving and making available an easily accessible library of electronic data on drug addiction and HIV infection in the United States, NAHDAP offers scholars the opportunity to conduct secondary analysis on major issues of social and behavioral sciences and public policy"
"r3d100010262","disciplinary","","http://www.icpsr.umich.edu/icpsrweb/RCMD/","Resource Center for Minority Data","1 Humanities and Social Sciences_AND_109 Education Sciences_AND_10903 Research on Socialization and Educational Institutions and Professions_AND_111 Social Sciences_AND_11102 Empirical Social Research_AND_12 Social and Behavioural Sciences_AND_3 Natural Sciences_AND_317 Geography_AND_34 Geosciences (including Geography)","dataProvider","Copyrights_AND_other","open","closed_AND_embargoed_AND_restricted","Terms of Use","The changing demographic composition has expanded the scope of the U.S. racial and ethnic mosaic. As a result, interest and research on race and ethnicity has become more complex and expansive. RCMD seeks to assist in the public dissemination and preservation of quality data to generate more ""good science"" for years to come. Finally, RCMD wants to be part of an interactive community of persons interested and be involved in minority related issues/investigations in order to make possible the broadest scope of research endeavors and examinations."
"r3d100010263","disciplinary","","https://www.datafiles.samhsa.gov/","Substance Abuse and Mental Health Data Archive","1 Humanities and Social Sciences_AND_2 Life Sciences_AND_205 Medicine_AND_20502 Public Health, Health Services Research, Social Medicine_AND_206 Neurosciences_AND_20604 Systemic Neuroscience, Computational Neuroscience, Behaviour_AND_22 Medicine","dataProvider","other","open","open_AND_restricted","Certificate of Confidentiality_AND_Statement of commitment_AND_Terms of Use","The Substance Abuse and Mental Health Data Archive (SAMHDA) is an initiative funded under contract HHSS283201500001C with the Center for Behavioral Health Statistics and Quality (CBHSQ), Substance Abuse and Mental Health Services Administration (SAMHSA), U.S. Department of Health and Human Services (HHS). CBHSQ has primary responsibility for the collection, analysis, and dissemination of SAMHSA's behavioral health data. Public use files and restricted use files are provided.
CBHSQ promotes the access and use of the nation's substance abuse and mental health data through SAMHDA. SAMHDA provides public-use data files, file documentation, and access to restricted-use data files to support a better understanding of this critical area of public health."
"r3d100010266","disciplinary","","http://www.informatics.jax.org/","Mouse Genome Informatics","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_203 Zoology_AND_20306 Animal Genetics, Cell and Developmental Biology_AND_204 Microbiology, Virology and Immunology_AND_20401 Metabolism, Biochemistry and Genetics of Microorganisms_AND_205 Medicine_AND_206 Neurosciences_AND_21 Biology_AND_22 Medicine","dataProvider_AND_serviceProvider","Copyrights","open","open","Terms of Use","MGI is the international database resource for the laboratory mouse, providing integrated genetic, genomic, and biological data to facilitate the study of human health and disease. The projects contributing to this resource are: Mouse Genome Database (MGD) Project, Gene Expression Database (GXD) Project, Mouse Tumor Biology (MTB) Database Project, Gene Ontology (GO) Project at MGI, MouseMine Project, MouseCyc Project at MGI"
"r3d100010267","disciplinary_AND_other","","http://www.iodp.org/","International Ocean Discovery Program","3 Natural Sciences_AND_313 Atmospheric Science and Oceanography_AND_31302 Oceanography_AND_314 Geology and Palaeontology_AND_315 Geophysics and Geodesy_AND_316 Geochemistry, Mineralogy and Crystallography_AND_34 Geosciences (including Geography)","dataProvider_AND_serviceProvider","Copyrights","open","open_AND_restricted","IODP-wide policies /procedures /  guidelines_AND_ODP Sample Distribution, Data Distribution, and Publications Policy_AND_Principles of scientific investigation","The International Ocean Discovery Program (IODP) is an international marine research collaboration that explores Earth's history and dynamics using ocean-going research platforms to recover data recorded in seafloor sediments and rocks and to monitor subseafloor environments. IODP depends on facilities funded by three platform providers with financial contributions from five additional partner agencies. Together, these entities represent 26 nations whose scientists are selected to staff IODP research expeditions conducted throughout the world's oceans.
IODP expeditions are developed from hypothesis-driven science proposals aligned with the program's science plan Illuminating Earth's Past, Present, and Future. The science plan identifies 14 challenge questions in the four areas of climate change, deep life, planetary dynamics, and geohazards. Until 2013 under the name: International Ocean Drilling Program."
"r3d100010268","disciplinary_AND_institutional","other","https://www.iris.edu/hq/","Incorporated Research Institutions for Seismology","3 Natural Sciences_AND_313 Atmospheric Science and Oceanography_AND_315 Geophysics and Geodesy_AND_31501 Geophysics_AND_34 Geosciences (including Geography)","dataProvider_AND_serviceProvider","CC_AND_CC0","open","open_AND_restricted","CoreTrustSeal asessment IRIS_AND_Expectations regarding real time data_AND_Guidelines for Preparing Data Management Plans_AND_Release of Restricted Data","IRIS offers free and open access to a comprehensive data store of raw geophysical time-series data collected from a large variety of sensors, courtesy of a vast array of US and International scientific networks, including seismometers (permanent and temporary), tilt and strain meters, infrasound, temperature, atmospheric pressure and gravimeters, to support basic research aimed at imaging the Earth's interior."
"r3d100010269","disciplinary","","http://www.jcvi.org/cms/home/","J. Craig Venter Institute","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20105 General Genetics_AND_20107 Bioinformatics and Theoretical Biology_AND_202 Plant Sciences_AND_20207 Plant Genetics_AND_21 Biology","dataProvider","Copyrights","open","closed_AND_open_AND_restricted","JCVI Policy","JCVI is a world leader in genomic research."
"r3d100010272","disciplinary","","https://portal.edirepository.org/nis/home.jsp","Environmental Data Initiative Repository","2 Life Sciences_AND_202 Plant Sciences_AND_20202 Plant Ecology and Ecosystem Analysis_AND_203 Zoology_AND_20303 Animal Ecology, Biodiversity and Ecosystem Research_AND_204 Microbiology, Virology and Immunology_AND_20402 Microbial Ecology and Applied Microbiology_AND_207 Agriculture, Forestry, Horticulture and Veterinary Medicine_AND_20701 Soil Sciences_AND_20704 Ecology of Agricultural Landscapes_AND_20710 Basic Forest Research_AND_21 Biology_AND_22 Medicine_AND_23 Agriculture, Forestry, Horticulture and Veterinary Medicine_AND_3 Natural Sciences_AND_302 Chemical Solid State and Surface Research_AND_30203 Theory and Modelling_AND_31 Chemistry_AND_313 Atmospheric Science and Oceanography_AND_31301 Atmospheric Science_AND_318 Water Research_AND_34 Geosciences (including Geography)","dataProvider_AND_serviceProvider","CC_AND_CC0","open","open_AND_restricted","EDI Data Policy","The Environmental Data Initiative Repository  concentrates on studies of ecological processes that play out at time scales spanning decades to centuries including those of  the NSF Long Term Ecological Research (LTER) program, the NSF Macrosystems Biology Program, the NSF Long Term Research in Environmental Biology (LTREB) program, the Organization of Biological Field Stations, and others. The repository hosts data that provide a context to evaluate the nature and pace of ecological change, to interpret its effects, and to forecast the range of future biological responses to change."
"r3d100010273","disciplinary_AND_institutional","","http://www.marine-geo.org/library/","Marine Geoscience Data System","3 Natural Sciences_AND_313 Atmospheric Science and Oceanography_AND_31302 Oceanography_AND_314 Geology and Palaeontology_AND_31401 Geology and Palaeontology_AND_315 Geophysics and Geodesy_AND_31501 Geophysics_AND_31502 Geodesy, Photogrammetry, Remote Sensing, Geoinformatics, Cartogaphy_AND_34 Geosciences (including Geography)","dataProvider_AND_serviceProvider","CC_AND_other","open","open_AND_restricted","Terms of use","The Marine Geoscience Data System (MGDS) is a trusted data repository that provides free public access to a curated collection of marine geophysical data products and complementary data related to understanding the formation and evolution of the seafloor and sub-seafloor. Developed and operated by domain scientists and technical specialists with deep knowledge about the creation, analysis and scientific interpretation of marine geoscience data, the system makes available a digital library of data files described by a rich curated metadata catalog. MGDS provides tools and services for the discovery and download of data collected throughout the global oceans. Primary data types are geophysical field data including active source seismic data, potential field, bathymetry, sidescan sonar, near-bottom imagery, other seafloor senor data as well as a diverse array of processed data and interpreted data products (e.g. seismic interpretations, microseismicity catalogs, geologic maps  and interpretations, photomosaics and visualizations). Our data resources support scientists working broadly on solid earth science problems ranging from mid-ocean ridge, subduction zone and hotspot processes, to geohazards, continental margin evolution, sediment transport at glaciated and unglaciated margins."
"r3d100010274","disciplinary","","http://www.med.harvard.edu/AANLIB/","The whole brain Atlas","2 Life Sciences_AND_205 Medicine_AND_20532 Biomedical Technology and Medical Physics_AND_206 Neurosciences_AND_20606 Cognitive Neuroscience and Neuroimaging_AND_22 Medicine","dataProvider","Copyrights","open","open","The Whole Brain Atlas Help Pages","This is an information resource for central nervous system imaging which integrates clinical information with magnetic resonance (MR), x-ray computed tomography (CT), and nuclear medicine images."
"r3d100010275","disciplinary_AND_institutional","","http://www.meds-sdmm.dfo-mpo.gc.ca/isdm-gdsi/index-eng.html","Marine Environmental Data Section","2 Life Sciences_AND_203 Zoology_AND_20303 Animal Ecology, Biodiversity and Ecosystem Research_AND_21 Biology_AND_3 Natural Sciences_AND_313 Atmospheric Science and Oceanography_AND_31302 Oceanography_AND_315 Geophysics and Geodesy_AND_31501 Geophysics_AND_34 Geosciences (including Geography)","serviceProvider","Copyrights_AND_other","open","embargoed_AND_open_AND_restricted","Policies and Guidelines_AND_Policy for scientific data_AND_Terms and Conditions","As the national oceanographic data centre for Canada, MEDS maintains centralized repositories of some oceanographic data types collected in Canada, and coordinates data exchanges between DFO and recognized intergovernmental organizations, as well as acts as a central point for oceanographic data requests. Real-time, near real-time (for operational oceanography) or historical data are made available as appropriate."
"r3d100010276","disciplinary","","http://www.mmmp.org/MMMP/import.mmmp?page=aims_org.mmmp","Melanoma Molecular Map Project","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_204 Microbiology, Virology and Immunology_AND_205 Medicine_AND_20503 Human Genetics_AND_20519 Dermatology_AND_20530 Radiology and Nuclear Medicine_AND_20532 Biomedical Technology and Medical Physics_AND_21 Biology_AND_22 Medicine","dataProvider","Copyrights","open","closed_AND_open","TTD User Guide","The Melanoma Molecular Map Project (MMMP) is an open access, interactive web-based multidatabase dedicated to the research on melanoma biology and therapy. The aim of this non-profit project is to create an organized and continuously updated databank collecting the huge and ever growing amount of scientific knowledge on melanoma currently scattered in thousands of articles published in hundreds of Journals."
"r3d100010278","disciplinary","","https://www.mpe.mpg.de/ROSAT","The ROSAT Mission","3 Natural Sciences_AND_311 Astrophysics and Astronomy_AND_31101 Astrophysics and Astronomy_AND_313 Atmospheric Science and Oceanography_AND_32 Physics_AND_34 Geosciences (including Geography)","dataProvider","Copyrights","open","open","Data Protection Information","On June 1, 1990 the German X-ray observatory ROSAT started its mission to open a new era in X-ray astronomy. Doubtless, this is the most ambitious project realized up to now in the short history of this young astronomical discipline. Equipped with the largest imaging X-ray telescope ever inserted into an earth orbit ROSAT has provided a tremendous amount of new scientific data and insights."
"r3d100010279","disciplinary","","https://www.msu.edu/~brains/","Brain Biodiversity Bank","2 Life Sciences_AND_203 Zoology_AND_205 Medicine_AND_20506 Pathology and Forensic Medicine_AND_206 Neurosciences_AND_20606 Cognitive Neuroscience and Neuroimaging_AND_21 Biology_AND_22 Medicine","dataProvider_AND_serviceProvider","Copyrights","open","open_AND_restricted","Research collections access policy","The Brain Biodiversity Bank refers to the repository of images of and information about brain specimens contained in the collections associated with the National Museum of Health and Medicine at the Armed Forces Institute of Pathology in Washington, DC. These collections include, besides the Michigan State University Collection, the Welker Collection from the University of Wisconsin, the Yakovlev-Haleem Collection from Harvard University, the Meyer Collection from the Johns Hopkins University, and the Huber-Crosby and Crosby-Lauer Collections from the University of Michigan and the C.U. Ariëns Kappers brain collection from Amsterdam Netherlands.Introducing online atlases of the brains of humans, sheep, dolphins, and other animals. A world resource for illustrations of whole brains and stained sections from a great variety of mammals"
"r3d100010281","disciplinary_AND_other","","https://www.natureserve.org/","NatureServe","2 Life Sciences_AND_202 Plant Sciences_AND_20202 Plant Ecology and Ecosystem Analysis_AND_203 Zoology_AND_20303 Animal Ecology, Biodiversity and Ecosystem Research_AND_21 Biology","dataProvider","Copyrights","open","open_AND_restricted","Terms and Conditions_AND_Use guidelines and citation","NatureServe and its network of member programs are a leading source for reliable scientific information about species and ecosystems of the Western Hemisphere. This site serves as a portal for accessing several types of publicly available biodiversity data. The Explorer lists 70,000 plants, animals, and ecological communities of the United States and Canada"
"r3d100010282","disciplinary_AND_other","","http://www.ncbi.nlm.nih.gov/","NCBI","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20105 General Genetics_AND_20107 Bioinformatics and Theoretical Biology_AND_205 Medicine_AND_20503 Human Genetics_AND_21 Biology_AND_22 Medicine_AND_3 Natural Sciences_AND_305 Biological Chemistry and Food Chemistry_AND_30501 Biological and Biomimetic Chemistry_AND_31 Chemistry","dataProvider_AND_serviceProvider","Copyrights","open","open_AND_restricted","NIH Public Access Policy Details_AND_Privacy policy","The National Center for Biotechnology Information advances science and health by providing access to biomedical and genomic information"
"r3d100010283","disciplinary","","http://www.ncbi.nlm.nih.gov/geo/","Gene Expression Omnibus","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20105 General Genetics_AND_21 Biology","serviceProvider","Copyrights","open","open_AND_restricted","GEO and MIAME_AND_Guidelines for reviewers and journal editors_AND_Submitting data","Gene Expression Omnibus: a public functional genomics data repository supporting MIAME-compliant data submissions. Array- and sequence-based data are accepted. Tools are provided to help users query and download experiments and curated gene expression profiles."
"r3d100010284","disciplinary","","http://www.ncbi.nlm.nih.gov/peptidome/","Peptidome","2 Life Sciences_AND_205 Medicine_AND_21 Biology_AND_22 Medicine","dataProvider","Copyrights","open","open","Privacy Policy","Peptidome was a public repository that archived tandem mass spectrometry peptide and protein identification data generated by the scientific community. This repository is now offline and is in archival mode. All data may be obtained from the Peptidome FTP site. Due to budgetary constraints NCBI has discontinued the Peptidome Repository.  All existing data and metadata files will continue to be made available from our ftp server a ftp://ftp.ncbi.nih.gov/pub/peptidome/ indefinitely. Those files are named according to their Peptidome accession number, allowing cited data to be identified and downloaded. All of the Peptidome studies have been made publicly available at the PRoteomics IDEntifications (PRIDE) database. A map of Peptidome to Pride accessions may be found at ftp://ftp.ncbi.nih.gov/pub/peptidome/peptidome-pride_map.txt.

If you have any specific questions, please feel free to contact us at info@ncbi.nlm.nih.gov."
"r3d100010285","disciplinary","","http://www.ncbi.nlm.nih.gov/refseq/","NCBI Reference Sequence Database","2 Life Sciences_AND_204 Microbiology, Virology and Immunology_AND_205 Medicine_AND_20503 Human Genetics_AND_21 Biology_AND_22 Medicine","dataProvider","Copyrights","open","open","NLM Privacy Policy","The Reference Sequence (RefSeq) collection provides a comprehensive, integrated, non-redundant, well-annotated set of sequences, including genomic DNA, transcripts, and proteins. RefSeq sequences form a foundation for medical, functional, and diversity studies. They provide a stable reference for genome annotation, gene identification and characterization, mutation and polymorphism analysis (especially RefSeqGene records), expression studies, and comparative analyses."
"r3d100010286","disciplinary_AND_institutional","","http://www.ncdc.noaa.gov/","NOAA National Centers  for Environmental Information - formerly: National Climatic Data Center","3 Natural Sciences_AND_313 Atmospheric Science and Oceanography_AND_34 Geosciences (including Geography)","dataProvider_AND_serviceProvider","Public Domain","open","open_AND_restricted","NCEI Privacy Policy_AND_Protecting your privacy online","! The National Climatic Data Center has merged into the National Centers for Environmental Information (NCEI). NOAA's National Climatic Data Center (NCDC) is responsible for preserving, monitoring, assessing, and providing public access to the Nation's treasure of climate and historical weather data and information."
"r3d100010287","disciplinary","","http://www.nconemap.com/","NC OneMap","1 Humanities and Social Sciences_AND_111 Social Sciences_AND_12 Social and Behavioural Sciences_AND_3 Natural Sciences_AND_317 Geography_AND_34 Geosciences (including Geography)","serviceProvider","other","open","open","Privacy and Security Policy","NC OneMap is a public service providing comprehensive discovery and access to North Carolina's geospatial data resources. NC OneMap, the State's Clearinghouse for geospatial information, relies on data sharing and partnerships."
"r3d100010289","disciplinary","","http://www.neodc.rl.ac.uk","NERC Earth Observation Data Centre","3 Natural Sciences_AND_317 Geography_AND_34 Geosciences (including Geography)","dataProvider","other","open","restricted","Data rules and policies_AND_Terms & Condition","The NERC Earth Observation Data Centre (NEODC) is a Designated Data Centre of the Natural Environment Research Council (NERC) and as such it is tasked with the acquisition, archiving and provision of access to remotely sensed data of the surface of the Earth acquired by satellite and airborne sensors. The NEODC also acts as a source of information regarding Earth Observation data generally and its application to environmental research and survey with the provision of guidance and advice, as appropriate, on matters of copyright, policy and strategy with regard to specific NERC EO data resources."
"r3d100010290","disciplinary","","https://www.neonscience.org/","National Ecological Observatory Network","2 Life Sciences_AND_202 Plant Sciences_AND_20202 Plant Ecology and Ecosystem Analysis_AND_203 Zoology_AND_20303 Animal Ecology, Biodiversity and Ecosystem Research_AND_204 Microbiology, Virology and Immunology_AND_21 Biology_AND_22 Medicine_AND_3 Natural Sciences_AND_313 Atmospheric Science and Oceanography_AND_31301 Atmospheric Science_AND_318 Water Research_AND_31801 Hydrogeology, Hydrology, Limnology, Urban Water Management, Water Chemistry, Integrated Water Resources Management_AND_34 Geosciences (including Geography)","dataProvider_AND_serviceProvider","Copyrights","open","open_AND_restricted","NEON Data Policies_AND_NEON Terms of Use","The National Ecological Observatory Network (NEON) is a continental-scale observatory designed to gather and provide 30 years of ecological data on the impacts of climate change, land use change and invasive species on natural resources and biodiversity. NEON is a project of the National Science Foundation, with many other U.S. agencies and NGOs cooperating."
"r3d100010291","disciplinary_AND_institutional","","http://www.netlib.org/","The Netlib","3 Natural Sciences_AND_312 Mathematics_AND_33 Mathematics","dataProvider","Copyrights","open","open","","The Netlib repository contains freely available software, documents, and databases of interest to the numerical, scientific computing, and other communities."
"r3d100010292","disciplinary","WDS","https://www.ngdc.noaa.gov/mgg/mggd.html","NOAA National Centers for Environmental Information - formerly: National Geophysical Data Center","3 Natural Sciences_AND_313 Atmospheric Science and Oceanography_AND_31302 Oceanography_AND_315 Geophysics and Geodesy_AND_34 Geosciences (including Geography)","dataProvider","Copyrights_AND_Public Domain_AND_other","open","open_AND_restricted","Certification of WDS Members_AND_Privacy Policy | Disclaimer | Copyright","The NOAA National Centers for Environmental Information (formerly the National Geophysical Data Center) provide scientific stewardship, products and services for sea floor and lakebed data, including geophysics (gravity, magnetics, seismic reflection, bathymetry, water column sonar), and data derived from sediment and rock samples. 
NCEI compiles coastal and global digital elevation models, high-resolution models for tsunami inundation studies, provides stewardship for NOS data supporting charts and navigation, and is the US national long-term archive for MGG data"
"r3d100010293","disciplinary","","http://cidas.isee.nagoya-u.ac.jp/WDCCR/","World Data Center for Cosmic Rays","3 Natural Sciences_AND_309 Particles, Nuclei and Fields_AND_311 Astrophysics and Astronomy_AND_32 Physics","dataProvider","other","open","open","Readme","The database includes world-wide cosmic-ray neutron observations (pressure-corrected 1 hour counts) since 1953. The date are opened in two formats; one is 4096-byte ""longformat"" data and the other one is 80-byte ""cardformat"" data. Since the ""cardformat"" data are prepared only for quick check of data, the ""longformat"" data, which include information for data usage (constant, factors, etc), should be used for research works. PS files (compressed) of yearly plots are also available."
"r3d100010294","disciplinary_AND_institutional","WDS","http://wdc.nict.go.jp/wdc_e.html","WDC for Ionosphere and Space Weather","3 Natural Sciences_AND_311 Astrophysics and Astronomy_AND_32 Physics","dataProvider","other","open","open","Certification of WDS Members_AND_Data Request Policies and Procedures_AND_ICSU World Data System Constitution","National Institute of Information and Communications Technology (NICT) has taken charge of the WDC for Ionosphere. WDC for Ionosphere archives ionospheric data and metadata from approximately 250 stations across the globe."
"r3d100010295","disciplinary_AND_institutional","","http://solar.nro.nao.ac.jp/norp/","Nobeyama Radio Polarimeters","3 Natural Sciences_AND_311 Astrophysics and Astronomy_AND_32 Physics","dataProvider","Copyrights","open","open","Data Use Policy","Nobeyama Radio Polarimeters (NoRP) are observing the Sun with multiple frequencies in the microwave range. It is capable to obtain the total coming flux and the circular-polarization degree."
"r3d100010297","disciplinary","WDS","http://card.westgis.ac.cn/","Cold and Arid Regions Science Data Center at Lanzhou","3 Natural Sciences_AND_34 Geosciences (including Geography)","dataProvider","Copyrights_AND_other","open","closed_AND_open_AND_restricted","Summary of Data sharing work of WDC for glaciology and geocryology_AND_Terms_AND_Use & Copyrights","World Data System for Cold and Arid Regions(CARD) is a new scientific data sharing system which is established on the basis of the former World Data Center for Glaciology and Geocryology, Lanzhou and other data centers hosted by Cold and Arid Regions Environmental and Engineering Research Institute, Chinese Academy of Sciences. World Data System for Cold and Arid Regions is one of the constituents of World Data System. The data sharing system's main goals are to collect, manage and store the scientific data of Cold and Arid Regions area in China and provide the services for the scientific research of Cold and Arid Regions."
