"re3data_ID","type","certificate","repositoryURL","repositoryName","subject","providerType","dataLicenseName","databaseAccessType","dataAccessType","policyName","description"
"r3d100010880","disciplinary","","https://www.vectorbase.org/","VectorBase","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20105 General Genetics_AND_204 Microbiology, Virology and Immunology_AND_20403 Medical Microbiology, Molecular Infection Biology_AND_21 Biology_AND_22 Medicine","dataProvider","Public Domain_AND_other","open","embargoed_AND_open","Data submission and access_AND_NIAID/DMID Data Sharing and Release Guidelines_AND_NIH Sharing  Policies","VectorBase provides data on arthropod vectors of human pathogens. Sequence data, gene expression data, images, population data, and insecticide resistance data for arthropod vectors are available for download.  VectorBase also offers genome browser, gene expression and microarray repository,  and BLAST searches for all VectorBase genomes.  VectorBase Genomes include Aedes aegypti, Anopheles gambiae, Culex quinquefasciatus, Ixodes scapularis, Pediculus humanus, Rhodnius prolixus.  VectorBase is one the Bioinformatics Resource Centers (BRC) projects which is funded by National Institute of Allergy and Infectious Diseases (NAID)."
"r3d100010881","disciplinary_AND_institutional","","https://www.ncbi.nlm.nih.gov/gv/mhc/","NCBI dbMHC","2 Life Sciences_AND_204 Microbiology, Virology and Immunology_AND_20405 Immunology_AND_205 Medicine_AND_20502 Public Health, Health Services Research, Social Medicine_AND_20503 Human Genetics_AND_20514 Hematology, Oncology, Transfusion Medicine_AND_21 Biology_AND_22 Medicine","dataProvider","Copyrights_AND_Public Domain_AND_other","open","embargoed_AND_open","NIH Public Access Policy",">>>> !!! the repository is no longer available - Data previously on the site are now available at ftp://ftp.ncbi.nlm.nih.gov/pub/mhc/mhc/Final Archive.  !!!  <<< The dbMHC database provides an open, publicly accessible platform for DNA and clinical data related to the human Major Histocompatibility Complex (MHC). The dbMHC provides access to human leukocyte antigen (HLA) sequences, HLA allele and haplotype frequencies, and clinical datasets."
"r3d100010882","disciplinary","","http://www.emdataresource.org/","EMDataResource","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20107 Bioinformatics and Theoretical Biology_AND_204 Microbiology, Virology and Immunology_AND_205 Medicine_AND_20530 Radiology and Nuclear Medicine_AND_20532 Biomedical Technology and Medical Physics_AND_21 Biology_AND_22 Medicine_AND_3 Natural Sciences_AND_316 Geochemistry, Mineralogy and Crystallography_AND_34 Geosciences (including Geography)","dataProvider_AND_serviceProvider","Public Domain","open","embargoed_AND_open","","Cryo electron microscopy enables the determination of 3D structures of macromolecular complexes and cells from 2 to 100 Å resolution. EMDataResource is the unified global portal for one-stop deposition and retrieval of 3DEM density maps, atomic models and associated metadata, and is a joint effort among investigators of the Stanford/SLAC CryoEM Facility and the Research Collaboratory for Structural Bioinformatics (RCSB) at Rutgers, in collaboration with the EMDB team at the European Bioinformatics Institute. EMDataResource also serves as a resource for news, events, software tools, data standards, and validation methods for the 3DEM community.
The major goal of the EMDataResource project in the current funding period is to work with the 3DEM community to (1) establish data-validation methods that can be used in the process of structure determination, (2) define the key indicators of a well-determined structure that should accompany every deposition, and (3) implement appropriate validation procedures for maps and map-derived models into a 3DEM validation pipeline."
"r3d100010883","disciplinary_AND_institutional","","https://www.thegpm.org/index.html","The Global Proteome Machine","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20105 General Genetics_AND_20107 Bioinformatics and Theoretical Biology_AND_202 Plant Sciences_AND_20207 Plant Genetics_AND_203 Zoology_AND_20306 Animal Genetics, Cell and Developmental Biology_AND_205 Medicine_AND_20503 Human Genetics_AND_21 Biology_AND_22 Medicine","dataProvider_AND_serviceProvider","other","open","open","Privacy policy","The Global Proteome Machine (GPM) is a protein identification database. This data repository allows users to post and compare results. GPM's data is provided by contributors like The Informatics Factory, University of Michigan, and Pacific Northwestern National Laboratories. The GPM searchable databases are: GPMDB, pSYT, SNAP, MRM, PEPTIDE and HOT."
"r3d100010884","disciplinary","","https://seer.cancer.gov/","Surveillance Epidemiology and End Results","1 Humanities and Social Sciences_AND_112 Economics_AND_11202 Economic and Social Policy_AND_11205 Statistics and Econometrics_AND_12 Social and Behavioural Sciences_AND_2 Life Sciences_AND_205 Medicine_AND_20501 Epidemiology, Medical Biometry, Medical Informatics_AND_20502 Public Health, Health Services Research, Social Medicine_AND_20514 Hematology, Oncology, Transfusion Medicine_AND_22 Medicine","dataProvider","Copyrights_AND_Public Domain","open","open_AND_restricted","Data-Use agreement_AND_privacy and security policy","A premier source for United States cancer statistics, SEER gathers information related to incidence, prevalence, and survival from specific geographic areas that represent 28 percent of the population, as well as compiles related reports and reports on the national cancer mortality rates. Their aim is to provide information related to cancer statistics and decrease the burden of cancer in the national population. SEER has been collecting data from cancer cases since 1973."
"r3d100010886","disciplinary","","https://dhsprogram.com/","Demographic and Health Surveys","2 Life Sciences_AND_205 Medicine_AND_20502 Public Health, Health Services Research, Social Medicine_AND_20505 Nutritional Sciences_AND_22 Medicine","dataProvider","other","open","restricted","Using Datasets for Analysis","MEASURE DHS is advancing global understanding of health and population trends in developing countries through nationally-representative household surveys that provide data for a wide range of monitoring and impact evaluation indicators in the areas of population, health, HIV, and nutrition.  The database collects, analyzes, and disseminates data from more than 300 surveys in over 90 countries.   MEASURE DHS distributes, at no cost, survey data files for legitimate academic research."
"r3d100010887","disciplinary_AND_institutional","CLARIN certificate B_AND_other","http://talkbank.org/","TalkBank","1 Humanities and Social Sciences_AND_104 Linguistics_AND_11 Humanities_AND_111 Social Sciences_AND_11103 Communication Science_AND_12 Social and Behavioural Sciences_AND_2 Life Sciences_AND_203 Zoology_AND_20304 Sensory and Behavioural Biology_AND_21 Biology","dataProvider","CC","open","closed_AND_open_AND_restricted","CoreTrustSeal Implementation_AND_NIH data sharing policy_AND_OLAC Standards_AND_talkbank code of ethics_AND_talkbank ground rules_AND_talkbank preservation policy","TalkBank provides transcripts, audio and video of communicative interactions for research in human and animal communication."
"r3d100010889","disciplinary","","http://www.peptideatlas.org/","PeptideAtlas","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20101 Biochemistry_AND_21 Biology_AND_22 Medicine_AND_3 Natural Sciences_AND_301 Molecular Chemistry_AND_31 Chemistry_AND_32 Physics","dataProvider","Public Domain","open","open","Submissions to PeptideAtlas","The PeptideAtlas validates expressed proteins to provide eukaryotic genome data.  Peptide Atlas provides data to advance biological discoveries in humans.  The PeptideAtlas accepts proteomic data from high-throughput processes and encourages data submission."
"r3d100010890","disciplinary","","https://pcddb.cryst.bbk.ac.uk/","Protein Circular Dichroism Data Bank","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20101 Biochemistry_AND_21 Biology_AND_3 Natural Sciences_AND_301 Molecular Chemistry_AND_31 Chemistry","dataProvider","other","open","open","Terms and conditions","The Protein Circular Dichroism Data Bank (PCDDB) provides and accepts a circular dichroism spectra data. The PCDDB and it's parent organization, the Institute of Structural and Molecular Biology (ISMB), investigate molecular structure using techniques such as biomolecular nuclear magnetic resonance, X-ray crystallography and computational structure prediction, as methods for protein production and biological characterization."
"r3d100010891","disciplinary","","https://www.rhea-db.org/","Rhea","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20107 Bioinformatics and Theoretical Biology_AND_204 Microbiology, Virology and Immunology_AND_20401 Metabolism, Biochemistry and Genetics of Microorganisms_AND_21 Biology_AND_22 Medicine_AND_3 Natural Sciences_AND_301 Molecular Chemistry_AND_31 Chemistry","dataProvider_AND_serviceProvider","CC","open","open","Reaction annotation policies_AND_Rhea user manual","Rhea is a freely available and comprehensive resource of expert-curated biochemical reactions. It has been designed to provide a non-redundant set of chemical transformations for applications such as the functional annotation of enzymes, pathway inference and metabolic network reconstruction. There are three types of reaction participants (reactants and products): Small molecules,  Rhea polymers, Generic compounds.
All three types of reaction participants are linked to the ChEBI database (Chemical Entities of Biological Interest) which provides detailed information about structure, formula and charge. Rhea provides built-in validations that ensure both mass and charge balance of the reactions. We have populated the database with the reactions found in the enzyme classification (i.e. in the IntEnz and ENZYME databases), extending it with additional known reactions of biological interest. While the main focus of Rhea is enzyme-catalysed reactions, other biochemical reactions (including those that are often termed ""spontaneous"") also are included."
"r3d100010897","disciplinary_AND_institutional","","https://borealisdata.ca/dataverse/ugardr","Agri-Environmental Research Data Repository Dataverse","2 Life Sciences_AND_207 Agriculture, Forestry, Horticulture and Veterinary Medicine_AND_20707 Agricultural and Food Process Engineering_AND_20708 Agricultural Economics and Sociology_AND_23 Agriculture, Forestry, Horticulture and Veterinary Medicine","dataProvider","CC_AND_CC0_AND_other","open","open","Community Norms","The Agri-Environmental Research Data Repository includes datasets from several studies conducted by researchers at the University of Guelph. This repository includes data on topics such as crop yield, soil moisture, weather and agroforestry."
"r3d100010898","disciplinary","","https://cdha.wisc.edu/","Center for Demography of Health and Aging","1 Humanities and Social Sciences_AND_111 Social Sciences_AND_11102 Empirical Social Research_AND_112 Economics_AND_11202 Economic and Social Policy_AND_12 Social and Behavioural Sciences_AND_2 Life Sciences_AND_205 Medicine_AND_20501 Epidemiology, Medical Biometry, Medical Informatics_AND_20502 Public Health, Health Services Research, Social Medicine_AND_20524 Gerontology and Geriatric Medicine_AND_22 Medicine","dataProvider_AND_serviceProvider","Copyrights_AND_other","open","restricted","Coldroom Data Protection Plan (restricted use data sets)_AND_NIH Public Access Policy_AND_Terms of use BADGIR (public use data sets)","The CDHA assists researchers to create, document, and distribute public use microdata on health and aging for secondary analysis.  Major research themes include: midlife development and aging; economics of population aging; inequalities in health and aging; international comparative studies of health and aging; and the investigation of linkages between social-demographic and biomedical research in population aging.  The CDHA is one of fourteen demography centers on aging sponsored by the National Institute on Aging."
"r3d100010900","disciplinary_AND_other","","https://irma.nps.gov/Portal","IRMA Portal","2 Life Sciences_AND_21 Biology_AND_3 Natural Sciences_AND_313 Atmospheric Science and Oceanography_AND_31301 Atmospheric Science_AND_34 Geosciences (including Geography)","dataProvider_AND_serviceProvider","Copyrights_AND_Public Domain","open","open","Policies and Notices","IRMA (Integrated Resource Management Applications) provides natural and cultural resources data from the National Park Service. Most entries are in the form of peer-reviewed publications, but some are raw data sets based on in-park research projects."
"r3d100010901","disciplinary","","https://www.genenames.org/","HUGO Gene Nomenclature Committee","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20105 General Genetics_AND_20107 Bioinformatics and Theoretical Biology_AND_21 Biology","dataProvider_AND_serviceProvider","Copyrights_AND_Public Domain_AND_other","open","open","EBI Terms of Use_AND_Guidelines for Human Gene Nomenclature","The HUGO Gene Nomenclature Committee (HGNC) assigned unique gene symbols and names to over 35,000 human loci, of which around 19,000 are protein coding. This curated online repository of HGNC-approved gene nomenclature and associated resources includes links to genomic, proteomic and phenotypic information, as well as dedicated gene family pages."
"r3d100010905","disciplinary_AND_institutional","","https://www.ncbi.nlm.nih.gov/Traces/trace.cgi","NCBI Trace Archive","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20101 Biochemistry_AND_20105 General Genetics_AND_204 Microbiology, Virology and Immunology_AND_20401 Metabolism, Biochemistry and Genetics of Microorganisms_AND_21 Biology_AND_22 Medicine_AND_3 Natural Sciences_AND_304 Analytical Chemistry, Method Development (Chemistry)_AND_31 Chemistry_AND_4 Engineering Sciences_AND_403 Process Engineering, Technical Chemistry_AND_42 Thermal Engineering/Process Engineering","dataProvider","Copyrights_AND_Public Domain","open","embargoed_AND_open","NIH Public Access Policy_AND_Trace Archive RFC","The NCBI Trace Archive is a permanent repository of DNA sequence chromatograms (traces), base calls, and quality estimates for single-pass reads from various large-scale sequencing projects. The Trace Archive serves as the repository of sequencing data from gel/capillary platforms such as Applied Biosystems ABI 3730®.
The Sequence Read Archive (SRA) stores sequencing data from the next generation of sequencing platforms including Roche 454 GS System®, Illumina Genome Analyzer®, Applied Biosystems SOLiD® System, Helicos Heliscope®, and others. The Trace Assembly Archive stores pairwise alignment and multiple alignment of sequencing reads, linking basic trace data with finished genomic sequence."
"r3d100010906","disciplinary","","http://arabidopsis.info/","NASC","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20107 Bioinformatics and Theoretical Biology_AND_202 Plant Sciences_AND_20207 Plant Genetics_AND_207 Agriculture, Forestry, Horticulture and Veterinary Medicine_AND_20705 Plant Breeding_AND_21 Biology_AND_23 Agriculture, Forestry, Horticulture and Veterinary Medicine_AND_4 Engineering Sciences_AND_403 Process Engineering, Technical Chemistry_AND_40304 Biological Process Engineering_AND_406 Materials Science_AND_40605 Biomaterials_AND_42 Thermal Engineering/Process Engineering_AND_43 Materials Science and Engineering","dataProvider_AND_serviceProvider","Copyrights_AND_Public Domain","open","restricted","Data Protection Policy_AND_Material Transfer Agreement - MTA_AND_Terms of Use","The Nottingham Arabidopsis Stock Centre (NASC) provides seed and information resources to Europe researchers."
"r3d100010907","disciplinary_AND_other","","https://www2.gov.bc.ca/gov/content/environment/plants-animals-ecosystems/conservation-data-centre","B.C. Conservation Data Centre","2 Life Sciences_AND_202 Plant Sciences_AND_20202 Plant Ecology and Ecosystem Analysis_AND_203 Zoology_AND_20303 Animal Ecology, Biodiversity and Ecosystem Research_AND_207 Agriculture, Forestry, Horticulture and Veterinary Medicine_AND_20709 Inventory Control and Use of Forest Resources_AND_21 Biology_AND_23 Agriculture, Forestry, Horticulture and Veterinary Medicine","dataProvider","Copyrights","open","open","NatureServe Core Methodology_AND_Terms and Conditions","The British Columbia Conservation Data Centre (CDC) collects and disseminates information on plants, animals and ecosystems at risk in British Columbia. The "" BC Species and Ecosystems Explorer"" is a source for authoritative conservation information on approximately 7400 plants and animals, and over 600 ecological communities (ecosystems)in British Columbia. Information includes conservation status, legal designation, and ecosection values for ecological communities."
"r3d100010908","disciplinary_AND_other","","http://www.accdc.com/","Atlantic Canada Conservation Data Centre","2 Life Sciences_AND_202 Plant Sciences_AND_20202 Plant Ecology and Ecosystem Analysis_AND_203 Zoology_AND_20303 Animal Ecology, Biodiversity and Ecosystem Research_AND_21 Biology_AND_3 Natural Sciences_AND_313 Atmospheric Science and Oceanography_AND_31302 Oceanography_AND_34 Geosciences (including Geography)","dataProvider_AND_serviceProvider","other","open","open_AND_restricted","Data usage restrictions","The Atlantic Canada Conservation Data Centre (ACCDC) maintains comprehensive lists of plant and animal species. The Atlantic CDC has geo-located records of species occurrences and records of extremely rare to uncommon species in the Atlantic region, including New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland, and Labrador. The Atlantic CDC also maintains biological and other types of data in a variety of linked databases."
"r3d100010909","disciplinary_AND_other","","http://www.cbif.gc.ca/eng/home/?id=1370403266262","Canadian Biodiversity Information Facility","2 Life Sciences_AND_202 Plant Sciences_AND_20202 Plant Ecology and Ecosystem Analysis_AND_203 Zoology_AND_20303 Animal Ecology, Biodiversity and Ecosystem Research_AND_21 Biology_AND_3 Natural Sciences_AND_313 Atmospheric Science and Oceanography_AND_31302 Oceanography_AND_34 Geosciences (including Geography)","dataProvider_AND_serviceProvider","Copyrights_AND_other","open","open","Conditions for Use of Data","!!! <<< the repository is offline >>> !!!  The CBIF provides primary data on biological species of interest to Canadians. CBIF supports a wide range of social and economic decisions including efforts to conserve our biodiversity in healthy ecosystems, use our biological resources in sustainable ways, and monitor and control pests and diseases. Tools provided by the CBIF include the Integrated Taxonomic Information System (ITIS), Species Access Network, Online Mapping, and the SpeciesBank, including Butterflies of Canada. The CBIF is a member of the Global Biodiversity Information Facility (GBIF)."
"r3d100010910","disciplinary_AND_institutional","","https://pdbj.org/","PDBj","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20103 Cell Biology_AND_20104 Structural Biology_AND_20105 General Genetics_AND_205 Medicine_AND_21 Biology_AND_22 Medicine_AND_3 Natural Sciences_AND_301 Molecular Chemistry_AND_31 Chemistry","dataProvider_AND_serviceProvider","CC_AND_Copyrights_AND_other","open","embargoed_AND_open","Usage Policies_AND_wwPDB Agreement","PDBj (Protein Data Bank Japan) provides a centralized PDB archive of macromolecular structures, integrated tools for data retrieval, visualization, and functional characterization. PDBj is supported by JST-NBDC and Osaka University."
"r3d100010912","disciplinary","","https://www.fishbase.org/home.htm","Fishbase","2 Life Sciences_AND_203 Zoology_AND_20301 Systematics and Morphology_AND_20303 Animal Ecology, Biodiversity and Ecosystem Research_AND_20306 Animal Genetics, Cell and Developmental Biology_AND_21 Biology","dataProvider_AND_serviceProvider","CC_AND_Copyrights","open","open_AND_restricted","Disclaimer and copyrights_AND_Tips to make best use of FishBase","Fishbase is a global species database and encyclopedia of over 30,000 species and subspecies of fishes that is searchable by common name, genus, species, geography, family, ecosystem, references literature, tools, etc. Links to other, related databases such as the Catalog of Fishes, GenBack, and LarvalBase. Associated with a partner journal, Acta Ichthyologica et Piscatoria. With mirror sites in English, German, French Spanish, Portuguese, French, Swedish, Chinese and Arabian language."
"r3d100010913","disciplinary_AND_institutional","","https://store.synchrotron.org.au/","Store.Synchrotron Data Store","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20102 Biophysics_AND_21 Biology_AND_3 Natural Sciences_AND_301 Molecular Chemistry_AND_30102 Organic Molecular Chemistry_AND_307 Condensed Matter Physics_AND_309 Particles, Nuclei and Fields_AND_31 Chemistry_AND_310 Statistical Physics, Soft Matter, Biological Physics, Nonlinear Dynamics_AND_32 Physics","dataProvider_AND_serviceProvider","CC","open","closed_AND_embargoed_AND_open_AND_restricted","MyTardis","Store.Synchrotron is a fully functional, cloud computing based solution to raw X-ray data archival and dissemination at the Australian Synchrotron, largest stand-alone piece of scientific infrastructure in the southern hemisphere. Store.Synchrotron represents the logical extension of a long-standing effort in the macromolecular crystallography community to ensure that satisfactory evidence is provided to support the interpretation of structural experiments."
"r3d100010918","disciplinary_AND_institutional_AND_other","","https://www.ala.org.au/","Atlas of Living Australia","2 Life Sciences_AND_202 Plant Sciences_AND_20202 Plant Ecology and Ecosystem Analysis_AND_20207 Plant Genetics_AND_203 Zoology_AND_20303 Animal Ecology, Biodiversity and Ecosystem Research_AND_21 Biology_AND_3 Natural Sciences_AND_317 Geography_AND_31701 Physical Geography_AND_34 Geosciences (including Geography)","dataProvider_AND_serviceProvider","Copyrights_AND_other","open","restricted","Terms of Use","The Atlas of Living Australia (ALA) combines and provides scientifically collected data from a wide range of sources such as museums, herbaria, community groups, government departments, individuals and universities.  Data records consist of images, literature, molecular DNA data, identification keys, species interaction data, species profile data, nomenclature, source data, conservation indicators, and spatial data."
"r3d100010921","disciplinary","","http://beetlebase.org/","BeetleBase","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20106 Developmental Biology_AND_203 Zoology_AND_20306 Animal Genetics, Cell and Developmental Biology_AND_205 Medicine_AND_21 Biology_AND_22 Medicine","dataProvider","Public Domain","open","open","Information Disclaimer","!!!!!  This database doesn't exist anymore.  2017-09-05   !!!!!BeetleBase is a comprehensive sequence database and important community resource for Tribolium genetics, genomics and developmental biology. It provides genetic data on the Tribolium Castaneum, Red Flour Beetle, as gene maps, official gene set, reference sequences, predicted models, and whole-genome tiling array representing developmental stages."
"r3d100010922","disciplinary_AND_institutional","","http://mozatlas.gen.cam.ac.uk/mozatlas/","MozAtlas","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20105 General Genetics_AND_21 Biology","dataProvider_AND_serviceProvider","other","open","open","Data Protection Policy_AND_University of Cambridge terms and conditions","MozAtlas provides gene expression data of adult male and female mosquitoes as tables, expressions, trees and models. MozAtlas also provides sequence orthology relationships with data provided by FlyBase, Vectorbase, Beetlebase, BeeBase, and WormBase."
"r3d100010923","disciplinary_AND_institutional","","https://www.abctb.org.au/abctbNew2/default.aspx","Australian Breast Cancer Tissue Bank","2 Life Sciences_AND_22 Medicine","dataProvider","other","open","restricted","Australian Breast Cancer Tissue Bank Access Policy","The Australian Breast Cancer Tissue Bank (ABCTB) provides data contributed by an Australian network of cancer clinicians, researchers, and patients.  ABCTB privacy protection policy ensures patients' identities are not revealed and cancer researchers are the only individuals with open access to data."
"r3d100010924","disciplinary","","https://openneuro.org/","OpenNeuro","1 Humanities and Social Sciences_AND_110 Psychology_AND_12 Social and Behavioural Sciences_AND_2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20101 Biochemistry_AND_206 Neurosciences_AND_20606 Cognitive Neuroscience and Neuroimaging_AND_21 Biology_AND_22 Medicine","dataProvider","CC_AND_CC0_AND_Copyrights_AND_ODC","open","embargoed_AND_open_AND_restricted","OpenNeuro FAQ","The OpenNeuro project (formerly known as the OpenfMRI project) was established in 2010 to provide a resource for researchers interested in making their neuroimaging data openly available to the research community. It is managed by Russ Poldrack and Chris Gorgolewski of the Center for Reproducible Neuroscience at Stanford University. The project has been developed with funding from the National Science Foundation, National Institute of Drug Abuse, and the Laura and John Arnold Foundation."
"r3d100010925","disciplinary","","http://hymenopteragenome.org/beebase/","BeeBase","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20105 General Genetics_AND_21 Biology","dataProvider","other","open","open","Data Usage Policy","BeeBase provides gene sequences and genomes of Bombus terrestris, B. impatiens, Apis mellifera and three of its pathogens. BeeBase data is discoverable and analyzed via genome browsers, blast search, and apollo annotation tool."
"r3d100010926","disciplinary_AND_institutional","","https://megasun.bch.umontreal.ca/ogmp/","Organelle Genome Megasequencing Program","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20103 Cell Biology_AND_20105 General Genetics_AND_20107 Bioinformatics and Theoretical Biology_AND_21 Biology","dataProvider_AND_serviceProvider","other","open","open","International Nucleotide Sequence Database Collaboration Policy_AND_OGMP - Data Acquisition and Analysis","The Organelle Genome Megasequencing Program (OGMP) provides mitochondrial, chloroplast, and mitochondrial plasmid genome data. OGMP tools allow direct comparison of OGMP and NCBI validated records. Includes GOBASE, a taxonomically broad organelle genome database that organizes and integrates diverse data related to mitochondria and chloroplasts."
"r3d100010927","disciplinary_AND_institutional","","https://www.boldsystems.org/","Barcode of Life Data Systems","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20105 General Genetics_AND_20107 Bioinformatics and Theoretical Biology_AND_202 Plant Sciences_AND_20207 Plant Genetics_AND_203 Zoology_AND_20306 Animal Genetics, Cell and Developmental Biology_AND_21 Biology_AND_22 Medicine","dataProvider_AND_serviceProvider","other","open","open_AND_restricted","data releases_AND_iBOL Data & Resource Sharing Policies","The Barcode of Life Data Systems (BOLD) provides DNA barcode data. BOLD's online workbench supports data validation, annotation, and publication for specimen, distributional, and molecular data. The platform consists of four main modules: a data portal, a database of barcode clusters, an educational portal, and a data collection workbench.
BOLD is the go-to site for DNA-based identification. As the central informatics platform for DNA barcoding, BOLD plays a crucial role in assimilating and organizing data gathered by the international barcode research community. Two iBOL (International Barcode of Life) Working Groups are supporting the ongoing development of BOLD."
"r3d100010928","disciplinary_AND_institutional","","https://www.bas.ac.uk/data/our-data/","British Antarctic Survey","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20104 Structural Biology_AND_21 Biology_AND_3 Natural Sciences_AND_313 Atmospheric Science and Oceanography_AND_314 Geology and Palaeontology_AND_315 Geophysics and Geodesy_AND_316 Geochemistry, Mineralogy and Crystallography_AND_317 Geography_AND_318 Water Research_AND_34 Geosciences (including Geography)","dataProvider_AND_serviceProvider","Copyrights_AND_Public Domain","open","embargoed_AND_open","BAS Terms and Conditions_AND_British Antarctic Survey Data Policy_AND_NERC Data Policy","British Antarctic Survey (BAS) has, for over 60 years, undertaken the majority of Britain's scientific research on and around the Antarctic continent. Atmospheric, biosphere, cryosphere, geosphere, hydrosphere, and Sun-Earth interactions metadata and data are available. Geographic information and collections are highlighted as well. Information and mapping services include a Discovery Metadata System, Data Access System, the Antarctic Digital Database (ADD), Geophysics Data Portal (BAS-GDP), ICEMAR, a fossil database, and the Antarctic Plant Database."
"r3d100010929","disciplinary_AND_other","","https://www.pac.dfo-mpo.gc.ca/science/oceans/data-donnees/index-eng.html","Fisheries and Oceans Canada  Pacific Region Data Archive","2 Life Sciences_AND_203 Zoology_AND_20303 Animal Ecology, Biodiversity and Ecosystem Research_AND_21 Biology_AND_3 Natural Sciences_AND_313 Atmospheric Science and Oceanography_AND_31302 Oceanography_AND_315 Geophysics and Geodesy_AND_31501 Geophysics_AND_31502 Geodesy, Photogrammetry, Remote Sensing, Geoinformatics, Cartogaphy_AND_34 Geosciences (including Geography)","dataProvider_AND_serviceProvider","Copyrights_AND_OGLC_AND_other","open","restricted","Policy for Scientific Data_AND_Processes, Policies, and Guidelines_AND_Terms and conditions","The Institute of Ocean Sciences (IOS)/Ocean Sciences Division (OSD) data archive contains the holdings of oceanographic data generated by the IOS and other agencies and laboratories, including the Institute of Oceanography at the University of British Columbia and the Pacific Biological Station. The contents include data from B.C. coastal waters and inlets, B.C. continental shelf waters, open ocean North Pacific waters, Beaufort Sea and the Arctic Archipelago."
"r3d100010930","disciplinary_AND_institutional","","https://www.tbdb.org/","TB Database","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20105 General Genetics_AND_204 Microbiology, Virology and Immunology_AND_21 Biology_AND_22 Medicine","dataProvider_AND_serviceProvider","other","open","open_AND_restricted","Access Policies","The repository is no longer available. >>>!!!<<< 2018-08-29: no more access to TB Database >>>!!!<<<"
"r3d100010931","disciplinary","","https://www.proteinatlas.org/","The Human Protein Atlas","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_20103 Cell Biology_AND_20104 Structural Biology_AND_205 Medicine_AND_20503 Human Genetics_AND_21 Biology_AND_22 Medicine","dataProvider_AND_serviceProvider","CC_AND_other","open","embargoed_AND_open","Licence and citation policy","The Swedish Human Protein Atlas project has been set up to allow for a systematic exploration of the human proteome using Antibody-Based Proteomics. This is accomplished by combining high-throughput generation of affinity-purified antibodies with protein profiling in a multitude of tissues and cells assembled in tissue microarrays. Confocal microscopy analysis using human cell lines is performed for more detailed protein localization. The program hosts the Human Protein Atlas portal with expression profiles of human proteins in tissues and cells.  The main objective of the resource centre is to produce specific antibodies to human target proteins using a high-throughput production method involving the cloning and protein expression of Protein Epitope Signature Tags (PrESTs). After purification, the antibodies are used to study expression profiles in cells and tissues and for functional analysis of the corresponding proteins in a wide range of platforms."
"r3d100010932","disciplinary_AND_institutional","","http://www.gensat.org/index.html","Gene Expression Nervous System Atlas","2 Life Sciences_AND_201 Basic Biological and Medical Research_AND_203 Zoology_AND_20306 Animal Genetics, Cell and Developmental Biology_AND_206 Neurosciences_AND_20601 Molecular Neuroscience and Neurogenetics_AND_21 Biology_AND_22 Medicine","dataProvider_AND_serviceProvider","other","open","open","Contents","The GENSAT project aims to map the expression of genes in the central nervous system of the mouse. It is a collection of pictorial gene expression maps of the brain and spinal cord of the mouse."
"r3d100010934","disciplinary_AND_other","","http://www.stateofthesalmon.org/resources/","State of the Salmon","2 Life Sciences_AND_203 Zoology_AND_20303 Animal Ecology, Biodiversity and Ecosystem Research_AND_21 Biology","dataProvider_AND_serviceProvider","CC_AND_other","open","open","Our Strategy_AND_State of the Salmon Database","State of the Salmon provides data on abundance, diversity, and ecosystem health of wild salmon populations specific to the Pacific Ocean, North Western North America, and Asia.  Data downloads are available using two geographic frameworks: Salmon Ecoregions or Hydro 1K."
"r3d100010937","disciplinary_AND_other","","https://www.canada.ca/en/health-canada/services/drugs-health-products/medeffect-canada.html","MedEffect Canada - Adverse Reaction Database","2 Life Sciences_AND_205 Medicine_AND_20509 Pharmacology_AND_22 Medicine","dataProvider","Copyrights_AND_other","open","open","Caveat, Privacy Statement and Interpretation of Data_AND_Terms and conditions","MedEffect Canada’s  Adverse Reaction Online Database contains information on suspected adverse reaction reports related to marketed health products that were submitted to Health Canada by consumers and health professionals, who submit reports voluntarily, as well as by Market Authorization Holders (manufacturers and distributors), who are required to submit reports according to the Next link will take you to another Web site Food and Drugs Regulations."
