"id","title","isOpenAccess","hasTextMinedTerms","hasDbCrossReferences","hasLabsLinks","hasTMAccessionNumbers","journal.title","license"
"30395284","Haemopedia RNA-seq: a database of gene expression during haematopoiesis in mice and humans.","Y","Y","Y","Y","Y","Nucleic acids research","cc by"
"23193293","Human Ageing Genomic Resources: integrated databases and tools for the biology and genetics of ageing.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"33259604","HAHmiR.DB: a server platform for high-altitude human miRNA-gene coregulatory networks and associated regulatory circuits. ","Y","Y","N","Y","N","Database : the journal of biological databases and curation","cc by"
"29796383","HaloDom: a new database of halophiles across all life domains.","Y","Y","N","Y","N","Journal of biological research (Thessalonike, Greece)","cc by"
"22613085","HAltORF: a database of predicted out-of-frame alternative open reading frames in human.","Y","Y","N","Y","N","Database : the journal of biological databases and curation","cc by-nc"
"30066211","HAMdb: a database of human autophagy modulators with specific pathway and disease information.","Y","Y","N","Y","Y","Journal of cheminformatics","cc by"
"26510927","The HAND Database: a gateway to understanding the role of HIV in HIV-associated neurocognitive disorders.","Y","Y","N","Y","Y","BMC medical genomics","cc by"
"22064851","HaploReg: a resource for exploring chromatin states, conservation, and regulatory motif alterations within sets of genetically linked variants.","Y","Y","N","Y","Y","Nucleic acids research","cc by-nc"
"28212602","HAPPI-2: a Comprehensive and High-quality Map of Human Annotated and Predicted Protein Interactions.","Y","Y","N","N","N","BMC genomics","cc by"
"23095476","The Hawaiian Freshwater Algal Database (HfwADB): a laboratory LIMS and online biodiversity resource.","Y","Y","N","Y","N","BMC ecology","cc by"
"31976536","Human Breathomics Database. ","Y","Y","N","Y","N","Database : the journal of biological databases and curation","cc by"
"34642750","HBFP: a new repository for human body fluid proteome. ","Y","Y","N","Y","Y","Database : the journal of biological databases and curation","cc by"
"33125055","Clinically relevant updates of the HbVar database of human hemoglobin variants and thalassemia mutations.","Y","Y","N","Y","Y","Nucleic acids research","cc by"
"23125365","HBVdb: a knowledge database for Hepatitis B Virus.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"30266410","HCCDB: A Database of Hepatocellular Carcinoma Expression Atlas.","Y","Y","N","Y","Y","Genomics, proteomics & bioinformatics","cc by-nc-nd"
"29088455","HCMDB: the human cancer metastasis database.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"28529078","HCSGD: An integrated database of human cellular senescence genes.","N","Y","N","Y","N","Journal of genetics and genomics = Yi chuan xue bao",NA
"27527702","HCVIVdb: The hepatitis-C IRES variation database.","Y","Y","N","Y","Y","BMC microbiology","cc by"
"21930248","HCVpro: hepatitis C virus protein interaction database.","N","Y","N","N","N","Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases",NA
"23369322","HDAM: a resource of human disease associated mutations from next generation sequencing studies.","Y","Y","N","Y","Y","BMC medical genomics","cc by"
"33439542","Human disease genes website series: An international, open and dynamic library for up-to-date clinical information.","Y","Y","N","Y","Y","American journal of medical genetics. Part A","cc by-nc"
"26631432","Human Disease Insight: An integrated knowledge-based platform for disease-gene-drug information.","N","Y","N","Y","N","Journal of infection and public health",NA
"30053237","HDncRNA: a comprehensive database of non-coding RNAs associated with heart diseases.","Y","Y","N","Y","Y","Database : the journal of biological databases and curation","cc by"
"28701700","HDNetDB: A Molecular Interaction Database for Network-Oriented Investigations into Huntington's Disease.","Y","Y","N","Y","N","Scientific reports","cc by"
"32422927","HDVdb: A Comprehensive Hepatitis D Virus Database. ","Y","Y","N","Y","Y","Viruses","cc by"
"33382884","HeartBioPortal2.0: new developments and updates for genetic ancestry and cardiometabolic quantitative traits in diverse human populations. ","Y","Y","N","Y","N","Database : the journal of biological databases and curation","cc by"
"25030426","HelicoBase: a Helicobacter genomic resource and analysis platform.","Y","Y","N","Y","N","BMC genomics","cc by"
"21760913","HelmCoP: an online resource for helminth functional genomics and drug and vaccine targets prioritization.","Y","Y","N","Y","Y","PloS one","cc by"
"23281827","Helminth secretome database (HSD): a collection of helminth excretory/secretory proteins predicted from expressed sequence tags (ESTs).","Y","Y","N","Y","Y","BMC genomics","cc by"
"23143109","HemaExplorer: a database of mRNA expression profiles in normal and malignant haematopoiesis.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"22761927","HEMD: an integrated tool of human epigenetic enzymes and chemical modulators for therapeutics.","Y","Y","N","Y","N","PloS one","cc by"
"28708269","Heme Oxygenase Database (HemeOxDB) and QSAR Analysis of Isoform 1 Inhibitors.","N","Y","N","Y","N","ChemMedChem",NA
"23913812","The Canadian ""National Program for hemophilia mutation testing"" database: a ten-year review.","N","Y","N","N","N","American journal of hematology",NA
"22064861","The LANL hemorrhagic fever virus database, a new platform for analyzing biothreat viruses.","Y","Y","N","N","N","Nucleic acids research","cc by-nc"
"32179762","Hepamine - A Liver Disease Microarray Database, Visualization Platform and Data-Mining Resource.","Y","Y","N","Y","Y","Scientific reports","cc by"
"27976751","Hepitopes: A live interactive database of HLA class I epitopes in hepatitis B virus.","Y","Y","N","Y","Y","Wellcome open research","cc by"
"33119754","HeRA: an atlas of enhancer RNAs across human tissues.","Y","Y","N","Y","N","Nucleic acids research","cc by"
"33264402","HERB: a high-throughput experiment- and reference-guided database of traditional Chinese medicine.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"24670875","Herceptin resistance database for understanding mechanism of resistance in breast cancer patients.","Y","Y","N","Y","N","Scientific reports","cc by-nc-sa"
"28549078","HEROD: a human ethnic and regional specific omics database.","N","Y","N","Y","N","Bioinformatics (Oxford, England)",NA
"24857969","HeteroGenome: database of genome periodicity. ","Y","Y","N","Y","Y","Database : the journal of biological databases and curation","cc by"
"30196115","HeteroMeth: A Database of Cell-to-cell Heterogeneity in DNA Methylation.","Y","Y","N","Y","Y","Genomics, proteomics & bioinformatics","cc by"
"22874333","Teaching medicine with a terminology/ontology portal.","N","Y","N","N","N","Studies in health technology and informatics",NA
"23118488","HEXEvent: a database of Human EXon splicing Events.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"34164644","HFBD: a biomarker knowledge database for heart failure heterogeneity and personalized applications. ","N","Y","N","N","N","Bioinformatics (Oxford, England)",NA
"34791105","HFIP: an integrated multi-omics data and knowledge platform for the precision medicine of heart failure. ","Y","Y","N","Y","N","Database : the journal of biological databases and curation","cc by"
"30032758","A review on human fecal metabolomics: Methods, applications and the human fecal metabolome database.","N","Y","N","Y","N","Analytica chimica acta",NA
"33417691","HGFDB: a collective database of helmeted guinea fowl genomics. ","Y","Y","N","Y","N","Database : the journal of biological databases and curation","cc by"
"22948725","The Human Gene Mutation Database (HGMD) and its exploitation in the fields of personalized genomics and molecular evolution.","N","Y","N","Y","N","Current protocols in bioinformatics",NA
"22140100","HGPD: Human Gene and Protein Database, 2012 update.","Y","Y","N","N","N","Nucleic acids research","cc by-nc"
"23717556","HGPGD: the human gene population genetic difference database.","Y","Y","N","Y","N","PloS one","cc by"
"26578597","HGTree: database of horizontally transferred genes determined by tree reconciliation.","Y","Y","N","Y","N","Nucleic acids research","cc by"
"25502817","HGV&TB: a comprehensive online resource on human genes and genetic variants associated with tuberculosis.","Y","Y","N","Y","Y","Database : the journal of biological databases and curation","cc by"
"28083826","Development of a Reference Image Collection Library for Histopathology Image Processing, Analysis and Decision Support Systems Research.","N","Y","N","N","N","Journal of digital imaging",NA
"27742821","HieranoiDB: a database of orthologs inferred by Hieranoid.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"25450223","Haemophilus influenzae Genome Database (HIGDB): a single point web resource for Haemophilus influenzae.","N","Y","N","Y","N","Computers in biology and medicine",NA
"22846459","HINT: High-quality protein interactomes and their applications in understanding human disease.","Y","Y","N","Y","N","BMC systems biology","cc by"
"22123737","hiPathDB: a human-integrated pathway database with facile visualization.","Y","Y","N","N","N","Nucleic acids research","cc by-nc"
"23958730","HippDB: a database of readily targeted helical protein-protein interactions.","N","Y","N","N","N","Bioinformatics (Oxford, England)",NA
"27113915","Hipposeq: a comprehensive RNA-seq database of gene expression in hippocampal principal neurons.","Y","Y","Y","Y","Y","eLife","cc by"
"27733501","The human-induced pluripotent stem cell initiative-data resources for cellular genetics.","Y","Y","N","Y","Y","Nucleic acids research","cc by-nc"
"33677507","HIR V2: a human interactome resource for the biological interpretation of differentially expressed genes via gene set linkage analysis. ","Y","Y","N","Y","Y","Database : the journal of biological databases and curation","cc by"
"31725860","HisgAtlas 1.0: a human immunosuppression gene database. ","Y","Y","N","Y","Y","Database : the journal of biological databases and curation","cc by"
"33984507","HisPhosSite: A comprehensive database of histidine phosphorylated proteins and sites.","N","Y","N","Y","N","Journal of proteomics",NA
"22140112","HIstome--a relational knowledgebase of human histone proteins and histone modifying enzymes.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"26212453","An Interactive Database for the Assessment of Histone Antibody Specificity.","N","Y","Y","Y","Y","Molecular cell",NA
"26989147","HistoneDB 2.0: a histone database with variants--an integrated resource to explore histones and their variants. ","Y","Y","N","Y","N","Database : the journal of biological databases and curation",NA
"26708988","HitPredict version 4: comprehensive reliability scoring of physical protein-protein interactions from more than 100 species. ","Y","Y","N","Y","Y","Database : the journal of biological databases and curation","cc by"
"28358052","HIVed, a knowledgebase for differentially expressed human genes and proteins during HIV infection, replication and latency.","Y","Y","N","Y","N","Scientific reports","cc by"
"28365729","The HIV oligonucleotide database (HIVoligoDB). ","Y","Y","N","Y","Y","Database : the journal of biological databases and curation","cc by"
"22022467","HIVsirDB: a database of HIV inhibiting siRNAs.","Y","Y","N","Y","N","PloS one","cc by"
"31783725","HKPocket: human kinase pocket database for drug design.","Y","Y","N","Y","N","BMC bioinformatics","cc by"
"27189608","A web resource for mining HLA associations with adverse drug reactions: HLA-ADR. ","Y","Y","N","Y","Y","Database : the journal of biological databases and curation","cc by"
"23584836","hLGDB: a database of human lysosomal genes and their regulation.","Y","Y","N","Y","Y","Database : the journal of biological databases and curation","cc by-nc"
"21450710","hmChIP: a database and web server for exploring publicly available human and mouse ChIP-seq and ChIP-chip data.","N","Y","N","Y","N","Bioinformatics (Oxford, England)",NA
"30371888","HmtVar: a new resource for human mitochondrial variations and pathogenicity data.","Y","Y","N","Y","Y","Nucleic acids research","cc by"
"31139565","HNCDB: An Integrated Gene and Drug Database for Head and Neck Cancer.","Y","Y","N","Y","N","Frontiers in oncology","cc by"
"22024348","HNOCDB: a comprehensive database of genes and miRNAs relevant to head and neck and oral cancer.","N","Y","N","N","N","Oral oncology",NA
"21435384","HOCTAR database: a unique resource for microRNA target prediction.","Y","Y","N","Y","N","Gene","cc by-nc-nd"
"34846641","HODD: A Manually Curated Database of Human Ophthalmic Diseases with Symptom Characteristics and Genetic Variants Towards Facilitating Quick and Definite Diagnosis.","N","Y","N","Y","N","Interdisciplinary sciences, computational life sciences",NA
"24931751","Geographical and temporal distribution of basic research experiments in homeopathy.","N","N","N","Y","N","Homeopathy : the journal of the Faculty of Homeopathy",NA
"29760467","The Oral Microbiome Bank of China.","Y","Y","N","Y","N","International journal of oral science","cc by"
"23016940","HomeoDB2: functional expansion of a comparative homeobox gene database for evolutionary developmental biology.","Y","Y","N","Y","N","Evolution & development","cc by"
"22165817","HOMER: a human organ-specific molecular electronic repository.","Y","Y","N","Y","Y","BMC bioinformatics","cc by"
"24137008","HoPaCI-DB: host-Pseudomonas and Coxiella interaction database.","Y","Y","N","Y","Y","Nucleic acids research","cc by"
"28415075","HopBase: a unified resource for Humulus genomics. ","Y","Y","N","Y","N","Database : the journal of biological databases and curation","cc by"
"23585031","HORDE: comprehensive resource for olfactory receptor genomics.","N","Y","N","Y","N","Methods in molecular biology (Clifton, N.J.)",NA
"29315358","HTT-DB: new features and updates. ","Y","Y","N","Y","N","Database : the journal of biological databases and curation","cc by"
"25178365","Thoroughbred Horse Single Nucleotide Polymorphism and Expression Database: HSDB.","Y","Y","N","Y","N","Asian-Australasian journal of animal sciences","cc by-nc"
"22080558","HotRegion: a database of predicted hot spot clusters.","Y","Y","N","Y","Y","Nucleic acids research","cc by-nc"
"29028885","HoTResDB: host transcriptional response database for viral hemorrhagic fevers.","Y","Y","N","Y","N","Bioinformatics (Oxford, England)","cc by-nc"
"32315389","HotSpot3D web server: an integrated resource for mutation analysis in protein 3D structures.","N","Y","N","Y","N","Bioinformatics (Oxford, England)",NA
"29532461","HpBase: A genome database of a sea urchin, Hemicentrotus pulcherrimus.","N","Y","Y","Y","N","Development, growth & differentiation",NA
"27374121","HPIDB 2.0: a curated database for host-pathogen interactions. ","Y","Y","N","Y","N","Database : the journal of biological databases and curation","cc by"
"26578596","HPMCD: the database of human microbial communities from metagenomic datasets and microbial reference genomes.","Y","Y","N","Y","N","Nucleic acids research","cc by"
"24217912","The Human Phenotype Ontology project: linking molecular biology and disease through phenotype data.","Y","Y","N","Y","Y","Nucleic acids research","cc by"
"33136065","HPREP: a comprehensive database for human proteome repeats. ","N","Y","N","N","N","Journal of integrative bioinformatics",NA
"25468930","The Halophile protein database.","Y","Y","N","N","N","Database : the journal of biological databases and curation","cc by"
"32707486","Access to stem cell data and registration of pluripotent cell lines: The Human Pluripotent Stem Cell Registry (hPSCreg).","N","Y","N","Y","N","Stem cell research",NA
"24150944","HRaP: database of occurrence of HomoRepeats and patterns in proteomes.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"26657893","HRGRN: A Graph Search-Empowered Integrative Database of Arabidopsis Signaling Transduction, Metabolism and Gene Regulation Networks.","Y","Y","N","Y","N","Plant & cell physiology","cc by-nc"
"23936191","HSC-explorer: a curated database for hematopoietic stem cells.","Y","Y","N","Y","N","PloS one","cc by"
"34032471","The Human Salivary Proteome Wiki: A Community-Driven Research Platform.","N","Y","N","Y","N","Journal of dental research",NA
"22923302","HSPIR: a manually annotated heat shock protein information resource.","Y","Y","N","Y","N","Bioinformatics (Oxford, England)","cc by"
"32090260","HSPMdb: a computational repository of heat shock protein modulators. ","Y","Y","N","Y","N","Database : the journal of biological databases and curation","cc by"
"24558441","Human transporter database: comprehensive knowledge and discovery tools in the human transporter genes.","Y","Y","N","Y","N","PloS one","cc by"
"32858223","hTFtarget: A Comprehensive Database for Regulations of Human Transcription Factors and Their Targets.","Y","Y","N","Y","N","Genomics, proteomics & bioinformatics","cc by-nc-nd"
"22900683","HTRIdb: an open-access database for experimentally verified human transcriptional regulation interactions.","Y","Y","N","Y","N","BMC genomics","cc by"
"24122843","HTS-DB: an online resource to publish and query data from functional genomics high-throughput siRNA screening projects.","Y","Y","N","Y","N","Database : the journal of biological databases and curation","cc by"
"25940562","HTT-DB: horizontally transferred transposable elements database.","N","Y","N","Y","N","Bioinformatics (Oxford, England)",NA
"33973408","hu.MAP 2.0: integration of over 15,000 proteomic experiments builds a global compendium of human multiprotein assemblies.","Y","Y","Y","Y","Y","Molecular systems biology","cc by"
"22134927","hUbiquitome: a database of experimentally verified ubiquitination cascades in humans.","Y","Y","N","N","N","Database : the journal of biological databases and curation","cc by-nc"
"28967693","HUMA: A platform for the analysis of genetic variation in humans.","N","Y","N","Y","Y","Human mutation",NA
"26911352","Human genetic variation database, a reference database of genetic variations in the Japanese population.","Y","Y","N","Y","Y","Journal of human genetics","cc by-nc-sa"
"23504933","Access guide to human proteinpedia.","N","Y","N","Y","Y","Current protocols in bioinformatics",NA
"23436708","Scanning of novel cancer/testis proteins by human testis proteomic analysis.","N","Y","Y","Y","N","Proteomics",NA
"33221926","HumanMetagenomeDB: a public repository of curated and standardized metadata for human metagenomes.","Y","Y","N","Y","N","Nucleic acids research","cc by"
"30418591","HumanNet v2: human gene networks for disease research.","Y","Y","N","Y","N","Nucleic acids research","cc by"
"30999860","HumCFS: a database of fragile sites in human chromosomes.","Y","Y","N","Y","N","BMC genomics","cc by"
"34330336","HumGut: a comprehensive human gut prokaryotic genomes collection filtered by metagenome data.","Y","Y","N","Y","N","Microbiome","cc by"
"22804825","HuPho: the human phosphatase portal.","N","Y","N","Y","N","The FEBS journal",NA
"30703169","HuVarBase: A human variant database with comprehensive information at gene and protein levels.","Y","Y","N","N","N","PloS one","cc by"
"34461244","HantavirusesDB: Vaccinomics and RNA-based therapeutics database for the potentially emerging human respiratory pandemic agents.","N","Y","N","Y","N","Microbial pathogenesis",NA
"33515030","HVIDB: a comprehensive database for human-virus protein-protein interactions.","N","Y","N","Y","N","Briefings in bioinformatics",NA
"31524396","HybridMolDB: A Manually Curated Database Dedicated to Hybrid Molecules for Chemical Biology and Drug Discovery.","N","Y","N","Y","N","Journal of chemical information and modeling",NA
"24178989","HypoxiaDB: a database of hypoxia-regulated proteins.","Y","Y","Y","Y","Y","Database : the journal of biological databases and curation","cc by"
"25332403","The i5k Workspace@NAL--enabling genomic data access, visualization and curation of arthropod genomes.","N","Y","N","Y","N","Nucleic acids research",NA
"33929018","IBDDB: a manually curated and text-mining-enhanced database of genes involved in inflammatory bowel disease. ","Y","Y","N","Y","N","Database : the journal of biological databases and curation","cc by"
"23095257","IBDsite: a Galaxy-interacting, integrative database for supporting inflammatory bowel disease high throughput data analysis.","Y","Y","N","Y","Y","BMC bioinformatics","cc by"
"25378303","iBeetle-Base: a database for RNAi phenotypes in the red flour beetle Tribolium castaneum.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"24616562","Insect barcode information system.","Y","Y","N","N","N","Bioinformation",NA
"22102591","IBIS (Inferred Biomolecular Interaction Server) reports, predicts and integrates multiple types of conserved interactions for proteins.","Y","Y","N","Y","Y","Nucleic acids research","cc by-nc"
"29041922","Institute collection and analysis of Nanobodies (iCAN): a comprehensive database and analysis platform for nanobodies.","Y","Y","N","Y","N","BMC genomics","cc by"
"34907423","iCAV: an integrative database of cancer-associated viruses. ","Y","Y","N","Y","N","Database : the journal of biological databases and curation","cc by"
"28557712","An Integrated Chemical Environment to Support 21st-Century Toxicology.","Y","Y","N","N","N","Environmental health perspectives","cc0"
"22009673","ICEberg: a web-based resource for integrative and conjugative elements found in Bacteria.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"26430546","ICeE an interface for C. elegans experiments.","Y","Y","N","Y","N","Worm","cc by-nc"
"29036693","ICG: a wiki-driven knowledgebase of internal control genes for RT-qPCR normalization.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"31600197","The NIH Open Citation Collection: A public access, broad coverage resource.","Y","Y","N","Y","N","PLoS biology","cc0"
"33740463","Integrated Collection of Stem Cell Bank Data, a Data Portal for Standardized Stem Cell Information.","Y","Y","N","Y","N","Stem cell reports","cc by"
"33137185","iCSDB: an integrated database of CRISPR screens.","Y","Y","N","Y","N","Nucleic acids research","cc by"
"29040670","Virus taxonomy: the database of the International Committee on Taxonomy of Viruses (ICTV).","Y","Y","N","Y","N","Nucleic acids research","cc by"
"33406221","iCysMod: an integrative database for protein cysteine modifications in eukaryotes. ","N","Y","N","Y","N","Briefings in bioinformatics",NA
"34700680","NCI Imaging Data Commons.","N","Y","N","Y","N","International journal of radiation oncology, biology, physics",NA
"32941628","IDDB: a comprehensive resource featuring genes, variants and characteristics associated with infertility.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"30371881","iDog: an integrated resource for domestic dogs and wild canids.","Y","Y","N","Y","N","Nucleic acids research","cc by"
"29548284","IDPM: an online database for ion distribution in protein molecules.","Y","Y","N","Y","N","BMC bioinformatics","cc by"
"22610854","Immune epitope database analysis resource.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"30380109","iEKPD 2.0: an update with rich annotations for eukaryotic protein kinases, protein phosphatases and proteins containing phosphoprotein-binding domains.","Y","Y","N","Y","Y","Nucleic acids research","cc by"
"24923821","IFIM: a database of integrated fitness information for microbial genes. ","Y","Y","N","N","N","Database : the journal of biological databases and curation","cc by"
"30967549","iFISH is a publically available resource enabling versatile DNA FISH to study genome architecture.","Y","Y","N","Y","Y","Nature communications","cc by"
"21914464","IGD: a resource for intronless genes in the human genome.","N","Y","N","Y","N","Gene",NA
"22139933","IGDB.NSCLC: integrated genomic database of non-small cell lung cancer.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"27465544","IGDD: a database of intronless genes in dicots.","Y","Y","N","Y","Y","BMC bioinformatics","cc by"
"22698731","The insulin-like growth factor mutation database (IGFmdb).","N","Y","N","N","N","Growth hormone & IGF research : official journal of the Growth Hormone Research Society and the International IGF Research Society",NA
"26582920","iGNM 2.0: the Gaussian network model database for biomolecular structural dynamics.","Y","Y","N","Y","Y","Nucleic acids research","cc by"
"27638885","The international Genome sample resource (IGSR): A worldwide collection of genome variation incorporating the 1000 Genomes Project data.","Y","Y","N","Y","N","Nucleic acids research","cc by"
"27863956","The International Human Epigenome Consortium Data Portal.","N","Y","N","Y","N","Cell systems",NA
"28187703","iHMS: a database integrating human histone modification data across developmental stages and tissues.","Y","Y","N","N","N","BMC bioinformatics","cc by"
"26516188","Integrated interactions database: tissue-specific view of the human and model organism interactomes.","Y","Y","N","Y","Y","Nucleic acids research","cc by-nc"
"22984621","Insect Innate Immunity Database (IIID): an annotation tool for identifying immune genes in insect genomes.","Y","Y","N","Y","N","PloS one","cc by"
"25707505","IIIDB: a database for isoform-isoform interactions and isoform network modules.","Y","Y","N","Y","Y","BMC genomics","cc by"
"23991755","In silico enzymatic synthesis of a 400,000 compound biochemical database for nontargeted metabolomics.","N","Y","N","Y","N","Journal of chemical information and modeling",NA
"27081555","iJGVD: an integrative Japanese genome variation database based on whole-genome sequencing.","Y","Y","N","Y","Y","Human genome variation","cc by"
"33308175","ILDGDB: a manually curated database of genomics, transcriptomics, proteomics and drug information for interstitial lung diseases.","Y","Y","N","Y","Y","BMC pulmonary medicine","cc by"
"29897484","ILDgenDB: integrated genetic knowledge resource for interstitial lung diseases (ILDs). ","Y","Y","N","Y","Y","Database : the journal of biological databases and curation","cc by"
"27484196","iLIR database: A web resource for LIR motif-containing proteins in eukaryotes.","Y","Y","N","Y","Y","Autophagy","cc by"
"28806134","iLIR@viral: A web resource for LIR motif-containing proteins in viruses.","Y","Y","N","Y","N","Autophagy","cc by"
"21624339","[A new resource for the bibliography research: project experience ILISI® Index of Italian Literature on Nursing Sciences].","N","N","N","N","N","Professioni infermieristiche",NA
"32228437","iMarmot: an integrative platform for comparative and functional genomics of marmots.","Y","Y","N","Y","Y","BMC genomics","cc by"
"29619235","iMETHYL: an integrative database of human DNA methylation, gene expression, and genomic variation.","Y","Y","N","Y","N","Human genome variation","cc by"
"26173699","IMG-ABC: A Knowledge Base To Fuel Discovery of Biosynthetic Gene Clusters and Novel Secondary Metabolites.","Y","Y","N","Y","Y","mBio","cc by-nc-sa"
"28025339","iMITEdb: the genome-wide landscape of miniature inverted-repeat transposable elements in insects. ","Y","Y","N","N","N","Database : the journal of biological databases and curation","cc by"
"34755873","ImmReg: the regulon atlas of immune-related pathways across cancer types.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"34127402","Immu-Mela: An open resource for exploring immunotherapy-related multidimensional genomic profiles in melanoma.","N","Y","N","Y","Y","Journal of genetics and genomics = Yi chuan xue bao",NA
"34456903","ImmuCellDB: An Indicative Database of Immune Cell Composition From Different Tissues and Disease Conditions in Mouse and Human.","Y","Y","N","Y","N","Frontiers in immunology","cc by"
"25326331","ImmuCo: a database of gene co-expression in immune cells.","Y","Y","N","N","N","Nucleic acids research","cc by-nc"
"28124611","ImmunemiR - A Database of Prioritized Immune miRNA Disease Associations and its Interactome.","N","Y","N","N","N","MicroRNA (Shariqah, United Arab Emirates)",NA
"26362267","Interactive Big Data Resource to Elucidate Human Immune Pathways and Diseases.","N","Y","N","Y","N","Immunity",NA
"25988315","ImmuSort, a database on gene plasticity and electronic sorting for immune cells.","Y","Y","N","Y","Y","Scientific reports","cc by"
"28977416","IMOTA: an interactive multi-omics tissue atlas for the analysis of human miRNA-target interactions.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"29531263","IMPPAT: A curated database of Indian Medicinal Plants, Phytochemistry And Therapeutics.","Y","Y","N","Y","N","Scientific reports","cc by"
"31284879","ImtRDB: a database and software for mitochondrial imperfect interspersed repeats annotation.","Y","Y","N","Y","N","BMC genomics","cc by"
"29892515","iMusta4SLC: Database for the structural property and variations of solute carrier transporters.","Y","Y","N","Y","Y","Biophysics and physicobiology","cc by-nc-sa"
"22127860","IndelFR: a database of indels in protein structures and their flanking regions.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"23750084","InDiaMed: A Comprehensive Database of Indian Medicinal plants for Diabetes.","Y","Y","N","N","N","Bioinformation",NA
"33095885","IndiGenomes: a comprehensive resource of genetic variants from over 1000 Indian genomes.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"24324765","INDIGO - INtegrated data warehouse of microbial genomes with examples from the red sea extremophiles.","Y","Y","Y","Y","N","PloS one","cc by"
"29047407","A web-based collection of genotype-phenotype associations in hereditary recurrent fevers from the Eurofever registry.","Y","Y","N","Y","N","Orphanet journal of rare diseases","cc by"
"23180781","InnateDB: systems biology of innate immunity and beyond--recent updates and continuing curation.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"22120663","INOH: ontology-based highly structured database of signal transduction pathways.","Y","Y","N","Y","N","Database : the journal of biological databases and curation","cc by-nc"
"26578584","InsectBase: a resource for insect genomes and transcriptomes.","Y","Y","N","Y","Y","Nucleic acids research","cc by-nc"
"33507270","InSexBase: an annotated genomic resource of sex chromosomes and sex-biased genes in insects. ","Y","Y","N","Y","N","Database : the journal of biological databases and curation","cc by"
"23599502","INstruct: a database of high-quality 3D structurally resolved protein interactome networks.","N","Y","N","Y","Y","Bioinformatics (Oxford, England)",NA
"24001185","inTB - a data integration platform for molecular and clinical epidemiological analysis of tuberculosis.","Y","Y","N","Y","N","BMC bioinformatics","cc by"
"22493526","IntDb: A comprehensive database for classified introns of saccharomyces & human.","Y","Y","N","Y","Y","Bioinformation",NA
"22792232","IMG/M-HMP: a metagenome comparative analysis system for the Human Microbiome Project.","Y","Y","N","Y","N","PloS one","cc by"
"31665416","IMG-ABC v.5.0: an update to the IMG/Atlas of Biosynthetic Gene Clusters Knowledgebase.","N","Y","N","Y","Y","Nucleic acids research",NA
"30535108","Systematic domain-based aggregation of protein structures highlights DNA-, RNA- and other ligand-binding positions.","Y","Y","N","Y","Y","Nucleic acids research","cc by"
"22053089","InterEvol database: exploring the structure and evolution of protein complex interfaces.","Y","Y","N","Y","Y","Nucleic acids research","cc by-nc"
"25097383","IntergenicDB: a database for intergenic sequences.","Y","Y","N","N","N","Bioinformation",NA
"33502860","InterMetalDB: A Database and Browser of Intermolecular Metal Binding Sites in Macromolecules with Structural Information.","Y","Y","N","Y","Y","Journal of proteome research",NA
"31838187","International Severe Asthma Registry: Mission Statement.","N","Y","N","Y","N","Chest",NA
"22096229","InterPro in 2011: new developments in the family and domain prediction database.","Y","Y","N","Y","N","Nucleic acids research","cc by-nc"
"22494395","InterStoreDB: a generic integration resource for genetic and genomic data.","N","Y","N","Y","N","Journal of integrative plant biology",NA
"23282057","IntPath--an integrated pathway gene relationship database for model organisms and important pathogens.","Y","Y","N","Y","N","BMC systems biology","cc by"
"30949679","IntronDB: a database for eukaryotic intron features.","N","Y","N","Y","N","Bioinformatics (Oxford, England)",NA
"27888793","InverPep: A database of invertebrate antimicrobial peptides.","N","Y","N","N","N","Journal of global antimicrobial resistance",NA
"24253300","InvFEST, a database integrating information of polymorphic inversions in the human genome.","Y","Y","N","Y","N","Nucleic acids research","cc by"
"23046449","IPAD: the Integrated Pathway Analysis Database for Systematic Enrichment Analysis.","Y","Y","N","Y","Y","BMC bioinformatics","cc by"
"25388589","iPathCons and iPathDB: an improved insect pathway construction tool and the database. ","Y","Y","N","Y","N","Database : the journal of biological databases and curation","cc by"
"22140115","IPAVS: Integrated Pathway Resources, Analysis and Visualization System.","Y","Y","N","N","N","Nucleic acids research","cc by-nc"
