"id","title","agency"
"25348397","ComPPI: a cellular compartment-specific database for protein-protein interaction network analysis.","Biotechnology and Biological Sciences Research Council"
"25348397","ComPPI: a cellular compartment-specific database for protein-protein interaction network analysis.","Biotechnology and Biological Sciences Research Council"
"25348397","ComPPI: a cellular compartment-specific database for protein-protein interaction network analysis.","Biotechnology and Biological Sciences Research Council"
"32754758","ConoMode, a database for conopeptide binding modes. ","Major Scientific Research Platform Construction Project of Shandong Province"
"32754758","ConoMode, a database for conopeptide binding modes. ","Fundamental Research Funds for the Central Universities"
"32754758","ConoMode, a database for conopeptide binding modes. ","Marine S&amp;T Fund of Shandong Province for Pilot National Laboratory for Marine Science and Technology"
"32754758","ConoMode, a database for conopeptide binding modes. ","National Science and Technology Major Project for Significant New Drugs Development"
"32754758","ConoMode, a database for conopeptide binding modes. ","Fundamental Research Funds for the Central Universities"
"32754758","ConoMode, a database for conopeptide binding modes. ","National Laboratory Director Fund"
"32754758","ConoMode, a database for conopeptide binding modes. ","National Key Research and Development Program of China"
"22058133","ConoServer: updated content, knowledge, and discovery tools in the conopeptide database.",NA
"31702846","ConSurf-DB: An accessible repository for the evolutionary conservation patterns of the majority of PDB proteins.",NA
"27980519","<i>ContaMiner</i> and ContaBase: a webserver and database for early identification of unwantedly crystallized protein contaminants.",NA
"33798715","COnVIDa: COVID-19 multidisciplinary data collection and dashboard.",NA
"31269035","Using citizen science to expand the global map of landslides: Introducing the Cooperative Open Online Landslide Repository (COOLR).",NA
"27242036","CoopTFD: a repository for predicted yeast cooperative transcription factor pairs. ",NA
"21544197","CORE: a phylogenetically-curated 16S rDNA database of the core oral microbiome.","NIDCR NIH HHS"
"21544197","CORE: a phylogenetically-curated 16S rDNA database of the core oral microbiome.","NIDCR NIH HHS"
"21544197","CORE: a phylogenetically-curated 16S rDNA database of the core oral microbiome.","NIDCR NIH HHS"
"21544197","CORE: a phylogenetically-curated 16S rDNA database of the core oral microbiome.","NIDCR NIH HHS"
"33382885","CorkOakDB-The Cork Oak Genome Database Portal. ","GREEN-IT - Bioresources for Sustainability"
"33382885","CorkOakDB-The Cork Oak Genome Database Portal. ","BioData.pt - Infraestrutura Portuguesa de Dados Biológicos"
"34016708","Analyzing the vast coronavirus literature with CoronaCentral. ","HHS | NIH | U.S. National Library of Medicine"
"24991954","CORTECON: a temporal transcriptome analysis of in vitro human cerebral cortex development from human embryonic stem cells.","NINDS NIH HHS"
"30357367","CORUM: the comprehensive resource of mammalian protein complexes-2019.","NIA NIH HHS"
"30357367","CORUM: the comprehensive resource of mammalian protein complexes-2019.","National Institutes of Health"
"24466021","CoryneBase: Corynebacterium genomic resources and analysis tools at your fingertips.",NA
"22080556","CoryneRegNet 6.0--Updated database content, new analysis methods and novel features focusing on community demands.",NA
"25355519","COSMIC: exploring the world's knowledge of somatic mutations in human cancer.","Wellcome Trust"
"25355519","COSMIC: exploring the world's knowledge of somatic mutations in human cancer.","Wellcome Trust"
"28595571","CottonFGD: an integrated functional genomics database for cotton.","Ministry of Science and Technology of the People&apos;s Republic of China"
"28595571","CottonFGD: an integrated functional genomics database for cotton.","Ministry of Agriculture of the People&apos;s Republic of China"
"28595571","CottonFGD: an integrated functional genomics database for cotton.","Ministry of Agriculture of the People&apos;s Republic of China"
"24203703","CottonGen: a genomics, genetics and breeding database for cotton research.",NA
"34992626","CottonGVD: A Comprehensive Genomic Variation Database for Cultivated Cottons.","Ministry of Science and Technology of the People&apos;s Republic of China"
"34992626","CottonGVD: A Comprehensive Genomic Variation Database for Cultivated Cottons.","National Natural Science Foundation of China"
"25758743","Cotton QTLdb: a cotton QTL database for QTL analysis, visualization, and comparison between Gossypium hirsutum and G. hirsutum × G. barbadense populations.",NA
"32890396","CoV3D: a database of high resolution coronavirus protein structures.","NIGMS NIH HHS"
"32890396","CoV3D: a database of high resolution coronavirus protein structures.","National Institutes of Health"
"33068433","CovalentInDB: a comprehensive database facilitating the discovery of covalent inhibitors.","National Natural Science Foundation of China"
"33068433","CovalentInDB: a comprehensive database facilitating the discovery of covalent inhibitors.","National Natural Science Foundation of China"
"33068433","CovalentInDB: a comprehensive database facilitating the discovery of covalent inhibitors.","National Key Research and Development Program of China"
"33068433","CovalentInDB: a comprehensive database facilitating the discovery of covalent inhibitors.","National Science &amp; Technology Major Project of China"
"33068433","CovalentInDB: a comprehensive database facilitating the discovery of covalent inhibitors.","Zhejiang Provincial Natural Science Foundation"
"33068433","CovalentInDB: a comprehensive database facilitating the discovery of covalent inhibitors.","Primary Research and Development Program of Zhejiang Province"
"33009914","A database resource and online analysis tools for coronaviruses on a historical and global scale. ","National Natural Science Foundation of HeBei Province"
"33009914","A database resource and online analysis tools for coronaviruses on a historical and global scale. ","Fundamental Research Funds for the Central Universities"
"33009914","A database resource and online analysis tools for coronaviruses on a historical and global scale. ","National Key Research and Development Program"
"33009914","A database resource and online analysis tools for coronaviruses on a historical and global scale. ","National Natural Science Foundation of China"
"32665542","Exploring the SARS-CoV-2 virus-host-drug interactome for drug repurposing.","EC | EU Framework Programme for Research and Innovation H2020 | H2020 Priority Societal Challenges | H2020 Health (H2020 Societal Challenges - Health, Demographic Change and Well-being)"
"32665542","Exploring the SARS-CoV-2 virus-host-drug interactome for drug repurposing.","Villum Fonden"
"34585731","COVIDium: a COVID-19 resource compendium. ",NA
"34931882","CoxBase: an Online Platform for Epidemiological Surveillance, Visualization, Analysis, and Typing of Coxiella burnetii Genomic Sequences.","Bundesministerium für Bildung und Forschung"
"34931882","CoxBase: an Online Platform for Epidemiological Surveillance, Visualization, Analysis, and Typing of Coxiella burnetii Genomic Sequences.","Bundesministerium für Bildung und Forschung (BMBF)"
"23203868","COXPRESdb: a database of comparative gene coexpression networks of eleven species for mammals.",NA
"21269480","Searching the protein structure database for ligand-binding site similarities using CPASS v.2.",NA
"28962356","Exploring consumer exposure pathways and patterns of use for chemicals in the environment.",NA
"25861964","Cellular phenotype database: a repository for systems microscopy data.",NA
"22120664","The Comprehensive Phytopathogen Genomics Resource: a web-based resource for data-mining plant pathogen genomes.",NA
"24214993","CPLM: a database of protein lysine modifications.",NA
"24253304","CR Cistrome: a ChIP-Seq database for chromatin regulators and histone modification linkages in human and mouse.",NA
"29036683","CR2Cancer: a database for chromatin regulators in human cancer.",NA
"31725864","Gold-standard ontology-based anatomical annotation in the CRAFT Corpus. ","National Institutes of Health"
"31725864","Gold-standard ontology-based anatomical annotation in the CRAFT Corpus. ","Defense Advanced Research Projects Agency"
"31725864","Gold-standard ontology-based anatomical annotation in the CRAFT Corpus. ","National Institutes of Health"
"26862144","CrAgDb--a database of annotated chaperone repertoire in archaeal genomes. ",NA
"26450948","CRCDA--Comprehensive resources for cancer NGS data analysis. ",NA
"23019048","Systematic meta-analyses and field synopsis of genetic association studies in colorectal cancer.","Cancer Research UK"
"23019048","Systematic meta-analyses and field synopsis of genetic association studies in colorectal cancer.","Cancer Research UK"
"23019048","Systematic meta-analyses and field synopsis of genetic association studies in colorectal cancer.","Chief Scientist Office"
"23019048","Systematic meta-analyses and field synopsis of genetic association studies in colorectal cancer.","Medical Research Council"
"23019048","Systematic meta-analyses and field synopsis of genetic association studies in colorectal cancer.","Cancer Research UK"
"23019048","Systematic meta-analyses and field synopsis of genetic association studies in colorectal cancer.","Chief Scientist Office"
"23019048","Systematic meta-analyses and field synopsis of genetic association studies in colorectal cancer.","Cancer Research UK"
"23019048","Systematic meta-analyses and field synopsis of genetic association studies in colorectal cancer.","CIHR"
"23019048","Systematic meta-analyses and field synopsis of genetic association studies in colorectal cancer.","CIHR"
"23019048","Systematic meta-analyses and field synopsis of genetic association studies in colorectal cancer.","Cancer Research UK"
"23019048","Systematic meta-analyses and field synopsis of genetic association studies in colorectal cancer.","Medical Research Council"
"23868908","CREDO: a structural interactomics database for drug discovery.","Wellcome Trust"
"23868908","CREDO: a structural interactomics database for drug discovery.","Wellcome Trust"
"34482425","Annotated expression and activity data for murine recombinase alleles and transgenes: the CrePortal resource.","national institute of child health and human development"
"34482425","Annotated expression and activity data for murine recombinase alleles and transgenes: the CrePortal resource.","NIH HHS"
"34482425","Annotated expression and activity data for murine recombinase alleles and transgenes: the CrePortal resource.","NICHD NIH HHS"
"34482425","Annotated expression and activity data for murine recombinase alleles and transgenes: the CrePortal resource.","nih office of the director"
"26855883","<i>CressInt</i>: a user-friendly web resource for genome-scale exploration of gene regulation in <i>Arabidopsis thaliana</i>.","NIH"
"26855883","<i>CressInt</i>: a user-friendly web resource for genome-scale exploration of gene regulation in <i>Arabidopsis thaliana</i>.","NHGRI NIH HHS"
"23668932","The zebrafish CreZoo: an easy-to-handle database for novel CreER(T2)-driver lines.",NA
"33010154","CRISP-view: a database of functional genetic screens spanning multiple phenotypes.","Center of Genetic Medicine Research"
"33010154","CRISP-view: a database of functional genetic screens spanning multiple phenotypes.","Pharmaceutical Research and Manufacturers of America Foundation"
"33010154","CRISP-view: a database of functional genetic screens spanning multiple phenotypes.","W.T. Gill Fellowship"
"31624845","CRISPRCasdb a successor of CRISPRdb containing CRISPR arrays and cas genes from complete genome sequences, and tools to download and query lists of repeats and spacers.","Institut Français de Bioinformatique"
"31624845","CRISPRCasdb a successor of CRISPRdb containing CRISPR arrays and cas genes from complete genome sequences, and tools to download and query lists of repeats and spacers.","CNRS"
"30285246","CRISPRlnc: a manually curated database of validated sgRNAs for lncRNAs.","Developmental Biology of Freshwater Fish"
"30285246","CRISPRlnc: a manually curated database of validated sgRNAs for lncRNAs.","Developmental Biology of Hunan Province"
"30285246","CRISPRlnc: a manually curated database of validated sgRNAs for lncRNAs.","National Natural Science Foundation of China"
"30285246","CRISPRlnc: a manually curated database of validated sgRNAs for lncRNAs.","National Natural Science Foundation of China"
"30285246","CRISPRlnc: a manually curated database of validated sgRNAs for lncRNAs.","Scientific Research Fund of Hunan Provincial Education Department"
"33084893","crisprSQL: a novel database platform for CRISPR/Cas off-target cleavage assays.","Biotechnology and Biological Sciences Research Council"
"33084893","crisprSQL: a novel database platform for CRISPR/Cas off-target cleavage assays.","Biotechnology and Biological Sciences Research Council"
"33084893","crisprSQL: a novel database platform for CRISPR/Cas off-target cleavage assays.","Biotechnology and Biological Sciences Research Council"
"26438539","CRISPRz: a database of zebrafish validated sgRNAs.","PHS HHS"
"26438539","CRISPRz: a database of zebrafish validated sgRNAs.","Intramural NIH HHS"
"30598113","CRlncRNA: a manually curated database of cancer-related long non-coding RNAs with experimental proof of functions on clinicopathological and molecular features.",NA
"33529633","CRMarker: A manually curated comprehensive resource of cancer RNA markers.",NA
"26602695","Cancer RNA-Seq Nexus: a database of phenotype-specific transcriptome profiling in cancer cells.","NIGMS NIH HHS"
"26602695","Cancer RNA-Seq Nexus: a database of phenotype-specific transcriptome profiling in cancer cells.","PHS HHS"
"26602695","Cancer RNA-Seq Nexus: a database of phenotype-specific transcriptome profiling in cancer cells.","NHLBI NIH HHS"
"26602695","Cancer RNA-Seq Nexus: a database of phenotype-specific transcriptome profiling in cancer cells.","NHLBI NIH HHS"
"30967897","croFGD: <i>Catharanthus roseus</i> Functional Genomics Database.",NA
"26556651","Finding the Subcellular Location of Barley, Wheat, Rice and Maize Proteins: The Compendium of Crop Proteins with Annotated Locations (cropPAL).",NA
"30548723","CropSNPdb: a database of SNP array data for Brassica crops and hexaploid bread wheat.","Australian Research Council"
"30548723","CropSNPdb: a database of SNP array data for Brassica crops and hexaploid bread wheat.","Australian Research Council"
"30548723","CropSNPdb: a database of SNP array data for Brassica crops and hexaploid bread wheat.","Australian Research Council"
"30548723","CropSNPdb: a database of SNP array data for Brassica crops and hexaploid bread wheat.","Australian Research Council"
"28724888","CrossCheck: an open-source web tool for high-throughput screen data analysis.",NA
"23396301","CrossTope: a curate repository of 3D structures of immunogenic peptide: MHC complexes.",NA
"34927675","CRPMKB: a knowledge base of cancer risk prediction models for systematic comparison and personalized applications. ","Sichuan and Guangxi Provinces"
"34927675","CRPMKB: a knowledge base of cancer risk prediction models for systematic comparison and personalized applications. ","National Natural Science Foundation of China"
"34927675","CRPMKB: a knowledge base of cancer risk prediction models for systematic comparison and personalized applications. ","National Natural Science Foundation of China"
"29178828","CrusTF: a comprehensive resource of transcriptomes for evolutionary and functional studies of crustacean transcription factors.","National Natural Science Foundation of China"
"29178828","CrusTF: a comprehensive resource of transcriptomes for evolutionary and functional studies of crustacean transcription factors.","Direct Grant for Research from The Chinese University of Hong Kong"
"29178828","CrusTF: a comprehensive resource of transcriptomes for evolutionary and functional studies of crustacean transcription factors.","Natural Science Foundation of Guangdong Province"
"29178828","CrusTF: a comprehensive resource of transcriptomes for evolutionary and functional studies of crustacean transcription factors.","National Natural Science Foundation of China"
"29178828","CrusTF: a comprehensive resource of transcriptomes for evolutionary and functional studies of crustacean transcription factors.","Collaborative Research Fund of the Research Grants Council"
"32928113","CrustyBase: an interactive online database for crustacean transcriptomes.","Australian Research Council"
"32928113","CrustyBase: an interactive online database for crustacean transcriptomes.","Australian Research Council"
"32928113","CrustyBase: an interactive online database for crustacean transcriptomes.","Australian Research Council"
"31452162","Accessing Cryptosporidium Omic and Isolate Data via CryptoDB.org.",NA
"25264971","Applying differentially expressed genes from rodent models of chronic stress to research of stress-related disease: an online database.",NA
"24319146","The Catalytic Site Atlas 2.0: cataloging catalytic sites and residues identified in enzymes.","Wellcome Trust"
"29036403","CSCD: a database for cancer-specific circular RNAs.",NA
"26989154","CSCdb: a cancer stem cells portal for markers, related genes and functional information. ",NA
"28191780","Cancer Stem Cells Therapeutic Target Database: The First Comprehensive Database for Therapeutic Targets of Cancer Stem Cells.",NA
"33211888","CSEA-DB: an omnibus for human complex trait and cell type associations.","National Institutes of Health"
"33211888","CSEA-DB: an omnibus for human complex trait and cell type associations.","Data Science and Informatics Core for Cancer Research"
"33211888","CSEA-DB: an omnibus for human complex trait and cell type associations.","Cancer Prevention and Research Institute of Texas"
"33211888","CSEA-DB: an omnibus for human complex trait and cell type associations.","Data Science and Informatics Core for Cancer Research"
"33211888","CSEA-DB: an omnibus for human complex trait and cell type associations.","NLM NIH HHS"
"25038066","In-depth characterization of the cerebrospinal fluid (CSF) proteome displayed through the CSF proteome resource (CSF-PR).",NA
"28704505","CSmiRTar: Condition-Specific microRNA targets database.","Ministry of Science and Technology, Taiwan"
"32990755","CSVS, a crowdsourcing database of the Spanish population genetic variability.","Regional Government of Madrid"
"32990755","CSVS, a crowdsourcing database of the Spanish population genetic variability.","Ministry of Economy and Competitiveness"
"32990755","CSVS, a crowdsourcing database of the Spanish population genetic variability.","Regional Government of Madrid"
"32990755","CSVS, a crowdsourcing database of the Spanish population genetic variability.","Ministry of Economy and Competitiveness"
"32990755","CSVS, a crowdsourcing database of the Spanish population genetic variability.","Ministry of Economy and Competitiveness"
"32990755","CSVS, a crowdsourcing database of the Spanish population genetic variability.","Ministry of Economy and Competitiveness"
"32990755","CSVS, a crowdsourcing database of the Spanish population genetic variability.","Ministry of Economy and Competitiveness"
"32990755","CSVS, a crowdsourcing database of the Spanish population genetic variability.","European Regional Development Fund"
"32990755","CSVS, a crowdsourcing database of the Spanish population genetic variability.","Ministry of Economy and Competitiveness"
"23193294","CTCFBSDB 2.0: a database for CTCF-binding sites and genome organization.",NA
"32294193","ctcRbase: the gene expression database of circulating tumor cells and microemboli. ","Technology and Education"
"32294193","ctcRbase: the gene expression database of circulating tumor cells and microemboli. ","Invigorating Health Care through Science"
"32294193","ctcRbase: the gene expression database of circulating tumor cells and microemboli. ","Jiangsu Provincial Key Medical Discipline"
"26322998","CTDB: An Integrated Chickpea Transcriptome Database for Functional and Applied Genomics.",NA
"32183712","CuAS: a database of annotated transcripts generated by alternative splicing in cucumbers.","the National Natural Science Foundation of China"
"22139934","Cube-DB: detection of functional divergence in human protein families.",NA
"30321383","Cucurbit Genomics Database (CuGenDB): a central portal for comparative and functional genomics of cucurbit crops.","US-Israel Binational Agricultural Research and Development"
"30321383","Cucurbit Genomics Database (CuGenDB): a central portal for comparative and functional genomics of cucurbit crops.","US-Israel Binational Agricultural Research and Development"
"30321383","Cucurbit Genomics Database (CuGenDB): a central portal for comparative and functional genomics of cucurbit crops.","US-Israel Binational Agricultural Research and Development"
"30321383","Cucurbit Genomics Database (CuGenDB): a central portal for comparative and functional genomics of cucurbit crops.","National Institute of Food and Agriculture"
"23550061","curatedOvarianData: clinically annotated data for the ovarian cancer transcriptome.","NCI NIH HHS"
"27164589","CVD2014-A Database for Evaluating No-Reference Video Quality Assessment Algorithms.",NA
"24344970","CVDHD: a cardiovascular disease herbal database for drug discovery and network pharmacology.",NA
"27226753","Capturing biodiversity: linking a cyanobacteria culture collection to the ""scratchpads"" virtual research environment enhances biodiversity knowledge.",NA
"26305368","Cyanobacterial KnowledgeBase (CKB), a Compendium of Cyanobacterial Genomes and Proteomes.",NA
"22829745","CyanoEXpress: A web database for exploration and visualisation of the integrated transcriptome of cyanobacterium Synechocystis sp. PCC6803.",NA
"23175607","CyanoLyase: a database of phycobilin lyase sequences, motifs and functions.",NA
"25632108","CyanOmics: an integrated database of omics for the model cyanobacterium Synechococcus sp. PCC 7002. ",NA
"33320930","CyanoPATH: a knowledgebase of genome-scale functional repertoire for toxic cyanobacterial blooms. ","National Natural Science Foundation of China"
"33320930","CyanoPATH: a knowledgebase of genome-scale functional repertoire for toxic cyanobacterial blooms. ","Natural Science Foundation of Jilin Province"
"23185330","CyanoPhyChe: a database for physico-chemical properties, structure and biochemical pathway information of cyanobacterial proteins.",NA
"28440791","A curated database of cyanobacterial strains relevant for modern taxonomy and phylogenetic studies.",NA
"27354697","Cyclo-lib: a database of computational molecular dynamics simulations of cyclodextrins.",NA
"26048563","CYCLoPs: A Comprehensive Database Constructed from Automated Analysis of Protein Abundance and Subcellular Localization Patterns in Saccharomyces cerevisiae.","Canadian Institutes of Health Research"
"34782688","CyFi-MAP: an interactive pathway-based resource for cystic fibrosis.","Fundação para a Ciência e a Tecnologia"
"34782688","CyFi-MAP: an interactive pathway-based resource for cystic fibrosis.","Cystic Fibrosis Trust"
"34782688","CyFi-MAP: an interactive pathway-based resource for cystic fibrosis.","Innovative Medicines Initiative"
"34782688","CyFi-MAP: an interactive pathway-based resource for cystic fibrosis.","Fundação para a Ciência e a Tecnologia"
"34782688","CyFi-MAP: an interactive pathway-based resource for cystic fibrosis.","Seventh Framework Programme"
"23475683","Update on allele nomenclature for human cytochromes P450 and the Human Cytochrome P450 Allele (CYP-allele) Nomenclature Database.",NA
"22843230","CYP-nsSNP: a specialized database focused on effect of non-synonymous SNPs on function of CYPs.",NA
"27553277","Cysteinome: The first comprehensive database for proteins with targetable cysteine and their covalent inhibitors.","Key Laboratory of Liaoning Educational Council"
"27553277","Cysteinome: The first comprehensive database for proteins with targetable cysteine and their covalent inhibitors.","Central University"
"26895996","[Cystic Fibrosis Cloud database: An information system for storage and management of clinical and microbiological data of cystic fibrosis patients].",NA
"34256256","CytomegaloVirusDb: Multi-omics knowledge database for cytomegaloviruses.","NSFC"
"21738316","CytReD: A database collecting human cytokinome information.",NA
"30117424","[Development of resources, technologies and services at the China Zebrafish Resource Center].",NA
"31390943","D-lnc: a comprehensive database and analytical platform to dissect the modification of drugs on lncRNA expression.",NA
"27391016","D-PLACE: A Global Database of Cultural, Linguistic and Environmental Diversity.","National Science Foundation"
"27391016","D-PLACE: A Global Database of Cultural, Linguistic and Environmental Diversity.","National Science Foundation"
"23203878","D²P²: database of disordered protein predictions.","Biotechnology and Biological Sciences Research Council"
"33938221","D3DistalMutation: a Database to Explore the Effect of Distal Mutations on Enzyme Activity.","Ministry of Science and Technology of the People&apos;s Republic of China"
"33938221","D3DistalMutation: a Database to Explore the Effect of Distal Mutations on Enzyme Activity.","National Natural Science Foundation of China"
"33938221","D3DistalMutation: a Database to Explore the Effect of Distal Mutations on Enzyme Activity.","Ministry of Science and Technology of the People&apos;s Republic of China"
"25232097","The Digital Ageing Atlas: integrating the diversity of age-related changes into a unified resource.","Biotechnology and Biological Sciences Research Council"
"22079417","Disease associated cytokine SNPs database: an annotation and dissemination model.",NA
"34803258","DaiCee: A database for anti-cancer compounds with targets and side effect profiles.",NA
"22110032","DAMPD: a manually curated antimicrobial peptide database.",NA
"31366898","Daphnia stressor database: Taking advantage of a decade of Daphnia '-omics' data for gene annotation.",NA
"23074185","Darned in 2013: inclusion of model organisms and linking with Wikipedia.","Wellcome Trust"
"26144527","Proteogenomics Dashboard for the Human Proteome Project.","Children&apos;s Tumor Foundation"
"26144527","Proteogenomics Dashboard for the Human Proteome Project.","Ministerio de Ciencia e Innovación"
"26144527","Proteogenomics Dashboard for the Human Proteome Project.","Comunidad de Madrid"
"25435547","MPIC: a mitochondrial protein import components database for plant and non-plant species.",NA
"34791106","DCMP: database of cancer mutant protein domains. ","Science and Engineering Research Board"
"28294141","GEAR: A database of Genomic Elements Associated with drug Resistance.",NA
"23529715","Resource-use measurement based on patient recall: issues and challenges for economic evaluation.","Medical Research Council"
"23529715","Resource-use measurement based on patient recall: issues and challenges for economic evaluation.","Medical Research Council"
"23529715","Resource-use measurement based on patient recall: issues and challenges for economic evaluation.","Economic and Social Research Council"
"23529715","Resource-use measurement based on patient recall: issues and challenges for economic evaluation.","Medical Research Council"
"33331653","DATAMAN: A global database of nitrous oxide and ammonia emission factors for excreta deposited by livestock and land-applied manure.",NA
"33174603","Datanator: an integrated database of molecular data for quantitatively modeling cellular behavior.","NIGMS NIH HHS"
"33174603","Datanator: an integrated database of molecular data for quantitatively modeling cellular behavior.","National Institutes of Health"
"33174603","Datanator: an integrated database of molecular data for quantitatively modeling cellular behavior.","Icahn Institute of Data Science and Genomic Technology"
"33174603","Datanator: an integrated database of molecular data for quantitatively modeling cellular behavior.","National Science Foundation"
"33174603","Datanator: an integrated database of molecular data for quantitatively modeling cellular behavior.","National Institutes of Health"
"33174603","Datanator: an integrated database of molecular data for quantitatively modeling cellular behavior.","NIBIB NIH HHS"
"29485625","Datasets2Tools, repository and search engine for bioinformatics datasets, tools and canned analyses.","NCI NIH HHS"
"29485625","Datasets2Tools, repository and search engine for bioinformatics datasets, tools and canned analyses.","NCI NIH HHS"
"29485625","Datasets2Tools, repository and search engine for bioinformatics datasets, tools and canned analyses.","NIH HHS"
"29485625","Datasets2Tools, repository and search engine for bioinformatics datasets, tools and canned analyses.","NHLBI NIH HHS"
"29485625","Datasets2Tools, repository and search engine for bioinformatics datasets, tools and canned analyses.","NHLBI NIH HHS"
"28187413","DaTo: an atlas of biological databases and tools.",NA
"25278960","DaVIE: Database for the Visualization and Integration of Epigenetic data.",NA
"23275696","DB Dehydrogenase: an online integrated structural database on enzyme dehydrogenase.",NA
"25414358","DB-AT: a 2015 update to the Full-parasites database brings a multitude of new transcriptomic data for apicomplexan parasites.",NA
"26836976","dbAARD & AGP: A computational pipeline for the prediction of genes associated with age related disorders.",NA
"30380085","dbAMP: an integrated resource for exploring antimicrobial peptides with functional activities and physicochemical properties on transcriptome and proteome data.","Chinese University of Hong Kong"
"22150118","A curated database of genetic markers from the angiogenesis/VEGF pathway and their relation to clinical outcome in human cancers.",NA
"23842462","DBATE: database of alternative transcripts expression.",NA
"29764375","The aquatic animals' transcriptome resource for comparative functional analysis.",NA
"24647629","DBatVir: the database of bat-associated viruses.",NA
"25474259","DBBP: database of binding pairs in protein-nucleic acid interactions.",NA
"32941621","dbCAN-PUL: a database of experimentally characterized CAZyme gene clusters and their substrates.","United States Department of Agriculture"
"32941621","dbCAN-PUL: a database of experimentally characterized CAZyme gene clusters and their substrates.","UNL"
"32941621","dbCAN-PUL: a database of experimentally characterized CAZyme gene clusters and their substrates.","National Science Foundation"
"30053267","dbCAN-seq: a database of carbohydrate-active enzyme (CAZyme) sequence and annotation.","NIGMS NIH HHS"
"21214365","DBCAT: database of CpG islands and analytical tools for identifying comprehensive methylation profiles in cancer cells.",NA
"24918550","dbCerEx: a web-based database for the analysis of cervical cancer transcriptomes.",NA
"30016397","dbCID: a manually curated resource for exploring the driver indels in human cancer.","National Natural Science Foundation of China"
"33196844","dbCNS: A New Database for Conserved Noncoding Sequences.","Japan Society for the Promotion of Science"
"33196844","dbCNS: A New Database for Conserved Noncoding Sequences.","Grants-in-Aid for Scientific Research"
"28977473","dbCoRC: a database of core transcriptional regulatory circuitries modeled by H3K27ac ChIP-seq signals.",NA
"33276297","DBCOVP: A database of coronavirus virulent glycoproteins.","National Institute of Allergy and Infectious Diseases"
"33276297","DBCOVP: A database of coronavirus virulent glycoproteins.","CSIR-Institute of Minerals and Materials Technology (CSIR-IMMT), Bhubaneswar"
"33276297","DBCOVP: A database of coronavirus virulent glycoproteins.","School of Biotechnology, Kalinga Institute of Industrial Technology"
"33276297","DBCOVP: A database of coronavirus virulent glycoproteins.","Deemed to be University, Bhubaneswar"
"27192119","dbCPG: A web resource for cancer predisposition genes.",NA
"30379998","dbCPM: a manually curated database for exploring the cancer passenger mutations. ","Anhui Provincial Outstanding Young Talent Support Plan"
"30379998","dbCPM: a manually curated database for exploring the cancer passenger mutations. ","National Natural Science Foundation of China"
"30379998","dbCPM: a manually curated database for exploring the cancer passenger mutations. ","oung Wanjiang Scholar Program of Anhui Province, China"
"30379998","dbCPM: a manually curated database for exploring the cancer passenger mutations. ","National Natural Science Foundation of China"
"29860480","dbCRSR: a manually curated database for regulation of cancer radiosensitivity. ","National Natural Science Foundation of China"
"29860480","dbCRSR: a manually curated database for regulation of cancer radiosensitivity. ","National Natural Science Foundation of China"
"29860480","dbCRSR: a manually curated database for regulation of cancer radiosensitivity. ","National Natural Science Foundation of China"
"24700709","The Developmental Brain Disorders Database (DBDB): a curated neurogenetics knowledge base with clinical and research applications.","NINDS NIH HHS"
"24700709","The Developmental Brain Disorders Database (DBDB): a curated neurogenetics knowledge base with clinical and research applications.","NINDS NIH HHS"
"24700709","The Developmental Brain Disorders Database (DBDB): a curated neurogenetics knowledge base with clinical and research applications.","NINDS NIH HHS"
"24700709","The Developmental Brain Disorders Database (DBDB): a curated neurogenetics knowledge base with clinical and research applications.","NINDS NIH HHS"
"24700709","The Developmental Brain Disorders Database (DBDB): a curated neurogenetics knowledge base with clinical and research applications.","NINDS NIH HHS"
"24700709","The Developmental Brain Disorders Database (DBDB): a curated neurogenetics knowledge base with clinical and research applications.","NINDS NIH HHS"
"24700709","The Developmental Brain Disorders Database (DBDB): a curated neurogenetics knowledge base with clinical and research applications.","NINDS NIH HHS"
"24700709","The Developmental Brain Disorders Database (DBDB): a curated neurogenetics knowledge base with clinical and research applications.","NINDS NIH HHS"
"24700709","The Developmental Brain Disorders Database (DBDB): a curated neurogenetics knowledge base with clinical and research applications.","NINDS NIH HHS"
"27899556","dbDEMC 2.0: updated database of differentially expressed miRNAs in human cancers.",NA
"22096234","dbDEPC 2.0: updated database of differentially expressed proteins in human cancers.",NA
"22917656","dbDiarrhea: the database of pathogen proteins and vaccine antigens from diarrheal pathogens.",NA
"25978092","DBDiaSNP: An Open-Source Knowledgebase of Genetic Polymorphisms and Resistance Genes Related to Diarrheal Pathogens.",NA
"27153700","dbDSM: a manually curated database for deleterious synonymous mutations.",NA
"26099468","dbEMT: an epithelial-mesenchymal transition associated gene resource.",NA
"26577058","DBEndo: a web-based endodontic case management tool.",NA
"22102573","DBETH: a Database of Bacterial Exotoxins for Human.",NA
"24297256","NCBI's Database of Genotypes and Phenotypes: dbGaP.","Intramural NIH HHS"
"29031638","dbGAPs: A comprehensive database of genes and genetic markers associated with psoriasis and its subtypes. ",NA
"26566288","DBGC: A Database of Human Gastric Cancer.",NA
"24790154","dbGSH: a database of S-glutathionylation.",NA
"33051688","dbGuide: a database of functionally validated guide RNAs for genome editing in human and mouse cells.","Frederick National Laboratory for Cancer Research"
"21936021","dbHCCvar: a comprehensive database of human genetic variations in hepatocellular carcinoma.",NA
