ID,extracted_url,best_common,best_common_prob,best_full,best_full_prob,best_name,best_name_prob,article_count,publication_date
24302289,http://eddb.cbi.pku.edu.cn,EDdb,0.994813681,Eating Disorder database,0.941057016,EDdb,0.994813681,1,2013-12-05
30357418,http://bigd.big.ac.cn/edk,EDK,0.992027998,Editome-Disease Knowledgebase,0.989611737,EDK,0.992027998,1,2019-01-01
23340253,http://edr.research.bcm.edu,EDR,0.954789698,Endometrium Database Resource,0.906237185,EDR,0.954789698,1,2013-01-22
23203870,http://eendb.zfgenetics.org,EENdb,0.995524585,engineered endonuclease database,0.9866168,EENdb,0.995524585,1,2012-11-29
26590402,http://effectivedb.org,EffectiveDB,0.997481704,,0,EffectiveDB,0.997481704,1,2015-11-20
23798489,http://csb.shu.edu.cn/efg,eFG,0.989360213,Electronic resource for Fusarium graminearum,0.876718317,eFG,0.989360213,1,2013-06-22
"22096231, 24297252, 26582926, 30418610",http://eggnog.embl.de,eggNOG,0.992302001,,0,eggNOG,0.992302001,4,2019-01-01
21317139,http://egob.biomedicine.gu.se,eGOB,0.991934419,eukaryotic Gene Order Browser,0.86592653,eGOB,0.991934419,1,2011-02-10
26519912,http://www.sussex.ac.uk/affiliates/halophytes,eHALOPH,0.997677743,,0,eHALOPH,0.997677743,1,2015-10-31
25414353,http://biotech.bmi.ac.cn/ehfpi,EHFPI,0.998098135,Essential Host Factors for Pathogenic Infection,0.983319062,EHFPI,0.998098135,1,2014-11-20
23411718,http://www.coccidia.icb.usp.br/eimeriatdb,EimeriaTDB,0.991310894,Eimeria transcript DB,0.578976917,EimeriaTDB,0.991310894,1,2013-02-14
24214991,http://ekpd.biocuckoo.org,EKPD,0.997297764,,0,EKPD,0.997297764,1,2013-11-08
"22110040, 24214962, 26615199, 31680160",http://elm.eu.org,ELM,0.994939625,eukaryotic linear motif,0.945976029,ELM,0.994939625,4,2020-01-01
24146773,http://embrys.jp/embrys/html/MainMenu.html,EMBRYS,0.995997906,,0,EMBRYS,0.995997906,1,2013-10-16
30008982,"http://emdb-empiar.org, http://emdb-empiar.org/emstats",EMDB,0.995346447,Electron Microscopy Data Bank,0.956331355,EMDB,0.995346447,1,2018-03-01
31164042,http://bioinfor.imu.edu.cn/emexplorer,EmExplorer,0.986415982,,0,EmExplorer,0.986415982,1,2019-06-05
34048547,http://research.bioinformatics.udel.edu/emirit,emiRIT,0.994740963,extracting miRNA Information from Text,0.961960316,emiRIT,0.994740963,1,2021-05-01
"22080548, 23203883, 24214989, 26615190, 27899630, 29140475, 30395270, 31722421, 33175160",http://www.ebi.ac.uk/ena,ENA,0.991740763,European Nucleotide Archive,0.941507971,ENA,0.991740763,9,2021-01-01
30357403,http://encompass.ninds.nih.gov,EncoMPASS,0.996818304,,0,EncoMPASS,0.996818304,1,2019-01-01
31665430,http://www.licpathway.net/ENdb,ENdb,0.997351289,,0,ENdb,0.997351289,1,2020-01-01
30788500,http://bioinfo.au.tsinghua.edu.cn/endisease,EnDisease,0.997681141,,0,EnDisease,0.997681141,1,2019-01-01
30357379,http://vibcancer.be/software-tools/endodb,EndoDB,0.996743798,,0,EndoDB,0.996743798,1,2019-01-01
35694152,http://lcbb.swjtu.edu.cn/EnhFFL,EnhFFL,0.994996548,,0,EnhFFL,0.994996548,1,2021-04-14
30476229,http://qinlab.sls.cuhk.edu.hk/ENPD,ENPD,0.971551538,Eukaryotic nucleic acid binding protein database,0.936309212,ENPD,0.971551538,1,2019-01-01
27141961,http://amp.pharm.mssm.edu/Enrichr,Enrichr,0.996474743,,0,Enrichr,0.996474743,1,2016-05-03
25432969,http://plants.ensembl.org,Ensembl Plants,0.933526009,,0,Ensembl Plants,0.933526009,1,2014-11-27
32726198,http://enterobase.warwick.ac.uk,EnteroBase,0.997007787,,0,EnteroBase,0.997007787,1,2020-07-29
26582924,http://envipath.org,enviPath,0.992086053,The Environmental Contaminant Biotransformation Pathway Resource,0.90123873,enviPath,0.992086053,1,2015-11-17
29683130,http://enviroatlas.epa.gov,EnviroAtlas,0.60561341,,0,EnviroAtlas,0.60561341,1,2017-11-01
27664130,"http://www.environmentontology.org/, http://purl.obolibrary.org/obo/envo.owl",ENVO,0.97583425,Ontology,0.52125144,ENVO,0.97583425,1,2016-09-23
22489867,http://biotechlab.fudan.edu.cn/database/EnzyBase/home.php,EnzyBase,0.992943108,,0,EnzyBase,0.992943108,1,2012-04-11
33002112,http://www.rxnfinder.org/enzymine,EnzyMine,0.996929705,,0,EnzyMine,0.996929705,1,2020-10-01
29040751,http://www.epidenovo.biols.ac.cn,EpiDenovo,0.997566879,,0,EpiDenovo,0.997566879,1,2018-01-01
35308974,http://bmhinformatics.case.edu/Epilepsyconnect/login,Epilepsy-Connect,0.927172029,,0,Epilepsy-Connect,0.927172029,1,2021-01-01
25324312,http://61.152.91.49/EpilepsyGene,EpilepsyGene,0.996541262,,0,EpilepsyGene,0.996541262,1,2014-10-16
24682734,http://bioinfo.hrbmu.edu.cn/EpimiR,EpimiR,0.989621162,,0,EpimiR,0.989621162,1,2014-03-28
26748106,http://www.epimirbase.eu,EpimiRBase,0.9903965,,0,EpimiRBase,0.9903965,1,2016-01-08
32459338,http://epiregio.de,EpiRegio,0.996769607,,0,EpiRegio,0.996769607,1,2020-07-01
24213601,http://epitrans.org,EPITRANS,0.996830702,,0,EPITRANS,0.996830702,1,2013-11-08
23161695,http://bioservices.hs-mittweida.de/Epros,eProS,0.996275544,profile suite,0.617196172,eProS,0.996275544,1,2012-11-17
30446142,http://www.epsdatabase.com,EPS-DB,0.998128307,Database,0.788730741,EPS-DB,0.998128307,1,2018-10-28
32008039,http://epsd.biocuckoo.cn,EPSD,0.98701781,eukaryotic phosphorylation site database,0.948447161,EPSD,0.98701781,1,2021-01-01
24678734,http://epslim.bwh.harvard.edu,EPSLiM,0.966204286,predictor for,0.749277949,EPSLiM,0.966204286,1,2014-03-28
34493866,http://www.ebi.ac.uk/eqtl,eQTL,0.880491197,,0,eQTL,0.880491197,1,2021-09-06
29106618,http://www.unimd.org/eram,eRAM,0.992225349,encyclopedia of Rare disease Annotations for,0.910854608,eRAM,0.992225349,1,2018-01-01
23299413,http://lemur.amu.edu.pl/share/ERISdb,ERISdb,0.825776637,,0,ERISdb,0.825776637,1,2013-01-07
23794736,http://www.maayanlab.net/ESCAPE,ESCAPE,0.888467371,Embryonic Stem Cell Atlas from,0.817273289,ESCAPE,0.888467371,1,2013-06-21
30143675,http://www.esccatlas.org,ESCC ATLAS,0.917660445,,0,ESCC ATLAS,0.917660445,1,2018-08-24
23709164,http://p-pal.di.uminho.pt/about/databases,ESCOLEX,0.997294307,,0,ESCOLEX,0.997294307,1,2014-03-01
31263866,"http://esid.org/Working-Parties/Registry-Working-Party/ESID-Registry, http://cci-esid-reg-demo-app.uniklinik-freiburg.de/EERS",ESID,0.5849545,,0,ESID,0.5849545,1,2019-12-01
28960889,http://soft.bioinfo-minzhao.org/esnail,eSnail,0.99808991,,0,eSnail,0.99808991,1,2017-11-12
23468181,http://www.bcbl.eu/databases/espal,EsPal,0.998021126,,0,EsPal,0.998021126,1,2013-12-01
25534749,http://nipgr.res.in/Essoildb,EssOilDB,0.99728632,,0,EssOilDB,0.99728632,1,2014-12-22
23193256,http://bioweb.ensam.inra.fr/esther,ESTHER,0.996905684,,0,ESTHER,0.996905684,1,2012-11-27
30365030,http://www.nrc.ac.cn:9090/ETCM,ETCM,0.994092822,,0,ETCM,0.994092822,1,2019-01-01
31412866,http://biosoft.kaist.ac.kr/etm,ETM-DB,0.991336733,,0,ETM-DB,0.991336733,1,2019-08-14
27481021,http://www.etoxproject.eu,eTOX,0.934810936,,0,eTOX,0.934810936,1,2013-01-11
31887789,http://klab.sjtu.edu.cn/enhancer,ETph,0.99349612,,0,ETph,0.99349612,1,2019-12-30
22102771,http://www.inbiosis.ukm.my/eudbase,EuDBase,0.996863604,,0,EuDBase,0.996863604,1,2011-10-14
25352549,http://euL1db.unice.fr,euL1db,0.994982398,,0,euL1db,0.994982398,1,2014-10-28
"23175615, 25388105, 27903906, 29761457",http://eupathdb.org,EuPathDB,0.998307586,Eukaryotic Pathogen Genomics Database Resource,0.985402346,EuPathDB,0.998307586,4,2018-01-01
31598693,http://EuRBPDB.syshospital.org,EuRBPDB,0.998039126,,0,EuRBPDB,0.998039126,1,2020-01-01
"25378340, 29161421, 33180112",http://europepmc.org,Europe PMC,0.938993772,,0,Europe PMC,0.938993772,3,2021-01-01
21762488,http://www.scbi.uma.es/pindb,EuroPineDB,0.993739247,,0,EuroPineDB,0.993739247,1,2011-07-15
26179317,http://ssl2.isped.u-bordeaux2.fr/eva_003,Evalutil,0.994965792,,0,Evalutil,0.994965792,1,2015-07-14
"28985416, 30945202",http://biophy.dzu.edu.cn/EVLncRNAs,EVLncRNAs,0.995015562,,0,EVLncRNAs,0.995015562,2,2019-01-01
30335161,http://bioinfo.life.hust.edu.cn/EVmiRNA,EVmiRNA,0.996470809,,0,EVmiRNA,0.996470809,1,2019-01-01
23977990,http://biomi.cdc.go.kr/EvoSNP,EvoSNP-DB,0.993930091,,0,EvoSNP-DB,0.993930091,1,2013-08-01
"24009897, 25388151",http://evpedia.info,EVpedia,0.995006621,,0,EVpedia,0.995006621,2,2014-11-10
31584095,http://bigd.big.ac.cn/ewas/datahub,EWAS,0.916500092,,0,EWAS,0.916500092,1,2020-01-01
30364969,http://bigd.big.ac.cn/ewas,EWAS Atlas,0.979906976,,0,EWAS Atlas,0.979906976,1,2019-01-01
30321400,"http://www.ewas.org.cn/ewasdb, http://www.bioapp.org/ewasdb",EWASdb,0.995485365,,0,EWASdb,0.995485365,1,2019-01-01
24444128,http://egtc.jp,EGTC,0.735953112,Exchangeable Gene Trap Clones,0.933022529,Exchangeable Gene Trap Clones,0.933022529,1,2014-01-20
32862462,http://exed.biocatnet.de,ExED,0.984499017,Expansin Engineering Database,0.970954204,ExED,0.984499017,1,2020-09-09
32591816,http://exobcd.liumwei.org,ExoBCD,0.998073876,,0,ExoBCD,0.998073876,1,2021-05-01
32681912,http://www.exocerna-atlas.com/exoceRNA,ExoceRNA Atlas,0.949007857,,0,ExoceRNA Atlas,0.949007857,1,2020-07-15
31642488,http://ccsm.uth.edu/ExonSkipDB,ExonSkipDB,0.997633815,,0,ExonSkipDB,0.997633815,1,2020-01-01
30053265,http://www.exoRBase.org,exoRBase,0.996153355,,0,exoRBase,0.996153355,1,2018-01-01
22661580,http://www.expasy.org,ExPASy,0.99731946,,0,ExPASy,0.99731946,1,2012-05-31
"27924041, 31724701",http://exposome-explorer.iarc.fr,Exposome-Explorer,0.96887961,,0,Exposome-Explorer,0.96887961,2,2020-01-01
29337142,http://www.iupui.edu/âÃÂ¬ÃâÃÂ¬ÃâÃÂ¬ÃâÃÂ¬Ã,Express,0.922874272,,0,Express,0.922874272,1,2018-01-11
28529706,http://bioinformatics.cs.vt.edu/expresso,Expresso,0.997199416,,0,Expresso,0.997199416,1,2017-03-28
25152233,http://biotech.bmi.ac.cn/ExpTreeDB,ExpTreeDB,0.995681107,,0,ExpTreeDB,0.995681107,1,2014-08-24
30951672,http://exrna-atlas.org,exRNA Atlas,0.840340992,,0,exRNA Atlas,0.840340992,1,2019-04-01
23696792,http://extrem.igib.res.in,ExtremeDB,0.997353792,,0,ExtremeDB,0.997353792,1,2013-05-16
33995920,http://exve.icc.fiocruz.br,ExVe,0.89774555,,0,ExVe,0.89774555,1,2021-04-17
34085038,http://eyediseases.bio-data.cn,EyeDiseases,0.998263299,,0,EyeDiseases,0.998263299,1,2021-06-01
31343654,http://eyeIntegration.nei.nih.gov,eyeIntegration,0.929627955,,0,eyeIntegration,0.929627955,1,2019-07-01
25324316,http://ezcatdb.cbrc.jp/EzCatDB,EzCatDB,0.997173011,the enzyme reaction database,0.613930479,EzCatDB,0.997173011,1,2014-10-16
22140171,http://eztaxon-e.ezbiocloud.net,EzTaxon-e,0.969534889,,0,EzTaxon-e,0.969534889,1,2011-11-25
34220930,http://data.faang.org,FAANG,0.989271164,Functional Annotation of,0.782491729,FAANG,0.989271164,1,2021-06-17
23203885,http://factorbook.org,factorbook,0.995431662,of,0.503504157,factorbook,0.995431662,1,2012-11-29
27899646,http://fairdomhub.org,FAIRDOMHub,0.996229708,,0,FAIRDOMHub,0.996229708,1,2016-11-28
26384373,http://ppi.bioinfo.asia.edu.tw/FARE-CAFE,FARE-CAFE,0.994346166,,0,FARE-CAFE,0.994346166,1,2015-09-16
27924038,http://cbrc.kaust.edu.sa/farna,FARNA,0.99584657,,0,FARNA,0.99584657,1,2017-03-01
31034103,http://bioinformatics.cse.unr.edu/fat-ptm,FAT-PTM,0.994561623,Functional Analysis Tools for Post-Translational Modifications,0.982620938,FAT-PTM,0.994561623,1,2019-05-31
33511767,http://159.226.67.243:8080/fawmine,FAWMine,0.997773767,Fall Armyworm Genome Database,0.988626023,FAWMine,0.997773767,1,2021-01-29
22715304,http://mail.nbfgr.res.in/fbis,FBIS,0.808700919,Barcode,0.65479672,FBIS,0.808700919,1,2012-05-31
34793786,http://cb.imsc.res.in/fccp,FCCP,0.977487087,Fragrance Chemicals in Children's Products,0.952817567,FCCP,0.977487087,1,2021-11-15
23601403,http://www.czfcdb.cz,FCDB,0.992240489,Czech Food Composition Database,0.975081468,FCDB,0.992240489,1,2013-02-11
25352729,http://www.fruitcropsdd.com,FCDD,0.995983303,Fruit Crops Diseases Database,0.945625222,FCDD,0.995983303,1,2014-09-30
22267904,http://www.bioacademy.gr/bioinformatics/projects/ProteinFusion/index.htm,FED,0.953724042,Fusion Events Database,0.76366665,FED,0.953724042,1,2011-12-18
34626475,http://feda.sciensano.be,FEDA,0.989463806,Food Enzyme Database,0.845898256,FEDA,0.989463806,1,2021-10-01
33898816,http://webs.iiitd.edu.in/raghava/fermfoodb,FermFooDb,0.998155117,,0,FermFooDb,0.998155117,1,2021-04-08
32219413,http://www.zhounan.org/ferrdb,FerrDb,0.984397888,,0,FerrDb,0.984397888,1,2020-01-01
27242503,http://bams1.org,Ferretome,0.98255372,,0,Ferretome,0.98255372,1,2016-05-10
34954426,http://mcg.ustc.edu.cn/bsc/spermgenes2.0/index.html,FertilityOnline,0.993602693,,0,FertilityOnline,0.993602693,1,2021-12-23
33897975,http://fgdb.unmc.edu,FGDB,0.979747037,FSH Glycans DataBase,0.933014452,FGDB,0.979747037,1,2021-03-22
32076423,http://www.biotoclin.org/FHLdb,FHLdb,0.99812746,Familial Hemophagocytic,0.593275462,FHLdb,0.99812746,1,2020-01-31
34741074,http://www.fibromine.com/Fibromine,Fibromine,0.996297419,,0,Fibromine,0.996297419,1,2021-11-05
33497436,http://www.nwsuaflmz.com/FifBase,FifBase,0.995629787,,0,FifBase,0.995629787,1,2021-09-01
26806463,http://filobase.bicpu.edu.in,FiloBase,0.992046833,,0,FiloBase,0.992046833,1,2016-01-25
29328995,http://bioinfo.net.in/filterbase,FilTer BaSe,0.918705657,,0,FilTer BaSe,0.918705657,1,2018-01-06
34368755,http://cliffordworkman.com/resources,fIMDb,0.865089297,ace Image Meta-Database,0.734685099,fIMDb,0.865089297,1,2021-07-24
34562055,http://laji.fi/en/theme/protax,FinBOL,0.991614699,,0,FinBOL,0.991614699,1,2021-11-03
24243844,http://firedb.bioinfo.cnio.es,FireDB,0.992642879,,0,FireDB,0.992642879,1,2013-11-15
33166383,http://loschmidt.chemi.muni.cz/fireprotdb,FireProtDB,0.994380713,,0,FireProtDB,0.994380713,1,2021-01-01
26980518,http://mail.nbfgr.res.in/Fish_Karyome,Fish Karyome,0.700258017,,0,Fish Karyome,0.700258017,1,2016-03-15
33203359,http://fishdb.ihb.ac.cn,FishDB,0.997222185,,0,FishDB,0.997222185,1,2020-11-17
30611878,http://mail.nbfgr.res.in/FisOmics,FisOmics,0.993046761,,0,FisOmics,0.993046761,1,2019-01-03
24705206,http://www.fixpred.com,FixPred,0.988829434,,0,FixPred,0.988829434,1,2014-04-04
26456067,http://forensic.ugent.be/FLAD,FLAD,0.979612629,Forensic Loci Allele Database,0.973130558,FLAD,0.979612629,1,2015-09-21
31696036,http://bioinfo.net.in/flavodb/home.html,FlavoDb,0.994724214,,0,FlavoDb,0.994724214,1,2019-10-31
29059383,http://cosylab.iiitd.edu.in/flavordb,FlavorDB,0.997247577,,0,FlavorDB,0.997247577,1,2018-01-01
26476447,http://www.flor-id.org,FLOR-ID,0.993054897,Flowering-Interactive Database,0.88401364,FLOR-ID,0.993054897,1,2015-10-17
27698587,http://flora-on.pt,Flora-On,0.985483035,,0,Flora-On,0.985483035,1,2016-09-09
22649282,"http://data.gbif.org/datasets/resource/10969/, http://projects.biodiversity.be/ifblAll",Florabank1,0.991928935,,0,Florabank1,0.991928935,1,2012-05-16
31774482,http://www.jianglab.tech/FluReassort,FluReassort,0.980082214,,0,FluReassort,0.980082214,1,2020-12-01
23203866,"http://flyatlas.org, http://flyatlas.gla.ac.uk",FlyAtlas,0.997430265,,0,FlyAtlas,0.997430265,1,2012-11-29
21994220,http://www.flyexpress.net,FlyExpress,0.970165312,,0,FlyExpress,0.970165312,1,2011-10-12
29890119,http://prodata.swmed.edu/FlyXCDB,FlyXCDB,0.993109286,,0,FlyXCDB,0.993109286,1,2018-06-08
26317619,http://mail.nbfgr.res.in/fmir,FMiR,0.989025816,Mitogenome Resource,0.922336429,FMiR,0.989025816,1,2015-08-28
23951158,http://www.nipgr.res.in/foxtail.html,FmMDb,0.998117232,Foxtail millet Marker Database,0.978147492,FmMDb,0.998117232,1,2013-08-12
33511845,http://drugdesign.riken.jp/FMODB,FMODB,0.992171586,FMO Database,0.612398446,FMODB,0.992171586,1,2021-01-29
25005261,http://59.163.192.91/FmTFDb/index.html,FmTFDb,0.99798429,foxtail millet transcription factors database,0.956081793,FmTFDb,0.99798429,1,2014-07-09
25260589,http://portal.nersc.gov/project/m1317/FOAM,FOAM,0.983061552,Functional Ontology Assignments for Metagenomes,0.933293728,FOAM,0.983061552,1,2014-09-26
31686102,http://foldamerdb.ttk.hu,FoldamerDB,0.997375488,,0,FoldamerDB,0.997375488,1,2020-01-01
24234003,http://floresta.eead.csic.es/footprintdb,footprintDB,0.995756149,,0,footprintDB,0.995756149,1,2013-11-14
34583740,http://gitlab.com/vishsoft/fpadmet,FPADMET,0.995484829,,0,FPADMET,0.995484829,1,2021-09-28
24885079,http://peroxidase.riceblast.snu.ac.kr,fPoxDB,0.997609806,Fungal Peroxidase Database,0.992474094,fPoxDB,0.997609806,1,2014-05-08
25725058,http://www.fruitech.org,FR,0.466398388,,0,FR,0.466398388,1,2015-02-27
32120139,http://www.rxnfinder.org/frcd,FRCD,0.996773586,,0,FRCD,0.996773586,1,2020-02-24
28245064,http://roots.ornl.gov,FRED,0.980674982,Fine-Root Ecology Database,0.815621734,FRED,0.980674982,1,2017-02-28
24928188,http://www.escholarship.org/uc/item/6sd403pz,FreeSolv,0.989120781,,0,FreeSolv,0.989120781,1,2014-06-14
23459781,http://foodcast.sissa.it/neuroscience,FRIDa,0.992402077,FoodCast Research Image Database,0.776939595,FRIDa,0.992402077,1,2013-03-01
29175726,http://frog.med.yale.edu/FrogKB,FROG-kb,0.992679045,Forensic Resource/Reference on Genetics-knowledge base,0.930164516,FROG-kb,0.992679045,1,2017-11-14
32123502,http://www.frogid.net.au,FrogID,0.994272232,,0,FrogID,0.994272232,1,2020-02-17
29688353,http://www.fung-stress.org,FSD,0.992719412,Fungal Stress Database,0.971582294,FSD,0.992719412,1,2018-01-01
23757396,http://internal.med.unideb.hu/fsrd,FSRD,0.955492318,Fungal Stress Response Database,0.942606161,FSRD,0.955492318,1,2013-06-11
28077567,http://staff.washington.edu/jwallace/farme,FARME,0.964730322,Functional Antibiotic Resistant Metagenomic Element,0.970071673,Functional Antibiotic Resistant Metagenomic Element,0.970071673,1,2017-01-10
24564786,"http://pcwde.riceblast.snu.ac.kr/, http://cfgp.snu.ac.kr",FPDB,0.979104906,Fungal PCWDE Database,0.985806865,Fungal PCWDE Database,0.985806865,1,2013-10-16
24101916,http://fungene.cme.msu.edu,FunGene,0.989818652,Gene Pipeline,0.61831975,FunGene,0.989818652,1,2013-10-01
22766416,http://www.fungene-db.org,FunGene-DB,0.99046123,,0,FunGene-DB,0.99046123,1,2012-07-02
22064857,"http://FungiDB.org, http://EuPathDB.org",FungiDB,0.997218907,,0,FungiDB,0.997218907,1,2011-11-07
34964845,"http://www.fungiofpakistan.com, http://fungiofpakistan.com",fungiofpakistan,0.679958761,,0,fungiofpakistan,0.679958761,1,2021-12-01
29220485,"http://funricegenes.github.io/, http://funricegenes.ncpgr.cn",funRiceGenes,0.978388309,,0,funRiceGenes,0.978388309,1,2018-01-01
25522231,http://funrna.riceblast.snu.ac.kr,funRNA,0.992636442,,0,funRNA,0.992636442,1,2014-12-08
21300622,http://proteomics.ysu.edu/secretomes/fungi.php,FunSecKB,0.997838616,Fungal Secretome KnowledgeBase,0.966365695,FunSecKB,0.997838616,1,2011-02-06
"26590404, 30298402",http://www.funtree.info,FunTree,0.994794667,,0,FunTree,0.994794667,2,2019-01-01
21541042,http://www.nuolan.net/substrates.html,FurinDB,0.997923672,,0,FurinDB,0.997923672,1,2011-02-08
26215638,http://donglab.ecnu.edu.cn/databases/FusionCancer/Conclusion,FusionCancer,0.993119001,,0,FusionCancer,0.993119001,1,2015-07-28
30407583,http://ccsm.uth.edu/FusionGDB,FusionGDB,0.992917299,fusion gene annotation DataBase,0.742048061,FusionGDB,0.992917299,1,2019-01-01
25149689,http://fusobacterium.um.edu.my,FusoBase,0.997971714,,0,FusoBase,0.997971714,1,2014-08-22
29976644,http://fusoportal.org,FusoPortal,0.994699359,,0,FusoPortal,0.994699359,1,2018-07-05
27794553,http://protdyn-database.org,FuzDB,0.998405516,complexes,0.655352414,FuzDB,0.998405516,1,2016-10-28
34485385,http://fuzzle.uni-bayreuth.de/2.0,Fuzzle,0.910124898,,0,Fuzzle,0.910124898,1,2021-08-18
29126995,http://bioinfo.ihb.ac.cn/fvd,FVD,0.953768969,The fish-associated virus database,0.77134944,FVD,0.953768969,1,2017-11-08
27905517,http://bsbe.iiti.ac.in/bsbe/ipdb/index.php,G4IPDB,0.99755083,Nucleic,0.905615389,G4IPDB,0.99755083,1,2016-12-01
23161677,http://www.g4ldb.org,G4LDB,0.997929025,G-quadruplex ligands database,0.988358639,G4LDB,0.997929025,1,2012-11-17
22293322,http://202.120.189.88/mutdb,G6PD,0.940137466,,0,G6PD,0.940137466,1,2012-01-30
30268934,http://gaad.medgenius.info,GAAD,0.996480703,Gene and Autoimmiune Disease Association Database,0.918741842,GAAD,0.996480703,1,2018-08-01
28013277,http://www.gabi-kat.de/db/genehits.php,GABI-Kat,0.946155384,,0,GABI-Kat,0.946155384,1,2017-01-01
23872200,http://gag.genouest.org,GAG,0.715960622,,0,GAG,0.715960622,1,2013-07-16
24990533,http://bioinformatica.isa.cnr.it/GALT/GALT2.0,GALT Protein Database,0.571744546,,0,GALT Protein Database,0.571744546,1,2014-07-23
27037912,http://gamdb.liu-lab.com/index.php,GAMDB,0.99449718,Gerontology-Autophagic-MicroRNA Database,0.98334261,GAMDB,0.99449718,1,2016-03-31
26851225,http://gametsepi.nwsuaflmz.com,GED,0.943311706,gametogenesis epigenetic modification database,0.95555062,gametogenesis epigenetic modification database,0.95555062,1,2016-02-05
27102089,http://gat.sit.kmutt.ac.th,GAT,0.967916131,gene-set activity toolbox,0.814590596,GAT,0.967916131,1,2016-03-15
25953079,http://gbis.ipk-gatersleben.de,GBIS,0.697626531,,0,GBIS,0.697626531,1,2015-05-07
25010047,http://gbm-biodp.nci.nih.gov,GBM-BioDP,0.991873372,Glioblastoma Bio Discovery Portal,0.790780693,GBM-BioDP,0.991873372,1,2014-07-10
30235322,http://www.sing-group.org/gc4s,GC4S,0.951814741,,0,GC4S,0.951814741,1,2018-09-20
27127885,http://gcgene.bioinfo-minzhao.org,GCGene,0.995825529,Gastric Cancer Gene database,0.884341019,GCGene,0.995825529,1,2016-06-01
31592084,http://122.112.216.104,GCGVD,0.976200461,The Grass Carp Genomic Visualization Database,0.885653893,GCGVD,0.976200461,1,2019-08-07
30365027,http://gcmeta.wdcm.org,gcMeta,0.99671793,Global Catalogue of Metagenomics,0.914486587,gcMeta,0.99671793,1,2019-01-01
33119759,http://gctype.wdcm.org,gcType,0.995411217,Global Catalogue of Type Strain,0.834868125,gcType,0.995411217,1,2021-01-01
28453687,http://gdisc.bme.gatech.edu,GDISC,0.982105613,gene,0.701045394,GDISC,0.982105613,1,2017-05-01
31277321,http://bioinfo.life.hust.edu.cn/web/GEDS,GEDS,0.955554724,Expression Display Server,0.659791191,GEDS,0.955554724,1,2019-07-03
21803806,http://tinyurl.com/geefu,Gee Fu,0.952340484,,0,Gee Fu,0.952340484,1,2011-07-29
24150938,http://geisha.arizona.edu,GEISHA,0.996660411,Gallus Expression In Situ Hybridization Analysis,0.966287035,GEISHA,0.996660411,1,2013-10-22
34158935,http://dx.deepcarbon.net/11121/6200-6954-6634-8243-CC,GEMI,0.990873575,Global Earth Mineral Inventory,0.72698319,GEMI,0.990873575,1,2020-11-11
33599246,http://gemma.msl.ubc.ca/home.html,Gemma,0.981963456,,0,Gemma,0.981963456,1,2021-02-01
"30357393, 33270111",http://www.gencodegenes.org,GENCODE,0.998485327,,0,GENCODE,0.998485327,2,2021-01-01
30864352,http://genconet.kalis-amts.de,GenCoNet,0.993595004,,0,GenCoNet,0.993595004,1,2018-12-25
24904731,http://gendermeddb.charite.de,GenderMedDB,0.995782018,,0,GenderMedDB,0.995782018,1,2014-05-23
22912585,http://genomics.senescence.info/diet,GenDR,0.975972056,,0,GenDR,0.975972056,1,2012-08-09
21177656,http://rafalab.jhsph.edu/barcode,Gene Expression Barcode,0.718592152,,0,Gene Expression Barcode,0.718592152,1,2011-01-01
"22139938, 24270792, 26578585, 29112716",http://gene3d.biochem.ucl.ac.uk,Gene3D,0.990353435,,0,Gene3D,0.990353435,4,2018-01-01
31642496,http://www.genemed.tech/gene4denovo,Gene4Denovo,0.993604973,,0,Gene4Denovo,0.993604973,1,2020-01-01
34733322,http://www.genemed.tech/gene4hl,Gene4HL,0.989707867,,0,Gene4HL,0.989707867,1,2021-10-18
33981200,http://genemed.tech/gene4pd,Gene4PD,0.994049946,,0,Gene4PD,0.994049946,1,2021-04-26
30349118,http://geneatlas.roslin.ed.ac.uk,GeneATLAS,0.691261196,,0,GeneATLAS,0.691261196,1,2018-10-22
22116062,http://www.genedb.org,GeneDB,0.993148148,,0,GeneDB,0.993148148,1,2011-11-23
25361971,http://www.GeneFriends.org,GeneFriends,0.990629911,,0,GeneFriends,0.990629911,1,2014-10-31
24174536,http://www.geneprof.org,GeneProf,0.996735215,,0,GeneProf,0.996735215,1,2013-10-29
22748121,http://actin.pharm.mssm.edu/genes2FANs,Genes2FANs,0.972529342,,0,Genes2FANs,0.972529342,1,2012-07-02
23650583,http://genesetdb.auckland.ac.nz/haeremai.html,GeneSetDB,0.996939301,,0,GeneSetDB,0.996939301,1,2012-04-17
22110038,"http://www.genesigdb.org, http://compbio.dfci.harvard.edu/genesigdb",GeneSigDB,0.998035491,,0,GeneSigDB,0.998035491,1,2011-11-21
26567549,http://genestation.org,GEneSTATION,0.995596051,,0,GEneSTATION,0.995596051,1,2015-11-14
23161689,http://topaz.gatech.edu/GeneTack/db.html,GeneTack,0.659076989,,0,GeneTack,0.659076989,1,2012-11-17
22080549,http://www.GeneWeaver.org,GeneWeaver,0.980351031,,0,GeneWeaver,0.980351031,1,2011-11-12
31844835,"http://mandadilab.webfactional.com/home/, http://mandadilab.webfactional.com/home/dload",GenFam,0.990917087,,0,GenFam,0.990917087,1,2019-12-04
